0.0762 	-0.0254 	5.42101e-20 	-6.61611 	0.709612 	8.31846e-06
0.0762 	-0.0243386 	5.42101e-20 	-6.61854 	1.01448 	0.000436231
0.0762 	-0.0232772 	1.0842e-19 	-6.62603 	1.50802 	0.00115225
0.0762 	-0.0222158 	1.0842e-19 	-6.63497 	1.84038 	0.00184255
0.0762 	-0.0211544 	1.0842e-19 	-6.64638 	2.10773 	0.00239582
0.0762 	-0.020093 	1.0842e-19 	-6.65922 	2.34349 	0.00282732
0.0762 	-0.0190316 	1.0842e-19 	-6.67294 	2.56014 	0.00315938
0.0762 	-0.0179701 	1.0842e-19 	-6.68697 	2.76339 	0.00341022
0.0762 	-0.0169087 	1.0842e-19 	-6.70062 	2.95622 	0.00359352
0.0762 	-0.0158473 	5.42101e-20 	-6.71305 	3.1403 	0.00371926
0.0762 	-0.0147859 	5.42101e-20 	-6.72334 	3.31666 	0.00379476
0.0762 	-0.0137245 	8.13152e-20 	-6.73041 	3.48598 	0.00382541
0.0762 	-0.0126631 	1.35525e-19 	-6.73311 	3.6487 	0.0038153
0.0762 	-0.0116017 	1.35525e-19 	-6.73022 	3.80501 	0.00376779
0.0762 	-0.0105403 	1.35525e-19 	-6.72049 	3.95467 	0.00368586
0.0762 	-0.00947888 	1.35525e-19 	-6.70267 	4.09675 	0.00357246
0.0762 	-0.00841748 	1.35525e-19 	-6.67564 	4.2291 	0.00343069
0.0762 	-0.00735607 	1.89735e-19 	-6.63847 	4.34757 	0.00326382
0.0762 	-0.00629466 	1.89735e-19 	-6.59188 	4.44253 	0.00307997
0.0762 	-0.00545097 	1.6263e-19 	-6.5446 	4.50022 	0.0029107
0.0762 	-0.00465081 	1.6263e-19 	-6.49505 	4.52738 	0.00274548
0.0762 	-0.00389057 	1.6263e-19 	-6.44292 	4.522 	0.00258106
0.0762 	-0.00316694 	1.0842e-19 	-6.38919 	4.47952 	0.00241802
0.0762 	-0.00247689 	1.0842e-19 	-6.33474 	4.39561 	0.00225683
0.0762 	-0.00181761 	8.13152e-20 	-6.28035 	4.26695 	0.00209699
0.0762 	-0.00118657 	8.13152e-20 	-6.22676 	4.09134 	0.00193736
0.0762 	-0.000581417 	5.42101e-20 	-6.17446 	3.86784 	0.00177819
0.0762 	0 	8.13152e-20 	-6.12424 	3.59983 	0.00162129
0.0762 	0.000530507 	5.42101e-20 	-6.07697 	3.29511 	0.00146876
0.0762 	0.00108426 	5.42101e-20 	-6.02927 	2.93283 	0.00130949
0.0762 	0.00166366 	8.13152e-20 	-5.98022 	2.50359 	0.00114068
0.0762 	0.00227133 	8.13152e-20 	-5.92996 	2.01512 	0.000966293
0.0762 	0.00291019 	8.13152e-20 	-5.8784 	1.49837 	0.000798369
0.0762 	0.00358346 	5.42101e-20 	-5.82493 	1.02208 	0.000666975
0.0762 	0.00429466 	5.42101e-20 	-5.77059 	0.679716 	0.000616352
0.0762 	0.00495729 	0 	-5.71831 	0.501247 	0.000667469
0.0762 	0.00566663 	0 	-5.66361 	0.420078 	0.000807118
0.0762 	0.00643045 	0 	-5.60576 	0.389832 	0.000991099
0.0762 	0.00725782 	-5.42101e-20 	-5.54573 	0.381074 	0.00116408
0.0762 	0.00815933 	-5.42101e-20 	-5.48404 	0.380741 	0.00130103
0.0762 	0.00914732 	-5.42101e-20 	-5.42073 	0.383517 	0.00140032
0.0762 	0.0102362 	-1.0842e-19 	-5.35581 	0.386435 	0.00146368
0.0762 	0.0114428 	-1.0842e-19 	-5.28948 	0.387872 	0.00149343
0.0762 	0.0127866 	-1.0842e-19 	-5.22225 	0.386947 	0.00149109
0.0762 	0.0142906 	-1.0842e-19 	-5.15562 	0.382427 	0.00144738
0.0762 	0.0158499 	-1.0842e-19 	-5.0958 	0.373356 	0.00134892
0.0762 	0.0172392 	-1.0842e-19 	-5.04959 	0.360677 	0.001198
0.0762 	0.0184768 	-5.42101e-20 	-5.01494 	0.345598 	0.000994076
0.0762 	0.0195795 	-8.13152e-20 	-4.98897 	0.331519 	0.000769408
0.0762 	0.0205618 	-2.71051e-20 	-4.96898 	0.325034 	0.000574879
0.0762 	0.021437 	2.71051e-20 	-4.95335 	0.3396 	0.000447719
0.0762 	0.0222166 	2.71051e-20 	-4.94149 	0.382596 	0.000372848
0.0762 	0.0229113 	2.71051e-20 	-4.93274 	0.452675 	0.000314161
0.0762 	0.0235301 	2.71051e-20 	-4.92671 	0.547373 	0.000265387
0.0762 	0.0240814 	2.71051e-20 	-4.92336 	0.662651 	0.000227506
0.0762 	0.0245726 	0 	-4.92225 	0.772939 	0.000195079
0.0762 	0.0250102 	2.71051e-20 	-4.92576 	0.658496 	0.000131547
0.0762 	0.0254 	2.03288e-20 	-4.92927 	0.50126 	0
0.0762 	0.0254 	-7.45389e-20 	-4.92927 	0.50126 	0
