"p","U:0","U:1","U:2","epsilon","k","nut","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-6.4739,10.087,0.012539,0,12.803,0.34703,0.00084657,1,0.032614,0,0.0072136,0
-6.4729,10.087,0.012336,0,12.802,0.34702,0.00084659,1,0.032664,0,0.0072644,0
-6.4718,10.087,0.012133,0,12.802,0.34702,0.0008466,1,0.032715,0,0.0073152,0
-6.4707,10.086,0.01193,0,12.802,0.34702,0.00084662,1,0.032766,0,0.007366,0
-6.4697,10.086,0.011727,0,12.801,0.34702,0.00084663,1,0.032817,0,0.0074168,0
-6.4686,10.086,0.011524,0,12.801,0.34701,0.00084665,1,0.032868,0,0.0074676,0
-6.4675,10.085,0.011321,0,12.8,0.34701,0.00084666,1,0.032918,0,0.0075184,0
-6.4664,10.085,0.011118,0,12.8,0.34701,0.00084668,1,0.032969,0,0.0075692,0
-6.4654,10.085,0.010915,0,12.799,0.34701,0.00084669,1,0.03302,0,0.00762,0
-6.4643,10.084,0.010713,0,12.799,0.347,0.00084671,1,0.033071,0,0.0076708,0
-6.4632,10.084,0.01051,0,12.799,0.347,0.00084672,1,0.033122,0,0.0077216,0
-6.4622,10.084,0.010307,0,12.798,0.347,0.00084674,1,0.033172,0,0.0077724,0
-6.4611,10.083,0.010104,0,12.798,0.34699,0.00084675,1,0.033223,0,0.0078232,0
-6.46,10.083,0.0099009,0,12.797,0.34699,0.00084677,1,0.033274,0,0.007874,0
-6.4589,10.083,0.009698,0,12.797,0.34699,0.00084678,1,0.033325,0,0.0079248,0
-6.4579,10.083,0.0094951,0,12.796,0.34699,0.0008468,1,0.033376,0,0.0079756,0
-6.4568,10.082,0.0092923,0,12.796,0.34698,0.00084681,1,0.033426,0,0.0080264,0
-6.4557,10.082,0.0090894,0,12.796,0.34698,0.00084682,1,0.033477,0,0.0080772,0
-6.4547,10.082,0.0088865,0,12.795,0.34698,0.00084684,1,0.033528,0,0.008128,0
-6.4537,10.081,0.0086882,0,12.795,0.34698,0.00084684,1,0.033579,0,0.0081788,0
-6.4528,10.081,0.0084902,0,12.795,0.34697,0.00084684,1,0.03363,0,0.0082296,0
-6.4519,10.081,0.0082923,0,12.795,0.34697,0.00084684,1,0.03368,0,0.0082804,0
-6.451,10.081,0.0080943,0,12.795,0.34697,0.00084684,1,0.033731,0,0.0083312,0
-6.4501,10.08,0.0078964,0,12.795,0.34697,0.00084684,1,0.033782,0,0.008382,0
-6.4492,10.08,0.0076984,0,12.794,0.34697,0.00084684,1,0.033833,0,0.0084328,0
-6.4483,10.08,0.0075005,0,12.794,0.34697,0.00084684,1,0.033884,0,0.0084836,0
-6.4474,10.08,0.0073025,0,12.794,0.34696,0.00084684,1,0.033934,0,0.0085344,0
-6.4465,10.079,0.0071046,0,12.794,0.34696,0.00084684,1,0.033985,0,0.0085852,0
-6.4456,10.079,0.0069066,0,12.794,0.34696,0.00084684,1,0.034036,0,0.008636,0
-6.4447,10.079,0.0067087,0,12.794,0.34696,0.00084684,1,0.034087,0,0.0086868,0
-6.4438,10.079,0.0065107,0,12.794,0.34696,0.00084684,1,0.034138,0,0.0087376,0
-6.4429,10.078,0.0063128,0,12.794,0.34696,0.00084684,1,0.034188,0,0.0087884,0
-6.442,10.078,0.0061148,0,12.793,0.34695,0.00084684,1,0.034239,0,0.0088392,0
-6.4411,10.078,0.0059169,0,12.793,0.34695,0.00084684,1,0.03429,0,0.00889,0
-6.4402,10.078,0.0057189,0,12.793,0.34695,0.00084684,1,0.034341,0,0.0089408,0
-6.4393,10.078,0.005521,0,12.793,0.34695,0.00084684,1,0.034392,0,0.0089916,0
-6.4384,10.077,0.005323,0,12.793,0.34695,0.00084684,1,0.034442,0,0.0090424,0
-6.4374,10.077,0.005125,0,12.793,0.34695,0.00084684,1,0.034493,0,0.0090932,0
-6.4365,10.077,0.0049271,0,12.793,0.34694,0.00084684,1,0.034544,0,0.009144,0
-6.4356,10.077,0.0047291,0,12.793,0.34694,0.00084684,1,0.034595,0,0.0091948,0
-6.4347,10.076,0.0045312,0,12.792,0.34694,0.00084684,1,0.034646,0,0.0092456,0
-6.4338,10.076,0.0043332,0,12.792,0.34694,0.00084684,1,0.034696,0,0.0092964,0
-6.4329,10.076,0.0041353,0,12.792,0.34694,0.00084684,1,0.034747,0,0.0093472,0
-6.432,10.076,0.0039373,0,12.792,0.34694,0.00084684,1,0.034798,0,0.009398,0
-6.4312,10.075,0.0037412,0,12.792,0.34694,0.00084684,1,0.034849,0,0.0094488,0
-6.4304,10.075,0.0035473,0,12.792,0.34693,0.00084684,1,0.0349,0,0.0094996,0
-6.4297,10.075,0.0033535,0,12.792,0.34693,0.00084684,1,0.03495,0,0.0095504,0
-6.4289,10.075,0.0031597,0,12.792,0.34693,0.00084684,1,0.035001,0,0.0096012,0
-6.4282,10.075,0.0029659,0,12.792,0.34693,0.00084683,1,0.035052,0,0.009652,0
-6.4274,10.075,0.002772,0,12.792,0.34693,0.00084683,1,0.035103,0,0.0097028,0
-6.4267,10.074,0.0025782,0,12.792,0.34693,0.00084683,1,0.035154,0,0.0097536,0
-6.4259,10.074,0.0023844,0,12.792,0.34693,0.00084683,1,0.035204,0,0.0098044,0
-6.4252,10.074,0.0021905,0,12.792,0.34693,0.00084683,1,0.035255,0,0.0098552,0
-6.4244,10.074,0.0019967,0,12.791,0.34693,0.00084683,1,0.035306,0,0.009906,0
-6.4237,10.074,0.0018029,0,12.791,0.34692,0.00084683,1,0.035357,0,0.0099568,0
-6.4229,10.074,0.001609,0,12.791,0.34692,0.00084683,1,0.035408,0,0.010008,0
-6.4222,10.073,0.0014152,0,12.791,0.34692,0.00084683,1,0.035458,0,0.010058,0
-6.4215,10.073,0.0012214,0,12.791,0.34692,0.00084683,1,0.035509,0,0.010109,0
-6.4207,10.073,0.0010275,0,12.791,0.34692,0.00084682,1,0.03556,0,0.01016,0
-6.42,10.073,0.0008337,0,12.791,0.34692,0.00084682,1,0.035611,0,0.010211,0
-6.4192,10.073,0.00063987,0,12.791,0.34692,0.00084682,1,0.035662,0,0.010262,0
-6.4185,10.073,0.00044604,0,12.791,0.34692,0.00084682,1,0.035712,0,0.010312,0
-6.4177,10.072,0.00025221,0,12.791,0.34692,0.00084682,1,0.035763,0,0.010363,0
-6.417,10.072,5.8378e-005,0,12.791,0.34692,0.00084682,1,0.035814,0,0.010414,0
-6.4162,10.072,-0.00013545,0,12.791,0.34691,0.00084682,1,0.035865,0,0.010465,0
-6.4155,10.072,-0.00032928,0,12.791,0.34691,0.00084682,1,0.035916,0,0.010516,0
-6.4147,10.072,-0.00052312,0,12.791,0.34691,0.00084682,1,0.035966,0,0.010566,0
-6.414,10.071,-0.00071695,0,12.791,0.34691,0.00084681,1,0.036017,0,0.010617,0
-6.4132,10.071,-0.00091078,0,12.791,0.34691,0.00084681,1,0.036068,0,0.010668,0
-6.4125,10.071,-0.0011046,0,12.791,0.34691,0.00084681,1,0.036119,0,0.010719,0
-6.4117,10.071,-0.0012984,0,12.79,0.34691,0.00084681,1,0.03617,0,0.01077,0
-6.411,10.071,-0.0014923,0,12.79,0.34691,0.00084681,1,0.03622,0,0.01082,0
-6.4102,10.071,-0.0016861,0,12.79,0.34691,0.00084681,1,0.036271,0,0.010871,0
-6.4095,10.07,-0.0018799,0,12.79,0.34691,0.00084681,1,0.036322,0,0.010922,0
-6.4088,10.07,-0.0020666,2.5003e-022,12.79,0.3469,0.00084681,1,0.036373,0,0.010973,0
-6.4083,10.07,-0.0022501,6.1042e-022,12.79,0.3469,0.00084681,1,0.036424,0,0.011024,0
-6.4077,10.07,-0.0024336,9.7081e-022,12.79,0.3469,0.00084681,1,0.036474,0,0.011074,0
-6.4071,10.07,-0.0026172,1.3312e-021,12.79,0.3469,0.00084681,1,0.036525,0,0.011125,0
-6.4065,10.07,-0.0028007,1.6916e-021,12.79,0.3469,0.0008468,1,0.036576,0,0.011176,0
-6.4059,10.07,-0.0029842,2.052e-021,12.79,0.3469,0.0008468,1,0.036627,0,0.011227,0
-6.4053,10.07,-0.0031677,2.4124e-021,12.79,0.3469,0.0008468,1,0.036678,0,0.011278,0
-6.4048,10.07,-0.0033512,2.7728e-021,12.79,0.3469,0.0008468,1,0.036728,0,0.011328,0
-6.4042,10.07,-0.0035348,3.1332e-021,12.79,0.3469,0.0008468,1,0.036779,0,0.011379,0
-6.4036,10.069,-0.0037183,3.4936e-021,12.79,0.3469,0.0008468,1,0.03683,0,0.01143,0
-6.403,10.069,-0.0039018,3.8539e-021,12.79,0.3469,0.0008468,1,0.036881,0,0.011481,0
-6.4024,10.069,-0.0040853,4.2143e-021,12.79,0.3469,0.0008468,1,0.036932,0,0.011532,0
-6.4019,10.069,-0.0042688,4.5747e-021,12.79,0.3469,0.0008468,1,0.036982,0,0.011582,0
-6.4013,10.069,-0.0044523,4.9351e-021,12.79,0.3469,0.0008468,1,0.037033,0,0.011633,0
-6.4007,10.069,-0.0046359,5.2955e-021,12.79,0.3469,0.0008468,1,0.037084,0,0.011684,0
-6.4001,10.069,-0.0048194,5.6559e-021,12.79,0.3469,0.0008468,1,0.037135,0,0.011735,0
-6.3995,10.069,-0.0050029,6.0163e-021,12.79,0.3469,0.0008468,1,0.037186,0,0.011786,0
-6.3989,10.069,-0.0051864,6.3767e-021,12.79,0.3469,0.0008468,1,0.037236,0,0.011836,0
-6.3984,10.069,-0.0053699,6.7371e-021,12.79,0.34689,0.0008468,1,0.037287,0,0.011887,0
-6.3978,10.068,-0.0055534,7.0975e-021,12.79,0.34689,0.0008468,1,0.037338,0,0.011938,0
-6.3972,10.068,-0.005737,7.4579e-021,12.79,0.34689,0.00084679,1,0.037389,0,0.011989,0
-6.3966,10.068,-0.0059205,7.8182e-021,12.79,0.34689,0.00084679,1,0.03744,0,0.01204,0
-6.396,10.068,-0.006104,8.1786e-021,12.79,0.34689,0.00084679,1,0.03749,0,0.01209,0
-6.3955,10.068,-0.0062875,8.539e-021,12.79,0.34689,0.00084679,1,0.037541,0,0.012141,0
-6.3949,10.068,-0.006471,8.8994e-021,12.789,0.34689,0.00084679,1,0.037592,0,0.012192,0
-6.3943,10.068,-0.0066545,9.2598e-021,12.789,0.34689,0.00084679,1,0.037643,0,0.012243,0
-6.3937,10.068,-0.0068381,9.6202e-021,12.789,0.34689,0.00084679,1,0.037694,0,0.012294,0
-6.3931,10.068,-0.0070216,9.9806e-021,12.789,0.34689,0.00084679,1,0.037744,0,0.012344,0
-6.3925,10.068,-0.0072051,1.0341e-020,12.789,0.34689,0.00084679,1,0.037795,0,0.012395,0
-6.392,10.067,-0.0073886,1.0701e-020,12.789,0.34689,0.00084679,1,0.037846,0,0.012446,0
-6.3914,10.067,-0.0075721,1.1062e-020,12.789,0.34689,0.00084679,1,0.037897,0,0.012497,0
-6.3908,10.067,-0.0077556,1.1422e-020,12.789,0.34689,0.00084679,1,0.037948,0,0.012548,0
-6.3902,10.067,-0.0079392,1.1783e-020,12.789,0.34689,0.00084679,1,0.037998,0,0.012598,0
-6.3896,10.067,-0.0081227,1.2143e-020,12.789,0.34689,0.00084679,1,0.038049,0,0.012649,0
-6.3891,10.067,-0.0083062,1.2503e-020,12.789,0.34689,0.00084679,1,0.0381,0,0.0127,0
-6.3886,10.067,-0.008489,1.2105e-020,12.789,0.34689,0.00084679,1,0.038151,0,0.012751,0
-6.3881,10.067,-0.0086719,1.1707e-020,12.789,0.34689,0.00084679,1,0.038202,0,0.012802,0
-6.3877,10.067,-0.0088547,1.1309e-020,12.789,0.34689,0.00084679,1,0.038252,0,0.012852,0
-6.3872,10.067,-0.0090376,1.0911e-020,12.789,0.34688,0.00084679,1,0.038303,0,0.012903,0
-6.3867,10.067,-0.0092204,1.0513e-020,12.789,0.34688,0.00084678,1,0.038354,0,0.012954,0
-6.3863,10.067,-0.0094032,1.0115e-020,12.789,0.34688,0.00084678,1,0.038405,0,0.013005,0
-6.3858,10.067,-0.0095861,9.7173e-021,12.789,0.34688,0.00084678,1,0.038456,0,0.013056,0
-6.3854,10.067,-0.0097689,9.3193e-021,12.789,0.34688,0.00084678,1,0.038506,0,0.013106,0
-6.3849,10.067,-0.0099518,8.9213e-021,12.789,0.34688,0.00084678,1,0.038557,0,0.013157,0
-6.3844,10.067,-0.010135,8.5233e-021,12.789,0.34688,0.00084678,1,0.038608,0,0.013208,0
-6.384,10.067,-0.010317,8.1253e-021,12.789,0.34688,0.00084678,1,0.038659,0,0.013259,0
-6.3835,10.067,-0.0105,7.7273e-021,12.789,0.34688,0.00084678,1,0.03871,0,0.01331,0
-6.383,10.067,-0.010683,7.3293e-021,12.789,0.34688,0.00084678,1,0.03876,0,0.01336,0
-6.3826,10.066,-0.010866,6.9313e-021,12.789,0.34688,0.00084678,1,0.038811,0,0.013411,0
-6.3821,10.066,-0.011049,6.5333e-021,12.789,0.34688,0.00084678,1,0.038862,0,0.013462,0
-6.3817,10.066,-0.011232,6.1353e-021,12.789,0.34688,0.00084678,1,0.038913,0,0.013513,0
-6.3812,10.066,-0.011415,5.7373e-021,12.789,0.34688,0.00084678,1,0.038964,0,0.013564,0
-6.3807,10.066,-0.011597,5.3393e-021,12.789,0.34688,0.00084678,1,0.039014,0,0.013614,0
-6.3803,10.066,-0.01178,4.9413e-021,12.789,0.34688,0.00084678,1,0.039065,0,0.013665,0
-6.3798,10.066,-0.011963,4.5433e-021,12.789,0.34688,0.00084678,1,0.039116,0,0.013716,0
-6.3794,10.066,-0.012146,4.1453e-021,12.789,0.34688,0.00084678,1,0.039167,0,0.013767,0
-6.3789,10.066,-0.012329,3.7473e-021,12.789,0.34688,0.00084678,1,0.039218,0,0.013818,0
-6.3784,10.066,-0.012512,3.3493e-021,12.789,0.34688,0.00084678,1,0.039268,0,0.013868,0
-6.378,10.066,-0.012694,2.9513e-021,12.789,0.34688,0.00084678,1,0.039319,0,0.013919,0
-6.3775,10.066,-0.012877,2.5532e-021,12.789,0.34688,0.00084678,1,0.03937,0,0.01397,0
-6.377,10.066,-0.01306,2.1552e-021,12.789,0.34688,0.00084678,1,0.039421,0,0.014021,0
-6.3766,10.066,-0.013243,1.7572e-021,12.789,0.34688,0.00084678,1,0.039472,0,0.014072,0
-6.3761,10.066,-0.013426,1.3592e-021,12.789,0.34688,0.00084678,1,0.039522,0,0.014122,0
-6.3757,10.066,-0.013609,9.6124e-022,12.789,0.34688,0.00084678,1,0.039573,0,0.014173,0
-6.3752,10.066,-0.013791,5.6323e-022,12.789,0.34688,0.00084678,1,0.039624,0,0.014224,0
-6.3747,10.066,-0.013974,1.6523e-022,12.789,0.34688,0.00084678,1,0.039675,0,0.014275,0
-6.3743,10.066,-0.014157,-2.3278e-022,12.789,0.34688,0.00084678,1,0.039726,0,0.014326,0
-6.3738,10.066,-0.01434,-6.3078e-022,12.789,0.34688,0.00084678,1,0.039776,0,0.014376,0
-6.3733,10.066,-0.014523,-1.0288e-021,12.789,0.34688,0.00084678,1,0.039827,0,0.014427,0
-6.3729,10.066,-0.014706,-1.4268e-021,12.789,0.34688,0.00084678,1,0.039878,0,0.014478,0
-6.3725,10.066,-0.014895,-2.0522e-021,12.789,0.34688,0.00084678,1,0.039929,0,0.014529,0
-6.3721,10.066,-0.015084,-2.7004e-021,12.789,0.34688,0.00084678,1,0.03998,0,0.01458,0
-6.3718,10.066,-0.015274,-3.3485e-021,12.789,0.34688,0.00084678,1,0.04003,0,0.01463,0
-6.3714,10.066,-0.015464,-3.9967e-021,12.789,0.34688,0.00084678,1,0.040081,0,0.014681,0
-6.371,10.066,-0.015653,-4.6449e-021,12.789,0.34688,0.00084678,1,0.040132,0,0.014732,0
-6.3706,10.066,-0.015843,-5.293e-021,12.789,0.34688,0.00084677,1,0.040183,0,0.014783,0
-6.3703,10.066,-0.016033,-5.9412e-021,12.789,0.34688,0.00084677,1,0.040234,0,0.014834,0
-6.3699,10.066,-0.016222,-6.5894e-021,12.789,0.34688,0.00084677,1,0.040284,0,0.014884,0
-6.3695,10.066,-0.016412,-7.2375e-021,12.789,0.34688,0.00084677,1,0.040335,0,0.014935,0
-6.3692,10.066,-0.016602,-7.8857e-021,12.789,0.34688,0.00084677,1,0.040386,0,0.014986,0
-6.3688,10.066,-0.016791,-8.5338e-021,12.789,0.34688,0.00084677,1,0.040437,0,0.015037,0
-6.3684,10.066,-0.016981,-9.182e-021,12.789,0.34688,0.00084677,1,0.040488,0,0.015088,0
-6.368,10.066,-0.017171,-9.8302e-021,12.789,0.34688,0.00084677,1,0.040538,0,0.015138,0
-6.3677,10.066,-0.01736,-1.0478e-020,12.789,0.34688,0.00084677,1,0.040589,0,0.015189,0
-6.3673,10.066,-0.01755,-1.1126e-020,12.789,0.34688,0.00084677,1,0.04064,0,0.01524,0
-6.3669,10.066,-0.01774,-1.1775e-020,12.789,0.34688,0.00084677,1,0.040691,0,0.015291,0
-6.3665,10.066,-0.01793,-1.2423e-020,12.789,0.34688,0.00084677,1,0.040742,0,0.015342,0
-6.3662,10.066,-0.018119,-1.3071e-020,12.789,0.34688,0.00084677,1,0.040792,0,0.015392,0
-6.3658,10.066,-0.018309,-1.3719e-020,12.789,0.34688,0.00084677,1,0.040843,0,0.015443,0
-6.3654,10.066,-0.018499,-1.4367e-020,12.789,0.34688,0.00084677,1,0.040894,0,0.015494,0
-6.3651,10.066,-0.018688,-1.5015e-020,12.789,0.34688,0.00084677,1,0.040945,0,0.015545,0
-6.3647,10.066,-0.018878,-1.5664e-020,12.789,0.34688,0.00084677,1,0.040996,0,0.015596,0
-6.3643,10.066,-0.019068,-1.6312e-020,12.789,0.34688,0.00084677,1,0.041046,0,0.015646,0
-6.3639,10.066,-0.019257,-1.696e-020,12.789,0.34688,0.00084677,1,0.041097,0,0.015697,0
-6.3636,10.066,-0.019447,-1.7608e-020,12.789,0.34688,0.00084677,1,0.041148,0,0.015748,0
-6.3632,10.066,-0.019637,-1.8256e-020,12.789,0.34688,0.00084677,1,0.041199,0,0.015799,0
-6.3628,10.066,-0.019826,-1.8904e-020,12.789,0.34688,0.00084677,1,0.04125,0,0.01585,0
-6.3625,10.066,-0.020016,-1.9553e-020,12.789,0.34688,0.00084677,1,0.0413,0,0.0159,0
-6.3621,10.066,-0.020206,-2.0201e-020,12.789,0.34688,0.00084677,1,0.041351,0,0.015951,0
-6.3617,10.066,-0.020395,-2.0849e-020,12.789,0.34688,0.00084677,1,0.041402,0,0.016002,0
-6.3613,10.066,-0.020585,-2.1497e-020,12.789,0.34688,0.00084677,1,0.041453,0,0.016053,0
-6.361,10.066,-0.020776,-2.1202e-020,12.789,0.34688,0.00084676,1,0.041504,0,0.016104,0
-6.3607,10.066,-0.020967,-2.039e-020,12.789,0.34688,0.00084676,1,0.041554,0,0.016154,0
-6.3605,10.066,-0.021159,-1.9579e-020,12.79,0.34688,0.00084675,1,0.041605,0,0.016205,0
-6.3602,10.067,-0.02135,-1.8767e-020,12.79,0.34688,0.00084674,1,0.041656,0,0.016256,0
-6.3599,10.067,-0.021542,-1.7956e-020,12.79,0.34688,0.00084674,1,0.041707,0,0.016307,0
-6.3596,10.067,-0.021733,-1.7144e-020,12.79,0.34688,0.00084673,1,0.041758,0,0.016358,0
-6.3593,10.067,-0.021925,-1.6333e-020,12.79,0.34689,0.00084673,1,0.041808,0,0.016408,0
-6.3591,10.067,-0.022116,-1.5521e-020,12.79,0.34689,0.00084672,1,0.041859,0,0.016459,0
-6.3588,10.067,-0.022308,-1.471e-020,12.79,0.34689,0.00084672,1,0.04191,0,0.01651,0
-6.3585,10.067,-0.022499,-1.3898e-020,12.79,0.34689,0.00084671,1,0.041961,0,0.016561,0
-6.3582,10.067,-0.022691,-1.3087e-020,12.791,0.34689,0.0008467,1,0.042012,0,0.016612,0
-6.3579,10.067,-0.022882,-1.2275e-020,12.791,0.34689,0.0008467,1,0.042062,0,0.016662,0
-6.3577,10.067,-0.023074,-1.1464e-020,12.791,0.34689,0.00084669,1,0.042113,0,0.016713,0
-6.3574,10.067,-0.023265,-1.0653e-020,12.791,0.34689,0.00084669,1,0.042164,0,0.016764,0
-6.3571,10.067,-0.023457,-9.8411e-021,12.791,0.34689,0.00084668,1,0.042215,0,0.016815,0
-6.3568,10.067,-0.023648,-9.0297e-021,12.791,0.34689,0.00084667,1,0.042266,0,0.016866,0
-6.3566,10.067,-0.02384,-8.2182e-021,12.791,0.34689,0.00084667,1,0.042316,0,0.016916,0
-6.3563,10.068,-0.024031,-7.4067e-021,12.792,0.34689,0.00084666,1,0.042367,0,0.016967,0
-6.356,10.068,-0.024223,-6.5953e-021,12.792,0.34689,0.00084666,1,0.042418,0,0.017018,0
-6.3557,10.068,-0.024415,-5.7838e-021,12.792,0.34689,0.00084665,1,0.042469,0,0.017069,0
-6.3554,10.068,-0.024606,-4.9724e-021,12.792,0.34689,0.00084665,1,0.04252,0,0.01712,0
-6.3552,10.068,-0.024798,-4.1609e-021,12.792,0.34689,0.00084664,1,0.04257,0,0.01717,0
-6.3549,10.068,-0.024989,-3.3495e-021,12.792,0.3469,0.00084663,1,0.042621,0,0.017221,0
-6.3546,10.068,-0.025181,-2.538e-021,12.792,0.3469,0.00084663,1,0.042672,0,0.017272,0
-6.3543,10.068,-0.025372,-1.7266e-021,12.792,0.3469,0.00084662,1,0.042723,0,0.017323,0
-6.354,10.068,-0.025564,-9.151e-022,12.793,0.3469,0.00084662,1,0.042774,0,0.017374,0
-6.3538,10.068,-0.025755,-1.0364e-022,12.793,0.3469,0.00084661,1,0.042824,0,0.017424,0
-6.3535,10.068,-0.025947,7.0781e-022,12.793,0.3469,0.0008466,1,0.042875,0,0.017475,0
-6.3533,10.068,-0.02614,1.1228e-021,12.794,0.3469,0.00084656,1,0.042926,0,0.017526,0
-6.3531,10.068,-0.026333,1.4356e-021,12.795,0.3469,0.0008465,1,0.042977,0,0.017577,0
-6.3528,10.069,-0.026526,1.7483e-021,12.796,0.3469,0.00084644,1,0.043028,0,0.017628,0
-6.3526,10.069,-0.026719,2.0611e-021,12.797,0.34691,0.00084639,1,0.043078,0,0.017678,0
-6.3524,10.069,-0.026913,2.3738e-021,12.798,0.34691,0.00084633,1,0.043129,0,0.017729,0
-6.3522,10.069,-0.027106,2.6865e-021,12.799,0.34691,0.00084627,1,0.04318,0,0.01778,0
-6.352,10.069,-0.027299,2.9993e-021,12.8,0.34691,0.00084622,1,0.043231,0,0.017831,0
-6.3518,10.069,-0.027492,3.312e-021,12.801,0.34691,0.00084616,1,0.043282,0,0.017882,0
-6.3516,10.069,-0.027686,3.6247e-021,12.802,0.34691,0.0008461,1,0.043332,0,0.017932,0
-6.3514,10.069,-0.027879,3.9375e-021,12.803,0.34692,0.00084605,1,0.043383,0,0.017983,0
-6.3512,10.07,-0.028072,4.2502e-021,12.804,0.34692,0.00084599,1,0.043434,0,0.018034,0
-6.351,10.07,-0.028266,4.5629e-021,12.805,0.34692,0.00084593,1,0.043485,0,0.018085,0
-6.3508,10.07,-0.028459,4.8757e-021,12.806,0.34692,0.00084588,1,0.043536,0,0.018136,0
-6.3506,10.07,-0.028652,5.1884e-021,12.807,0.34692,0.00084582,1,0.043586,0,0.018186,0
-6.3504,10.07,-0.028845,5.5011e-021,12.808,0.34693,0.00084576,1,0.043637,0,0.018237,0
-6.3502,10.07,-0.029039,5.8139e-021,12.809,0.34693,0.00084571,1,0.043688,0,0.018288,0
-6.35,10.07,-0.029232,6.1266e-021,12.81,0.34693,0.00084565,1,0.043739,0,0.018339,0
-6.3498,10.07,-0.029425,6.4393e-021,12.811,0.34693,0.00084559,1,0.04379,0,0.01839,0
-6.3496,10.07,-0.029618,6.7521e-021,12.812,0.34693,0.00084554,1,0.04384,0,0.01844,0
-6.3494,10.071,-0.029812,7.0648e-021,12.813,0.34693,0.00084548,1,0.043891,0,0.018491,0
-6.3492,10.071,-0.030005,7.3775e-021,12.814,0.34694,0.00084542,1,0.043942,0,0.018542,0
-6.349,10.071,-0.030198,7.6903e-021,12.815,0.34694,0.00084537,1,0.043993,0,0.018593,0
-6.3488,10.071,-0.030391,8.003e-021,12.816,0.34694,0.00084531,1,0.044044,0,0.018644,0
-6.3486,10.071,-0.030585,8.3157e-021,12.817,0.34694,0.00084525,1,0.044094,0,0.018694,0
-6.3484,10.071,-0.030778,8.6285e-021,12.818,0.34694,0.0008452,1,0.044145,0,0.018745,0
-6.3482,10.071,-0.030976,7.7771e-021,12.823,0.34695,0.00084485,1,0.044196,0,0.018796,0
-6.3481,10.071,-0.031174,6.9043e-021,12.829,0.34695,0.00084449,1,0.044247,0,0.018847,0
-6.348,10.072,-0.031372,6.0314e-021,12.835,0.34696,0.00084413,1,0.044298,0,0.018898,0
-6.3479,10.072,-0.03157,5.1586e-021,12.841,0.34696,0.00084377,1,0.044348,0,0.018948,0
-6.3478,10.072,-0.031768,4.2857e-021,12.846,0.34696,0.00084342,1,0.044399,0,0.018999,0
-6.3476,10.072,-0.031966,3.4129e-021,12.852,0.34697,0.00084306,1,0.04445,0,0.01905,0
-6.3475,10.072,-0.032164,2.54e-021,12.858,0.34697,0.0008427,1,0.044501,0,0.019101,0
-6.3474,10.072,-0.032362,1.6672e-021,12.864,0.34698,0.00084234,1,0.044552,0,0.019152,0
-6.3473,10.073,-0.032561,7.943e-022,12.87,0.34698,0.00084199,1,0.044602,0,0.019202,0
-6.3472,10.073,-0.032759,-7.856e-023,12.875,0.34698,0.00084163,1,0.044653,0,0.019253,0
-6.347,10.073,-0.032957,-9.5142e-022,12.881,0.34699,0.00084127,1,0.044704,0,0.019304,0
-6.3469,10.073,-0.033155,-1.8243e-021,12.887,0.34699,0.00084091,1,0.044755,0,0.019355,0
-6.3468,10.073,-0.033353,-2.6971e-021,12.893,0.34699,0.00084056,1,0.044806,0,0.019406,0
-6.3467,10.073,-0.033551,-3.57e-021,12.899,0.347,0.0008402,1,0.044856,0,0.019456,0
-6.3466,10.074,-0.033749,-4.4428e-021,12.904,0.347,0.00083984,1,0.044907,0,0.019507,0
-6.3464,10.074,-0.033947,-5.3157e-021,12.91,0.34701,0.00083948,1,0.044958,0,0.019558,0
-6.3463,10.074,-0.034145,-6.1885e-021,12.916,0.34701,0.00083913,1,0.045009,0,0.019609,0
-6.3462,10.074,-0.034343,-7.0614e-021,12.922,0.34701,0.00083877,1,0.04506,0,0.01966,0
-6.3461,10.074,-0.034541,-7.9343e-021,12.928,0.34702,0.00083841,1,0.04511,0,0.01971,0
-6.346,10.074,-0.034739,-8.8071e-021,12.934,0.34702,0.00083805,1,0.045161,0,0.019761,0
-6.3459,10.075,-0.034937,-9.68e-021,12.939,0.34703,0.0008377,1,0.045212,0,0.019812,0
-6.3457,10.075,-0.035135,-1.0553e-020,12.945,0.34703,0.00083734,1,0.045263,0,0.019863,0
-6.3456,10.075,-0.03533,-1.0128e-020,12.968,0.34703,0.00083595,1,0.045314,0,0.019914,0
-6.3455,10.075,-0.035523,-9.5201e-021,12.993,0.34704,0.00083441,1,0.045364,0,0.019964,0
-6.3454,10.075,-0.035717,-8.9119e-021,13.019,0.34704,0.00083288,1,0.045415,0,0.020015,0
-6.3453,10.075,-0.035911,-8.3037e-021,13.044,0.34704,0.00083134,1,0.045466,0,0.020066,0
-6.3452,10.076,-0.036105,-7.6955e-021,13.07,0.34704,0.00082981,1,0.045517,0,0.020117,0
-6.3451,10.076,-0.036298,-7.0873e-021,13.095,0.34705,0.00082827,1,0.045568,0,0.020168,0
-6.3451,10.076,-0.036492,-6.4791e-021,13.12,0.34705,0.00082673,1,0.045618,0,0.020218,0
-6.345,10.076,-0.036686,-5.8709e-021,13.146,0.34705,0.0008252,1,0.045669,0,0.020269,0
-6.3449,10.077,-0.03688,-5.2627e-021,13.171,0.34706,0.00082366,1,0.04572,0,0.02032,0
