0 	0 	0 	-6.50018 	2.09932e-07
0 	0 	0 	-6.50018 	2.09932e-07
0 	0 	1.0842e-19 	-6.50018 	2.09932e-07
0 	0.000313389 	0 	-5.11075 	0.000202943
0 	0.000659034 	0 	-4.71127 	0.000510345
0 	0.00104025 	0 	-4.47383 	0.00095174
0 	0.00146071 	0 	-4.35133 	0.00150821
0 	0.00192444 	0 	-4.28629 	0.00218836
0 	0.0024359 	0 	-4.26358 	0.00299895
0 	0.003 	0 	-4.27304 	0.00387916
0 	0.00344061 	0 	-4.30199 	0.00471363
0 	0.0039546 	0 	-4.34782 	0.00562185
0 	0.00455418 	0 	-4.41264 	0.00668875
0 	0.0052536 	0 	-4.49702 	0.00792511
0 	0.0060695 	0 	-4.6005 	0.00933035
0 	0.00702128 	0 	-4.72107 	0.0108823
0 	0.00813155 	0 	-4.85483 	0.0125202
0 	0.00942671 	0 	-4.99538 	0.0141162
0 	0.0109376 	0 	-5.13298 	0.0154246
0 	0.0127 	0 	-5.25264 	0.0159857
0 	0.0144826 	0 	-5.33267 	0.015405
0 	0.0160708 	0 	-5.37468 	0.0139994
0 	0.0174856 	0 	-5.39389 	0.0122049
0 	0.0187461 	5.42101e-20 	-5.40109 	0.0102837
0 	0.0198691 	5.42101e-20 	-5.40298 	0.00839589
0 	0.0208696 	5.42101e-20 	-5.40355 	0.00663603
0 	0.0217609 	0 	-5.4051 	0.0050561
0 	0.0225549 	0 	-5.40895 	0.0036809
0 	0.0232624 	0 	-5.41451 	0.00251895
0 	0.0238926 	0 	-5.42 	0.00157106
0 	0.0244541 	0 	-5.45919 	0.000835964
0 	0.0249543 	-5.42101e-20 	-5.41872 	0.000358326
0 	0.0254 	-5.42101e-20 	-5.34364 	3.53135e-06
0 	0.0254 	-5.42101e-20 	-5.34364 	3.53135e-06
