"p","U:0","U:1","U:2","k","nut","omega","wallShearStress:0","wallShearStress:1","wallShearStress:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-7.4157,0,0,0,2.945e-008,0,11463,7.4843e-005,-0.0003548,0,1,0,0,-0.025,0
-7.4157,-0.00073261,0.0025542,0,1.7553e-007,4.742e-011,9706.3,4.9206e-005,-0.00030546,0,1,0.000205,0.000205,-0.025,0
-7.4158,-0.0014655,0.0051094,0,3.2162e-007,9.4857e-011,7949.3,2.3563e-005,-0.0002561,0,1,0.00041,0.00041,-0.025,0
-7.4158,-0.0023927,0.0069034,3.1309e-020,7.8367e-007,3.679e-010,6183.8,4.0555e-005,-0.00023889,0,1,0.000615,0.000615,-0.025,0
-7.4158,-0.0035856,0.0076564,1.0543e-019,1.6777e-006,9.4944e-010,4406.6,0.00011582,-0.00026567,0,1,0.00082,0.00082,-0.025,0
-7.4159,-0.004779,0.0084096,1.7958e-019,2.5718e-006,1.5312e-009,2629.4,0.00019107,-0.00029245,0,1,0.001025,0.001025,-0.025,0
-7.4159,-0.0059378,0.0082783,1.9259e-019,5.6516e-006,4.0735e-009,2285.8,0.00026668,-0.00029517,0,1,0.00123,0.00123,-0.025,0
-7.4159,-0.0070897,0.0079591,1.9262e-019,9.1957e-006,7.0327e-009,2246.4,0.00034235,-0.00029279,0,1,0.001435,0.001435,-0.025,0
-7.4159,-0.0080757,0.0074352,1.6184e-019,1.4544e-005,1.1937e-008,2213.1,0.0004165,-0.00028333,0,1,0.00164,0.00164,-0.025,0
-7.4159,-0.0084257,0.0061284,1.3137e-020,2.6796e-005,2.428e-008,2203.5,0.00048482,-0.00024679,0,1,0.001845,0.001845,-0.025,0
-7.4158,-0.0087758,0.0048211,-1.3561e-019,3.9049e-005,3.6628e-008,2193.9,0.00055312,-0.00021026,0,1,0.00205,0.00205,-0.025,0
-7.4157,-0.0082751,0.0028653,-2.2695e-019,6.3605e-005,6.2844e-008,2186.7,0.0006025,-0.00015239,0,1,0.002255,0.002255,-0.025,0
-7.4154,-0.0071299,0.00041819,-2.7479e-019,9.7476e-005,9.9568e-008,2181.2,0.00063757,-7.8378e-005,0,1,0.00246,0.00246,-0.025,0
-7.4151,-0.0059843,-0.0020298,-3.2266e-019,0.00013135,1.363e-007,2175.7,0.00067262,-4.3808e-006,0,1,0.002665,0.002665,-0.025,0
-7.4145,-0.0033298,-0.0052367,-2.9766e-019,0.00020527,2.1136e-007,2174,0.00065338,9.3944e-005,1.6076e-021,1,0.00287,0.00287,-0.025,0
-7.4139,-0.0005261,-0.0085192,-2.6548e-019,0.00028313,2.902e-007,2172.7,0.00062881,0.00019464,3.3728e-021,1,0.003075,0.003075,-0.025,0
-7.4132,0.002581,-0.0118,-2.2529e-019,0.00037362,3.8023e-007,2171.8,0.00058914,0.00029643,4.2741e-021,1,0.00328,0.00328,-0.025,0
-7.4122,0.0066948,-0.015071,-1.5842e-019,0.00050608,5.0738e-007,2172.5,0.00049928,0.00040189,2.3051e-021,1,0.003485,0.003485,-0.025,0
-7.4112,0.01081,-0.018343,-9.1535e-020,0.00063855,6.3456e-007,2173.3,0.00040943,0.00050733,3.365e-022,1,0.00369,0.00369,-0.025,0
-7.4102,0.015364,-0.021204,-3.7995e-020,0.00079271,7.8242e-007,2173.7,0.00029141,0.00060315,-1.5092e-021,1,0.003895,0.003895,-0.025,0
-7.4091,0.020305,-0.023702,3.7617e-021,0.000966,9.4853e-007,2173.8,0.00014855,0.00069048,-3.2465e-021,1,0.0041,0.0041,-0.025,0
-7.408,0.025248,-0.026201,4.5533e-020,0.0011393,1.1147e-006,2173.9,5.7128e-006,0.00077779,-4.9835e-021,1,0.004305,0.004305,-0.025,0
-7.4072,0.0305,-0.027788,4.6003e-020,0.0013276,1.3032e-006,2173.6,-0.00016428,0.00083878,-4.6412e-021,1,0.00451,0.00451,-0.025,0
-7.4064,0.035827,-0.029161,3.6787e-020,0.0015195,1.497e-006,2173.2,-0.00034061,0.00089358,-3.8116e-021,1,0.004715,0.004715,-0.025,0
-7.4056,0.041156,-0.030463,2.8193e-020,0.001711,1.6916e-006,2172.7,-0.00051782,0.00094601,-3.0384e-021,1,0.00492,0.00492,-0.025,0
-7.4054,0.046498,-0.030764,2.8198e-020,0.0018965,1.8973e-006,2171.9,-0.00070752,0.00096585,-3.0382e-021,1,0.005125,0.005125,-0.025,0
-7.4052,0.051843,-0.031066,2.8203e-020,0.0020821,2.103e-006,2171,-0.00089719,0.00098569,-3.0379e-021,1,0.00533,0.00533,-0.025,0
-7.4052,0.057103,-0.031119,2.5126e-020,0.0022594,2.3061e-006,2170.2,-0.0010859,0.0009965,-2.7057e-021,1,0.005535,0.005535,-0.025,0
-7.4058,0.062166,-0.030606,1.5e-020,0.0024178,2.5032e-006,2169.4,-0.0012725,0.00098668,-1.6149e-021,1,0.00574,0.00574,-0.025,0
-7.4063,0.06723,-0.030093,4.871e-021,0.0025761,2.7005e-006,2168.5,-0.0014591,0.00097686,-5.2426e-022,1,0.005945,0.005945,-0.025,0
-7.4073,0.072031,-0.029299,5.2298e-021,0.0027145,2.8853e-006,2167.7,-0.0016378,0.00095575,0,1,0.00615,0.00615,-0.025,0
-7.4085,0.076586,-0.028245,1.5304e-020,0.0028345,3.0587e-006,2166.9,-0.001809,0.00092417,0,1,0.006355,0.006355,-0.025,0
-7.4098,0.081143,-0.02719,2.5383e-020,0.0029544,3.2322e-006,2166.2,-0.0019802,0.0008926,0,1,0.00656,0.00656,-0.025,0
-7.4113,0.085238,-0.025906,2.582e-020,0.003043,3.3801e-006,2165.5,-0.002135,0.00085106,3.7709e-022,1,0.006765,0.006765,-0.025,0
-7.4131,0.089147,-0.024529,2.2367e-020,0.0031191,3.5178e-006,2165,-0.0022832,0.00080551,9.0623e-022,1,0.00697,0.00697,-0.025,0
-7.4148,0.093057,-0.023152,1.8912e-020,0.0031951,3.6555e-006,2164.4,-0.0024314,0.00075996,1.4353e-021,1,0.007175,0.007175,-0.025,0
-7.4166,0.09634,-0.021624,1.5929e-021,0.0032324,3.7528e-006,2164.1,-0.002556,0.00070728,1.4965e-021,1,0.00738,0.00738,-0.025,0
-7.4186,0.099541,-0.020076,-1.7551e-020,0.0032647,3.845e-006,2163.8,-0.0026775,0.00065367,1.4964e-021,1,0.007585,0.007585,-0.025,0
-7.4205,0.10272,-0.018525,-3.6249e-020,0.0032957,3.9355e-006,2163.6,-0.002798,0.00059992,1.4788e-021,1,0.00779,0.00779,-0.025,0
-7.4223,0.1052,-0.016901,-4.1885e-020,0.003291,3.9783e-006,2163.6,-0.0028914,0.00054195,9.5784e-022,1,0.007995,0.007995,-0.025,0
-7.4242,0.10768,-0.015277,-4.7523e-020,0.0032864,4.0212e-006,2163.6,-0.0029849,0.000484,4.37e-022,1,0.0082,0.0082,-0.025,0
-7.4261,0.11004,-0.013649,-5.0401e-020,0.003277,4.0569e-006,2163.7,-0.0030737,0.00042572,-7.1987e-023,1,0.008405,0.008405,-0.025,0
-7.4277,0.11181,-0.012003,-3.8867e-020,0.003243,4.0548e-006,2164.1,-0.0031388,0.00036569,-5.1958e-022,1,0.00861,0.00861,-0.025,0
-7.4293,0.11357,-0.010356,-2.7328e-020,0.003209,4.0528e-006,2164.4,-0.0032038,0.00030567,-9.6709e-022,1,0.008815,0.008815,-0.025,0
-7.4309,0.11515,-0.0087085,-1.6488e-020,0.0031672,4.0414e-006,2164.9,-0.0032615,0.00024519,-1.2956e-021,1,0.00902,0.00902,-0.025,0
-7.4321,0.11623,-0.0070602,-7.5827e-021,0.0031036,4.0045e-006,2165.6,-0.0032988,0.00018343,-1.2954e-021,1,0.009225,0.009225,-0.025,0
-7.4334,0.1173,-0.0054113,1.3256e-021,0.0030401,3.9675e-006,2166.3,-0.0033361,0.00012169,-1.2953e-021,1,0.00943,0.00943,-0.025,0
-7.4345,0.11814,-0.0037636,6.2884e-021,0.0029695,3.9107e-006,2167.3,-0.0033631,5.923e-005,-1.1418e-021,1,0.009635,0.009635,-0.025,0
