"p","U:0","U:1","U:2","nuTilda","nut","wallShearStress:0","wallShearStress:1","wallShearStress:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-12.573,-1.8014,-0.012831,7.1914e-021,0.00012458,0.00012691,0.097697,0.000652,1.7329e-023,1,0.03649,0.03649,-0.025,0
-12.491,-1.7993,-0.013275,7.4656e-021,0.00012468,0.000127,0.097487,0.00067448,-1.9881e-022,1,0.036695,0.036695,-0.025,0
-12.409,-1.7972,-0.013718,7.74e-021,0.00012479,0.00012709,0.097276,0.00069696,-4.1491e-022,1,0.0369,0.0369,-0.025,0
-12.323,-1.7947,-0.014139,5.9348e-021,0.00012488,0.00012717,0.097039,0.00071794,-4.1545e-022,1,0.037105,0.037105,-0.025,0
-12.236,-1.7923,-0.014559,4.1233e-021,0.00012496,0.00012724,0.096801,0.00073892,-4.1541e-022,1,0.03731,0.03731,-0.025,0
-12.15,-1.7899,-0.01498,2.3111e-021,0.00012505,0.00012732,0.096564,0.00075989,-4.1537e-022,1,0.037515,0.037515,-0.025,0
-12.064,-1.7874,-0.0154,5.663e-022,0.00012514,0.00012739,0.096326,0.00078083,-4.1322e-022,1,0.03772,0.03772,-0.025,0
-11.973,-1.7847,-0.015799,2.1033e-021,0.00012521,0.00012744,0.096063,0.00080036,-3.0956e-022,1,0.037925,0.037925,-0.025,0
-11.883,-1.782,-0.016198,3.6409e-021,0.00012528,0.0001275,0.0958,0.00081988,-2.0593e-022,1,0.03813,0.03813,-0.025,0
-11.793,-1.7792,-0.016596,5.179e-021,0.00012535,0.00012755,0.095537,0.00083941,-1.0231e-022,1,0.038335,0.038335,-0.025,0
-11.702,-1.7765,-0.016995,6.677e-021,0.00012542,0.00012761,0.095273,0.00085891,1.1604e-024,1,0.03854,0.03854,-0.025,0
-11.608,-1.7735,-0.017372,4.9377e-021,0.00012547,0.00012764,0.094986,0.000877,9.478e-023,1,0.038745,0.038745,-0.025,0
-11.514,-1.7704,-0.017749,3.198e-021,0.00012552,0.00012768,0.094699,0.0008951,1.8838e-022,1,0.03895,0.03895,-0.025,0
-11.42,-1.7674,-0.018126,1.4575e-021,0.00012558,0.00012771,0.094412,0.00091319,2.8196e-022,1,0.039155,0.039155,-0.025,0
-11.326,-1.7644,-0.018504,-2.8351e-022,0.00012563,0.00012775,0.094125,0.00093127,3.7552e-022,1,0.03936,0.03936,-0.025,0
-11.229,-1.7611,-0.018861,-1.9332e-021,0.00012566,0.00012776,0.093816,0.00094799,3.7797e-022,1,0.039565,0.039565,-0.025,0
-11.131,-1.7578,-0.019217,-3.5809e-021,0.0001257,0.00012778,0.093507,0.00096467,3.7794e-022,1,0.03977,0.03977,-0.025,0
-11.034,-1.7545,-0.019573,-5.2292e-021,0.00012573,0.0001278,0.093198,0.00098135,3.779e-022,1,0.039975,0.039975,-0.025,0
-10.937,-1.7512,-0.01993,-6.8781e-021,0.00012577,0.00012781,0.092888,0.00099802,3.7786e-022,1,0.04018,0.04018,-0.025,0
-10.836,-1.7476,-0.020267,-5.3795e-021,0.00012579,0.00012781,0.09256,0.0010135,2.1749e-022,1,0.040385,0.040385,-0.025,0
-10.736,-1.7441,-0.020603,-3.5419e-021,0.00012581,0.00012781,0.09223,0.0010288,3.9904e-023,1,0.04059,0.04059,-0.025,0
-10.635,-1.7405,-0.020938,-1.7035e-021,0.00012583,0.00012781,0.0919,0.001044,-1.3764e-022,1,0.040795,0.040795,-0.025,0
-10.535,-1.7369,-0.021274,1.3548e-022,0.00012585,0.00012781,0.09157,0.0010593,-3.1515e-022,1,0.041,0.041,-0.025,0
-10.432,-1.7331,-0.021593,5.0193e-022,0.00012585,0.00012779,0.091225,0.0010735,-3.5048e-022,1,0.041205,0.041205,-0.025,0
-10.329,-1.7293,-0.021908,5.0202e-022,0.00012585,0.00012777,0.090876,0.0010875,-3.5044e-022,1,0.04141,0.04141,-0.025,0
-10.225,-1.7255,-0.022224,5.0211e-022,0.00012586,0.00012775,0.090527,0.0011014,-3.5041e-022,1,0.041615,0.041615,-0.025,0
-10.122,-1.7217,-0.022539,5.0219e-022,0.00012586,0.00012773,0.090177,0.0011153,-3.5037e-022,1,0.04182,0.04182,-0.025,0
-10.017,-1.7177,-0.022841,4.2189e-022,0.00012585,0.0001277,0.089817,0.0011283,-2.9426e-022,1,0.042025,0.042025,-0.025,0
-9.9116,-1.7136,-0.023135,3.0138e-022,0.00012584,0.00012766,0.08945,0.0011409,-2.1015e-022,1,0.04223,0.04223,-0.025,0
-9.8059,-1.7096,-0.02343,1.8083e-022,0.00012582,0.00012763,0.089083,0.0011535,-1.2605e-022,1,0.042435,0.042435,-0.025,0
-9.7002,-1.7055,-0.023726,6.0231e-023,0.00012581,0.00012759,0.088717,0.001166,-4.1975e-023,1,0.04264,0.04264,-0.025,0
-9.5934,-1.7014,-0.024011,-6.5344e-022,0.00012579,0.00012754,0.088342,0.001178,0,1,0.042845,0.042845,-0.025,0
-9.4856,-1.6971,-0.024286,-1.9589e-021,0.00012576,0.00012749,0.08796,0.0011892,0,1,0.04305,0.04305,-0.025,0
-9.3778,-1.6928,-0.024561,-3.2648e-021,0.00012573,0.00012744,0.087577,0.0012004,0,1,0.043255,0.043255,-0.025,0
-9.27,-1.6885,-0.024836,-4.5712e-021,0.0001257,0.00012738,0.087195,0.0012117,0,1,0.04346,0.04346,-0.025,0
-9.1616,-1.6841,-0.025106,-5.5161e-021,0.00012567,0.00012732,0.086808,0.0012225,2.0743e-023,1,0.043665,0.043665,-0.025,0
-9.052,-1.6797,-0.025361,-5.6252e-021,0.00012563,0.00012725,0.086412,0.0012325,8.9384e-023,1,0.04387,0.04387,-0.025,0
-8.9424,-1.6752,-0.025617,-5.7343e-021,0.00012558,0.00012718,0.086015,0.0012424,1.5801e-022,1,0.044075,0.044075,-0.025,0
-8.8328,-1.6707,-0.025872,-5.8435e-021,0.00012554,0.00012711,0.085618,0.0012523,2.2662e-022,1,0.04428,0.04428,-0.025,0
-8.7231,-1.6661,-0.026127,-5.9371e-021,0.00012549,0.00012704,0.085221,0.0012622,2.9035e-022,1,0.044485,0.044485,-0.025,0
-8.612,-1.6614,-0.026363,-5.8265e-021,0.00012544,0.00012696,0.084811,0.0012709,2.9032e-022,1,0.04469,0.04469,-0.025,0
-8.5009,-1.6568,-0.026599,-5.716e-021,0.00012538,0.00012687,0.084402,0.0012796,2.9029e-022,1,0.044895,0.044895,-0.025,0
-8.3898,-1.6521,-0.026836,-5.6054e-021,0.00012532,0.00012679,0.083993,0.0012882,2.9026e-022,1,0.0451,0.0451,-0.025,0
-8.2787,-1.6474,-0.027072,-5.4947e-021,0.00012526,0.0001267,0.083584,0.0012969,2.9023e-022,1,0.045305,0.045305,-0.025,0
-8.1667,-1.6425,-0.027293,-4.493e-021,0.0001252,0.0001266,0.083166,0.0013046,2.3571e-022,1,0.04551,0.04551,-0.025,0
-8.0544,-1.6376,-0.027511,-3.2778e-021,0.00012512,0.0001265,0.082745,0.001312,1.6816e-022,1,0.045715,0.045715,-0.025,0
-7.9422,-1.6327,-0.027728,-2.0621e-021,0.00012505,0.0001264,0.082325,0.0013195,1.0062e-022,1,0.04592,0.04592,-0.025,0
-7.8299,-1.6279,-0.027946,-8.4594e-022,0.00012498,0.0001263,0.081905,0.0013269,3.3101e-023,1,0.046125,0.046125,-0.025,0
-7.7172,-1.6229,-0.028154,2.9277e-022,0.0001249,0.00012619,0.08148,0.0013338,2.8443e-023,1,0.04633,0.04633,-0.025,0
-7.6041,-1.6178,-0.028352,1.357e-021,0.00012482,0.00012608,0.08105,0.00134,8.4235e-023,1,0.046535,0.046535,-0.025,0
-7.491,-1.6128,-0.028551,2.4215e-021,0.00012473,0.00012596,0.08062,0.0013463,1.4002e-022,1,0.04674,0.04674,-0.025,0
-7.3779,-1.6077,-0.02875,3.4864e-021,0.00012465,0.00012585,0.080191,0.0013525,1.9579e-022,1,0.046945,0.046945,-0.025,0
-7.2646,-1.6026,-0.028946,4.1652e-021,0.00012456,0.00012573,0.079759,0.0013586,2.4156e-022,1,0.04715,0.04715,-0.025,0
-7.1509,-1.5974,-0.029127,3.072e-021,0.00012446,0.0001256,0.079322,0.0013637,2.4153e-022,1,0.047355,0.047355,-0.025,0
-7.0373,-1.5922,-0.029308,1.9784e-021,0.00012436,0.00012547,0.078884,0.0013688,2.4151e-022,1,0.04756,0.04756,-0.025,0
-6.9236,-1.587,-0.029489,8.8445e-022,0.00012426,0.00012534,0.078446,0.0013739,2.4148e-022,1,0.047765,0.047765,-0.025,0
-6.8099,-1.5818,-0.029669,-2.0991e-022,0.00012417,0.00012521,0.078009,0.001379,2.4146e-022,1,0.04797,0.04797,-0.025,0
-6.6959,-1.5764,-0.029836,-4.0574e-022,0.00012406,0.00012507,0.077566,0.0013832,2.3519e-022,1,0.048175,0.048175,-0.025,0
-6.5819,-1.5711,-0.029999,-3.9728e-022,0.00012395,0.00012492,0.077121,0.0013872,2.2751e-022,1,0.04838,0.04838,-0.025,0
-6.4679,-1.5657,-0.030162,-3.8881e-022,0.00012384,0.00012478,0.076677,0.0013912,2.1983e-022,1,0.048585,0.048585,-0.025,0
-6.354,-1.5604,-0.030326,-3.8034e-022,0.00012373,0.00012464,0.076233,0.0013952,2.1215e-022,1,0.04879,0.04879,-0.025,0
-6.24,-1.5549,-0.030482,-3.7543e-022,0.00012361,0.00012449,0.075787,0.0013988,2.0766e-022,1,0.048995,0.048995,-0.025,0
-6.1259,-1.5494,-0.030628,-3.7549e-022,0.00012349,0.00012433,0.075338,0.0014017,2.0764e-022,1,0.0492,0.0492,-0.025,0
-6.0119,-1.5439,-0.030774,-3.7556e-022,0.00012337,0.00012417,0.074889,0.0014047,2.0762e-022,1,0.049405,0.049405,-0.025,0
-5.8979,-1.5384,-0.03092,-3.7563e-022,0.00012325,0.00012402,0.07444,0.0014076,2.076e-022,1,0.04961,0.04961,-0.025,0
-5.7839,-1.5329,-0.031066,-3.7569e-022,0.00012312,0.00012386,0.073991,0.0014106,2.0758e-022,1,0.049815,0.049815,-0.025,0
-5.6701,-1.5273,-0.031196,-2.9297e-022,0.00012299,0.00012369,0.073539,0.0014125,1.6183e-022,1,0.05002,0.05002,-0.025,0
-5.5564,-1.5217,-0.031326,-2.0889e-022,0.00012286,0.00012352,0.073086,0.0014145,1.1535e-022,1,0.050225,0.050225,-0.025,0
-5.4426,-1.5161,-0.031455,-1.2477e-022,0.00012272,0.00012335,0.072633,0.0014164,6.8882e-023,1,0.05043,0.05043,-0.025,0
-5.3288,-1.5105,-0.031585,-4.0631e-023,0.00012259,0.00012319,0.072181,0.0014184,2.2424e-023,1,0.050635,0.050635,-0.025,0
-5.2153,-1.5048,-0.031706,0,0.00012245,0.00012301,0.071727,0.0014198,0,1,0.05084,0.05084,-0.025,0
-5.102,-1.4991,-0.03182,0,0.00012231,0.00012283,0.071272,0.0014208,0,1,0.051045,0.051045,-0.025,0
-4.9887,-1.4933,-0.031934,0,0.00012216,0.00012265,0.070817,0.0014218,0,1,0.05125,0.05125,-0.025,0
-4.8754,-1.4876,-0.032047,0,0.00012202,0.00012247,0.070362,0.0014229,0,1,0.051455,0.051455,-0.025,0
-4.7621,-1.4819,-0.032161,1.0726e-023,0.00012188,0.00012229,0.069907,0.0014238,-4.7516e-025,1,0.05166,0.05166,-0.025,0
-4.6496,-1.4761,-0.032259,6.9558e-022,0.00012172,0.00012209,0.069451,0.001424,-3.0805e-023,1,0.051865,0.051865,-0.025,0
-4.537,-1.4702,-0.032357,1.3807e-021,0.00012157,0.0001219,0.068995,0.0014241,-6.1129e-023,1,0.05207,0.05207,-0.025,0
-4.4244,-1.4644,-0.032455,2.066e-021,0.00012141,0.00012171,0.068539,0.0014242,-9.1447e-023,1,0.052275,0.052275,-0.025,0
-4.3119,-1.4586,-0.032554,2.7516e-021,0.00012126,0.00012152,0.068083,0.0014243,-1.2176e-022,1,0.05248,0.05248,-0.025,0
-4.1997,-1.4527,-0.032645,3.1092e-021,0.0001211,0.00012132,0.067628,0.001424,-1.3754e-022,1,0.052685,0.052685,-0.025,0
-4.0881,-1.4468,-0.032728,3.1097e-021,0.00012094,0.00012111,0.067172,0.0014233,-1.3753e-022,1,0.05289,0.05289,-0.025,0
-3.9765,-1.4409,-0.032812,3.1103e-021,0.00012077,0.00012091,0.066716,0.0014225,-1.3751e-022,1,0.053095,0.053095,-0.025,0
-3.8649,-1.435,-0.032895,3.1108e-021,0.00012061,0.00012071,0.066261,0.0014218,-1.375e-022,1,0.0533,0.0533,-0.025,0
-3.7532,-1.4291,-0.032979,3.1114e-021,0.00012044,0.0001205,0.065805,0.0014211,-1.3748e-022,1,0.053505,0.053505,-0.025,0
-3.6426,-1.4231,-0.033049,2.9313e-021,0.00012027,0.00012029,0.065351,0.0014197,-1.104e-022,1,0.05371,0.05371,-0.025,0
-3.5321,-1.4171,-0.033118,2.7326e-021,0.0001201,0.00012008,0.064897,0.0014182,-8.0557e-023,1,0.053915,0.053915,-0.025,0
-3.4216,-1.4111,-0.033188,2.5339e-021,0.00011993,0.00011986,0.064443,0.0014166,-5.0719e-023,1,0.05412,0.05412,-0.025,0
-3.3112,-1.4052,-0.033257,2.3351e-021,0.00011975,0.00011965,0.063989,0.0014151,-2.0887e-023,1,0.054325,0.054325,-0.025,0
-3.2011,-1.3992,-0.033322,2.0881e-021,0.00011958,0.00011943,0.063535,0.0014134,-5.3998e-024,1,0.05453,0.05453,-0.025,0
-3.0919,-1.3931,-0.033378,1.7284e-021,0.00011939,0.00011921,0.063083,0.0014112,-2.3413e-023,1,0.054735,0.054735,-0.025,0
-2.9827,-1.3871,-0.033434,1.3687e-021,0.00011921,0.00011899,0.062632,0.001409,-4.1422e-023,1,0.05494,0.05494,-0.025,0
-2.8736,-1.381,-0.03349,1.0088e-021,0.00011903,0.00011876,0.06218,0.0014067,-5.9427e-023,1,0.055145,0.055145,-0.025,0
-2.7644,-1.375,-0.033546,6.4873e-022,0.00011885,0.00011854,0.061729,0.0014045,-7.7428e-023,1,0.05535,0.05535,-0.025,0
-2.6563,-1.3689,-0.033593,2.394e-022,0.00011866,0.00011831,0.061279,0.0014018,-9.2797e-023,1,0.055555,0.055555,-0.025,0
-2.5486,-1.3628,-0.033636,-1.9579e-022,0.00011847,0.00011808,0.060831,0.0013989,-1.0679e-022,1,0.05576,0.05576,-0.025,0
-2.441,-1.3567,-0.033679,-6.3115e-022,0.00011828,0.00011784,0.060383,0.001396,-1.2077e-022,1,0.055965,0.055965,-0.025,0
-2.3333,-1.3506,-0.033722,-1.0667e-021,0.00011809,0.00011761,0.059935,0.0013931,-1.3475e-022,1,0.05617,0.05617,-0.025,0
-2.2257,-1.3445,-0.033765,-1.5023e-021,0.0001179,0.00011738,0.059487,0.0013902,-1.4873e-022,1,0.056375,0.056375,-0.025,0
-2.1197,-1.3384,-0.033796,-1.1656e-021,0.00011771,0.00011713,0.059043,0.0013867,-1.3172e-022,1,0.05658,0.05658,-0.025,0
-2.0137,-1.3322,-0.033827,-8.107e-022,0.00011751,0.00011689,0.058599,0.0013832,-1.1399e-022,1,0.056785,0.056785,-0.025,0
-1.9077,-1.3261,-0.033858,-4.5565e-022,0.00011731,0.00011665,0.058156,0.0013797,-9.6263e-023,1,0.05699,0.05699,-0.025,0
-1.8017,-1.32,-0.033889,-1.0048e-022,0.00011711,0.00011641,0.057712,0.0013762,-7.8539e-023,1,0.057195,0.057195,-0.025,0
-1.6962,-1.3138,-0.033917,1.5785e-022,0.00011691,0.00011616,0.05727,0.0013726,-6.345e-023,1,0.0574,0.0574,-0.025,0
-1.592,-1.3076,-0.033936,1.4225e-022,0.00011671,0.00011591,0.056832,0.0013685,-5.5799e-023,1,0.057605,0.057605,-0.025,0
-1.4879,-1.3015,-0.033956,1.2665e-022,0.0001165,0.00011566,0.056393,0.0013644,-4.8149e-023,1,0.05781,0.05781,-0.025,0
-1.3837,-1.2953,-0.033975,1.1105e-022,0.0001163,0.00011541,0.055955,0.0013604,-4.0501e-023,1,0.058015,0.058015,-0.025,0
-1.2795,-1.2891,-0.033995,9.5435e-023,0.00011609,0.00011516,0.055517,0.0013563,-3.2854e-023,1,0.05822,0.05822,-0.025,0
-1.1764,-1.2829,-0.034009,8.7776e-023,0.00011589,0.00011491,0.055082,0.001352,-2.9099e-023,1,0.058425,0.058425,-0.025,0
-1.0741,-1.2768,-0.034017,8.7792e-023,0.00011567,0.00011465,0.05465,0.0013474,-2.9096e-023,1,0.05863,0.05863,-0.025,0
-0.97192,-1.2706,-0.034026,8.7808e-023,0.00011546,0.00011439,0.054218,0.0013429,-2.9093e-023,1,0.058835,0.058835,-0.025,0
-0.8697,-1.2644,-0.034035,8.7823e-023,0.00011525,0.00011413,0.053786,0.0013383,-2.909e-023,1,0.05904,0.05904,-0.025,0
-0.76747,-1.2582,-0.034044,8.7839e-023,0.00011504,0.00011387,0.053354,0.0013338,-2.9087e-023,1,0.059245,0.059245,-0.025,0
-0.66673,-1.252,-0.034045,7.5692e-023,0.00011482,0.0001136,0.052926,0.0013289,-2.2551e-023,1,0.05945,0.05945,-0.025,0
-0.56657,-1.2458,-0.034044,5.8802e-023,0.0001146,0.00011334,0.052501,0.0013239,-1.3472e-023,1,0.059655,0.059655,-0.025,0
-0.46641,-1.2396,-0.034043,4.1906e-023,0.00011439,0.00011307,0.052076,0.0013189,-4.3947e-024,1,0.05986,0.05986,-0.025,0
-0.36625,-1.2334,-0.034041,2.5004e-023,0.00011417,0.0001128,0.051651,0.0013139,4.6807e-024,1,0.060065,0.060065,-0.025,0
-0.26609,-1.2272,-0.03404,8.096e-024,0.00011395,0.00011254,0.051226,0.0013089,1.3754e-023,1,0.06027,0.06027,-0.025,0
-0.16786,-1.2209,-0.034031,6.2893e-024,0.00011373,0.00011226,0.050807,0.0013035,1.4722e-023,1,0.060475,0.060475,-0.025,0
-0.069862,-1.2147,-0.03402,6.2905e-024,0.0001135,0.00011199,0.05039,0.0012982,1.4721e-023,1,0.06068,0.06068,-0.025,0
0.028138,-1.2085,-0.03401,6.2916e-024,0.00011328,0.00011171,0.049972,0.0012928,1.4719e-023,1,0.060885,0.060885,-0.025,0
0.12614,-1.2023,-0.033999,6.2927e-024,0.00011306,0.00011144,0.049555,0.0012874,1.4718e-023,1,0.06109,0.06109,-0.025,0
0.22407,-1.1961,-0.033989,5.1474e-024,0.00011283,0.00011116,0.049137,0.001282,1.5148e-023,1,0.061295,0.061295,-0.025,0
0.31982,-1.1899,-0.03397,-3.4387e-023,0.0001126,0.00011088,0.048728,0.0012763,3.0034e-023,1,0.0615,0.0615,-0.025,0
0.41557,-1.1837,-0.033951,-7.3935e-023,0.00011237,0.0001106,0.048318,0.0012706,4.4917e-023,1,0.061705,0.061705,-0.025,0
0.51131,-1.1775,-0.033932,-1.135e-022,0.00011214,0.00011032,0.047909,0.0012649,5.9797e-023,1,0.06191,0.06191,-0.025,0
0.60706,-1.1713,-0.033913,-1.5307e-022,0.00011191,0.00011004,0.0475,0.0012592,7.4673e-023,1,0.062115,0.062115,-0.025,0
0.70252,-1.1651,-0.033893,-2.4413e-022,0.00011168,0.00010975,0.047091,0.0012534,8.7656e-023,1,0.06232,0.06232,-0.025,0
0.79594,-1.1589,-0.033867,-6.8872e-022,0.00011145,0.00010946,0.046691,0.0012475,8.7646e-023,1,0.062525,0.062525,-0.025,0
0.88936,-1.1527,-0.03384,-1.1335e-021,0.00011121,0.00010917,0.04629,0.0012415,8.7637e-023,1,0.06273,0.06273,-0.025,0
0.98279,-1.1465,-0.033814,-1.5784e-021,0.00011098,0.00010889,0.045889,0.0012356,8.7628e-023,1,0.062935,0.062935,-0.025,0
1.0762,-1.1403,-0.033787,-2.0235e-021,0.00011074,0.0001086,0.045488,0.0012296,8.7618e-023,1,0.06314,0.06314,-0.025,0
1.1692,-1.1341,-0.03376,-2.363e-021,0.00011051,0.0001083,0.04509,0.0012236,7.8282e-023,1,0.063345,0.063345,-0.025,0
1.2602,-1.1279,-0.033727,-2.2433e-021,0.00011026,0.00010801,0.044698,0.0012175,2.8422e-023,1,0.06355,0.06355,-0.025,0
1.3513,-1.1218,-0.033694,-2.1235e-021,0.00011002,0.00010771,0.044306,0.0012113,-2.1427e-023,1,0.063755,0.063755,-0.025,0
1.4423,-1.1156,-0.033661,-2.0036e-021,0.00010978,0.00010741,0.043915,0.0012052,-7.1266e-023,1,0.06396,0.06396,-0.025,0
1.5333,-1.1094,-0.033628,-1.8837e-021,0.00010954,0.00010712,0.043523,0.0011991,-1.2109e-022,1,0.064165,0.064165,-0.025,0
1.6239,-1.1032,-0.033593,-1.6974e-021,0.0001093,0.00010682,0.043134,0.0011929,-1.6052e-022,1,0.06437,0.06437,-0.025,0
1.7125,-1.0971,-0.033555,-1.2592e-021,0.00010906,0.00010651,0.042751,0.0011867,-1.605e-022,1,0.064575,0.064575,-0.025,0
1.8011,-1.0909,-0.033516,-8.2088e-022,0.00010881,0.00010621,0.042369,0.0011804,-1.6048e-022,1,0.06478,0.06478,-0.025,0
1.8897,-1.0848,-0.033477,-3.8236e-022,0.00010856,0.00010591,0.041987,0.0011742,-1.6046e-022,1,0.064985,0.064985,-0.025,0
1.9783,-1.0786,-0.033439,5.633e-023,0.00010832,0.0001056,0.041605,0.0011679,-1.6045e-022,1,0.06519,0.06519,-0.025,0
2.0664,-1.0725,-0.033399,3.9557e-022,0.00010807,0.00010529,0.041225,0.0011617,-1.5435e-022,1,0.065395,0.065395,-0.025,0
2.1525,-1.0664,-0.033356,3.1431e-022,0.00010782,0.00010498,0.040853,0.0011555,-1.2261e-022,1,0.0656,0.0656,-0.025,0
2.2387,-1.0602,-0.033314,2.3302e-022,0.00010757,0.00010467,0.040481,0.0011492,-9.0875e-023,1,0.065805,0.065805,-0.025,0
2.3248,-1.0541,-0.033271,1.5171e-022,0.00010732,0.00010436,0.040108,0.001143,-5.9146e-023,1,0.06601,0.06601,-0.025,0
2.4109,-1.048,-0.033228,7.0361e-023,0.00010706,0.00010404,0.039736,0.0011368,-2.7424e-023,1,0.066215,0.066215,-0.025,0
2.4967,-1.0419,-0.033184,0,0.00010681,0.00010373,0.039366,0.0011306,0,1,0.06642,0.06642,-0.025,0
2.5803,-1.0358,-0.033139,0,0.00010655,0.00010341,0.039003,0.0011245,0,1,0.066625,0.066625,-0.025,0
2.664,-1.0297,-0.033093,0,0.0001063,0.00010309,0.038641,0.0011184,0,1,0.06683,0.06683,-0.025,0
2.7476,-1.0236,-0.033048,0,0.00010604,0.00010277,0.038279,0.0011123,0,1,0.067035,0.067035,-0.025,0
2.8312,-1.0176,-0.033002,0,0.00010578,0.00010245,0.037917,0.0011062,0,1,0.06724,0.06724,-0.025,0
2.9148,-1.0115,-0.032956,-7.5411e-024,0.00010553,0.00010213,0.037555,0.0011002,2.3809e-024,1,0.067445,0.067445,-0.025,0
2.9959,-1.0054,-0.03291,-1.9654e-022,0.00010527,0.0001018,0.037203,0.0010944,6.2034e-023,1,0.06765,0.06765,-0.025,0
3.077,-0.99939,-0.032864,-3.8562e-022,0.000105,0.00010147,0.036851,0.0010887,1.2168e-022,1,0.067855,0.067855,-0.025,0
3.1581,-0.99335,-0.032818,-5.7477e-022,0.00010474,0.00010114,0.036499,0.0010829,1.8131e-022,1,0.06806,0.06806,-0.025,0
3.2393,-0.9873,-0.032772,-7.6398e-022,0.00010448,0.00010081,0.036147,0.0010772,2.4092e-022,1,0.068265,0.068265,-0.025,0
3.3204,-0.98125,-0.032725,-9.5326e-022,0.00010422,0.00010048,0.035795,0.0010714,3.0053e-022,1,0.06847,0.06847,-0.025,0
3.3992,-0.97526,-0.032681,-9.7144e-022,0.00010395,0.00010015,0.035452,0.0010662,3.0617e-022,1,0.068675,0.068675,-0.025,0
3.4778,-0.96926,-0.032637,-9.7162e-022,0.00010368,9.9807e-005,0.03511,0.001061,3.0613e-022,1,0.06888,0.06888,-0.025,0
3.5565,-0.96326,-0.032592,-9.718e-022,0.00010341,9.9468e-005,0.034769,0.0010558,3.061e-022,1,0.069085,0.069085,-0.025,0
3.6351,-0.95727,-0.032548,-9.7197e-022,0.00010314,9.913e-005,0.034427,0.0010506,3.0607e-022,1,0.06929,0.06929,-0.025,0
3.7137,-0.95126,-0.032504,-9.7215e-022,0.00010287,9.8791e-005,0.034085,0.0010455,3.0604e-022,1,0.069495,0.069495,-0.025,0
3.7904,-0.94531,-0.032462,-6.5032e-022,0.0001026,9.8445e-005,0.033751,0.0010409,2.1006e-022,1,0.0697,0.0697,-0.025,0
3.8665,-0.93936,-0.032422,-2.0916e-022,0.00010233,9.8097e-005,0.033419,0.0010365,7.8586e-023,1,0.069905,0.069905,-0.025,0
3.9426,-0.93342,-0.032382,2.3217e-022,0.00010205,9.7748e-005,0.033088,0.0010321,-5.286e-023,1,0.07011,0.07011,-0.025,0
4.0187,-0.92747,-0.032342,6.7366e-022,0.00010178,9.74e-005,0.032756,0.0010277,-1.8428e-022,1,0.070315,0.070315,-0.025,0
4.0948,-0.92152,-0.032302,1.1153e-021,0.0001015,9.7051e-005,0.032425,0.0010234,-3.1566e-022,1,0.07052,0.07052,-0.025,0
4.1696,-0.9156,-0.032265,1.3299e-021,0.00010123,9.6698e-005,0.032099,0.0010195,-3.7941e-022,1,0.070725,0.070725,-0.025,0
4.2432,-0.90971,-0.03223,1.3301e-021,0.00010095,9.6341e-005,0.031777,0.0010161,-3.7936e-022,1,0.07093,0.07093,-0.025,0
4.3168,-0.90382,-0.032195,1.3303e-021,0.00010067,9.5984e-005,0.031455,0.0010127,-3.7932e-022,1,0.071135,0.071135,-0.025,0
4.3903,-0.89792,-0.03216,1.3306e-021,0.00010039,9.5627e-005,0.031134,0.0010094,-3.7928e-022,1,0.07134,0.07134,-0.025,0
4.4639,-0.89203,-0.032126,1.3308e-021,0.00010011,9.527e-005,0.030813,0.001006,-3.7924e-022,1,0.071545,0.071545,-0.025,0
4.5369,-0.88615,-0.032092,1.7035e-021,9.9828e-005,9.4914e-005,0.030505,0.0010032,-3.3815e-022,1,0.07175,0.07175,-0.025,0
4.608,-0.88032,-0.03206,3.1431e-021,9.9548e-005,9.4564e-005,0.030237,0.0010022,-1.7951e-022,1,0.071955,0.071955,-0.025,0
4.6791,-0.87448,-0.032029,4.5831e-021,9.9267e-005,9.4214e-005,0.02997,0.0010013,-2.0905e-023,1,0.07216,0.07216,-0.025,0
4.7503,-0.86865,-0.031997,6.0237e-021,9.8987e-005,9.3864e-005,0.029702,0.0010003,1.3767e-022,1,0.072365,0.072365,-0.025,0
4.8214,-0.86281,-0.031966,7.4649e-021,9.8706e-005,9.3513e-005,0.029434,0.00099932,2.962e-022,1,0.07257,0.07257,-0.025,0
4.8925,-0.85697,-0.031935,8.9065e-021,9.8425e-005,9.3162e-005,0.029167,0.00099835,4.547e-022,1,0.072775,0.072775,-0.025,0
4.9613,-0.8512,-0.0319,8.6026e-021,9.8155e-005,9.2837e-005,0.028963,0.00099969,5.526e-022,1,0.07298,0.07298,-0.025,0
5.0301,-0.84543,-0.031866,8.23e-021,9.7885e-005,9.2513e-005,0.028763,0.0010011,6.4809e-022,1,0.073185,0.073185,-0.025,0
5.0988,-0.83966,-0.031831,7.8573e-021,9.7615e-005,9.2189e-005,0.028562,0.0010025,7.4357e-022,1,0.07339,0.07339,-0.025,0
5.1675,-0.83389,-0.031797,7.4844e-021,9.7345e-005,9.1864e-005,0.028361,0.001004,8.3903e-022,1,0.073595,0.073595,-0.025,0
5.2363,-0.82812,-0.031762,7.1113e-021,9.7075e-005,9.1539e-005,0.02816,0.0010054,9.3446e-022,1,0.0738,0.0738,-0.025,0
