"p","U:0","U:1","U:2","epsilon","k","nut","wallShearStress:0","wallShearStress:1","wallShearStress:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-7.5829,-0.52502,0.02166,0,79.216,0.27597,7.5621e-005,0.019061,-0.00091652,0,1,0.03444,0.03444,-0.025,0
-7.5909,-0.52873,0.021585,-6.6885e-022,80.392,0.27868,7.6126e-005,0.019286,-0.00091709,1.265e-022,1,0.034645,0.034645,-0.025,0
-7.599,-0.53243,0.021511,-1.5669e-021,81.576,0.2814,7.663e-005,0.019512,-0.00091762,2.9625e-022,1,0.03485,0.03485,-0.025,0
-7.607,-0.53613,0.021436,-2.4652e-021,82.76,0.28411,7.7135e-005,0.019738,-0.00091814,4.6597e-022,1,0.035055,0.035055,-0.025,0
-7.6151,-0.53984,0.021361,-3.3638e-021,83.944,0.28683,7.764e-005,0.019964,-0.00091867,6.3566e-022,1,0.03526,0.03526,-0.025,0
-7.6229,-0.54349,0.021287,-1.4507e-021,85.157,0.28957,7.8145e-005,0.020191,-0.00091905,6.5946e-022,1,0.035465,0.035465,-0.025,0
-7.6308,-0.54714,0.021212,9.233e-022,86.376,0.29231,7.8649e-005,0.020419,-0.00091941,6.5939e-022,1,0.03567,0.03567,-0.025,0
-7.6387,-0.5508,0.021137,3.2981e-021,87.594,0.29505,7.9154e-005,0.020646,-0.00091977,6.5932e-022,1,0.035875,0.035875,-0.025,0
-7.6466,-0.55445,0.021062,5.6737e-021,88.812,0.29779,7.9659e-005,0.020873,-0.00092013,6.5926e-022,1,0.03608,0.03608,-0.025,0
-7.6543,-0.55805,0.020987,7.4345e-021,90.062,0.30056,8.0163e-005,0.021102,-0.00092034,3.4598e-022,1,0.036285,0.036285,-0.025,0
-7.662,-0.56165,0.020912,9.1589e-021,91.314,0.30333,8.0668e-005,0.021331,-0.00092054,1.4035e-023,1,0.03649,0.03649,-0.025,0
-7.6696,-0.56525,0.020837,1.0884e-020,92.566,0.3061,8.1173e-005,0.021559,-0.00092074,-3.1784e-022,1,0.036695,0.036695,-0.025,0
-7.6773,-0.56886,0.020762,1.261e-020,93.819,0.30887,8.1678e-005,0.021788,-0.00092094,-6.4965e-022,1,0.0369,0.0369,-0.025,0
-7.6848,-0.5724,0.020687,1.0282e-020,95.105,0.31167,8.2182e-005,0.022018,-0.000921,-6.5049e-022,1,0.037105,0.037105,-0.025,0
-7.6923,-0.57595,0.020611,7.9432e-021,96.391,0.31446,8.2687e-005,0.022247,-0.00092106,-6.5043e-022,1,0.03731,0.03731,-0.025,0
-7.6998,-0.57951,0.020536,5.6032e-021,97.678,0.31726,8.3191e-005,0.022477,-0.00092111,-6.5036e-022,1,0.037515,0.037515,-0.025,0
-7.7072,-0.58306,0.02046,3.338e-021,98.964,0.32006,8.3696e-005,0.022707,-0.00092117,-6.47e-022,1,0.03772,0.03772,-0.025,0
-7.7145,-0.58655,0.020385,4.7286e-021,100.29,0.32288,8.4201e-005,0.022938,-0.00092108,-4.847e-022,1,0.037925,0.037925,-0.025,0
-7.7217,-0.59005,0.020309,6.1197e-021,101.61,0.3257,8.4705e-005,0.023168,-0.00092099,-3.2243e-022,1,0.03813,0.03813,-0.025,0
-7.7289,-0.59355,0.020233,7.5112e-021,102.93,0.32852,8.521e-005,0.023399,-0.00092091,-1.6019e-022,1,0.038335,0.038335,-0.025,0
-7.7362,-0.59705,0.020157,8.8497e-021,104.25,0.33135,8.5715e-005,0.02363,-0.00092082,1.9616e-024,1,0.03854,0.03854,-0.025,0
-7.7432,-0.6005,0.020081,5.9236e-021,105.6,0.33419,8.622e-005,0.023861,-0.00092057,1.6022e-022,1,0.038745,0.038745,-0.025,0
-7.7501,-0.60394,0.020005,2.9966e-021,106.96,0.33704,8.6725e-005,0.024093,-0.00092032,3.1845e-022,1,0.03895,0.03895,-0.025,0
-7.7571,-0.60739,0.019928,6.8485e-023,108.31,0.33988,8.723e-005,0.024324,-0.00092007,4.7665e-022,1,0.039155,0.039155,-0.025,0
-7.7641,-0.61084,0.019852,-2.8607e-021,109.66,0.34273,8.7735e-005,0.024556,-0.00091982,6.3481e-022,1,0.03936,0.03936,-0.025,0
-7.7708,-0.61423,0.019775,-5.066e-021,111.05,0.3456,8.8239e-005,0.024788,-0.0009194,6.3896e-022,1,0.039565,0.039565,-0.025,0
-7.7775,-0.61763,0.019698,-7.2522e-021,112.44,0.34847,8.8744e-005,0.02502,-0.00091897,6.389e-022,1,0.03977,0.03977,-0.025,0
-7.7842,-0.62102,0.019621,-9.4393e-021,113.83,0.35134,8.9249e-005,0.025252,-0.00091855,6.3883e-022,1,0.039975,0.039975,-0.025,0
-7.7908,-0.62442,0.019544,-1.1627e-020,115.22,0.35421,8.9754e-005,0.025484,-0.00091812,6.3877e-022,1,0.04018,0.04018,-0.025,0
-7.7972,-0.62776,0.019466,-8.5885e-021,116.64,0.3571,9.0259e-005,0.025717,-0.00091755,3.589e-022,1,0.040385,0.040385,-0.025,0
-7.8036,-0.6311,0.019388,-4.9867e-021,118.06,0.35999,9.0764e-005,0.025949,-0.00091695,4.9e-023,1,0.04059,0.04059,-0.025,0
-7.81,-0.63444,0.01931,-1.3837e-021,119.48,0.36289,9.127e-005,0.026182,-0.00091635,-2.6084e-022,1,0.040795,0.040795,-0.025,0
-7.8164,-0.63778,0.019232,2.2208e-021,120.9,0.36578,9.1775e-005,0.026414,-0.00091576,-5.7061e-022,1,0.041,0.041,-0.025,0
-7.8224,-0.64108,0.019153,2.9393e-021,122.35,0.36869,9.228e-005,0.026647,-0.00091502,-6.3226e-022,1,0.041205,0.041205,-0.025,0
-7.8285,-0.64436,0.019074,2.9398e-021,123.81,0.3716,9.2785e-005,0.02688,-0.00091424,-6.3219e-022,1,0.04141,0.04141,-0.025,0
-7.8345,-0.64765,0.018994,2.9403e-021,125.26,0.37452,9.3291e-005,0.027112,-0.00091346,-6.3213e-022,1,0.041615,0.041615,-0.025,0
-7.8405,-0.65093,0.018915,2.9408e-021,126.72,0.37743,9.3796e-005,0.027345,-0.00091269,-6.3206e-022,1,0.04182,0.04182,-0.025,0
-7.8463,-0.65418,0.018835,2.4706e-021,128.2,0.38036,9.4302e-005,0.027578,-0.00091177,-5.3085e-022,1,0.042025,0.042025,-0.025,0
-7.852,-0.65741,0.018754,1.7649e-021,129.68,0.38329,9.4807e-005,0.027811,-0.00091079,-3.7911e-022,1,0.04223,0.04223,-0.025,0
-7.8576,-0.66063,0.018674,1.0589e-021,131.17,0.38623,9.5312e-005,0.028044,-0.00090981,-2.274e-022,1,0.042435,0.042435,-0.025,0
-7.8633,-0.66386,0.018593,3.5271e-022,132.66,0.38916,9.5818e-005,0.028277,-0.00090883,-7.5723e-023,1,0.04264,0.04264,-0.025,0
-7.8687,-0.66706,0.018512,-9.7413e-022,134.17,0.39211,9.6324e-005,0.028509,-0.00090775,0,1,0.042845,0.042845,-0.025,0
-7.874,-0.67023,0.01843,-2.9202e-021,135.69,0.39506,9.6829e-005,0.028742,-0.00090657,0,1,0.04305,0.04305,-0.025,0
-7.8792,-0.6734,0.018348,-4.8671e-021,137.21,0.39801,9.7335e-005,0.028975,-0.00090538,0,1,0.043255,0.043255,-0.025,0
-7.8845,-0.67657,0.018266,-6.8146e-021,138.73,0.40097,9.784e-005,0.029207,-0.0009042,0,1,0.04346,0.04346,-0.025,0
-7.8896,-0.67973,0.018183,-8.3679e-021,140.26,0.40393,9.8346e-005,0.02944,-0.00090295,4.4321e-023,1,0.043665,0.043665,-0.025,0
-7.8944,-0.68284,0.0181,-9.0097e-021,141.81,0.4069,9.8852e-005,0.029672,-0.00090155,1.9099e-022,1,0.04387,0.04387,-0.025,0
-7.8992,-0.68595,0.018016,-9.6517e-021,143.37,0.40987,9.9357e-005,0.029904,-0.00090015,3.3762e-022,1,0.044075,0.044075,-0.025,0
-7.904,-0.68906,0.017932,-1.0294e-020,144.92,0.41284,9.9863e-005,0.030137,-0.00089875,4.8423e-022,1,0.04428,0.04428,-0.025,0
-7.9088,-0.69217,0.017848,-1.0887e-020,146.48,0.41581,0.00010037,0.030369,-0.00089734,6.204e-022,1,0.044485,0.044485,-0.025,0
-7.9132,-0.69521,0.017763,-1.0836e-020,148.06,0.4188,0.00010087,0.0306,-0.00089571,6.2033e-022,1,0.04469,0.04469,-0.025,0
-7.9175,-0.69826,0.017678,-1.0786e-020,149.64,0.42179,0.00010138,0.030832,-0.00089408,6.2027e-022,1,0.044895,0.044895,-0.025,0
-7.9219,-0.70131,0.017592,-1.0735e-020,151.23,0.42477,0.00010189,0.031064,-0.00089246,6.202e-022,1,0.0451,0.0451,-0.025,0
-7.9262,-0.70436,0.017507,-1.0684e-020,152.81,0.42776,0.00010239,0.031295,-0.00089083,6.2014e-022,1,0.045305,0.045305,-0.025,0
-7.9302,-0.70736,0.01742,-8.6914e-021,154.42,0.43076,0.0001029,0.031526,-0.00088901,5.0364e-022,1,0.04551,0.04551,-0.025,0
-7.9341,-0.71035,0.017332,-6.2335e-021,156.04,0.43376,0.0001034,0.031757,-0.00088716,3.5931e-022,1,0.045715,0.045715,-0.025,0
-7.9379,-0.71333,0.017245,-3.7748e-021,157.65,0.43676,0.00010391,0.031988,-0.0008853,2.15e-022,1,0.04592,0.04592,-0.025,0
-7.9418,-0.71632,0.017158,-1.3152e-021,159.27,0.43976,0.00010441,0.032218,-0.00088344,7.0727e-023,1,0.046125,0.046125,-0.025,0
-7.9454,-0.71927,0.017069,5.2698e-022,160.9,0.44277,0.00010492,0.032448,-0.00088146,7.2085e-023,1,0.04633,0.04633,-0.025,0
-7.9487,-0.7222,0.01698,1.7749e-021,162.54,0.44579,0.00010542,0.032678,-0.00087936,2.1348e-022,1,0.046535,0.046535,-0.025,0
-7.952,-0.72512,0.016891,3.0232e-021,164.19,0.4488,0.00010593,0.032908,-0.00087725,3.5486e-022,1,0.04674,0.04674,-0.025,0
-7.9554,-0.72804,0.016801,4.272e-021,165.83,0.45181,0.00010644,0.033137,-0.00087515,4.962e-022,1,0.046945,0.046945,-0.025,0
-7.9586,-0.73095,0.016712,4.9749e-021,167.48,0.45483,0.00010694,0.033367,-0.00087301,6.122e-022,1,0.04715,0.04715,-0.025,0
-7.9614,-0.7338,0.01662,3.1733e-021,169.15,0.45785,0.00010745,0.033595,-0.00087066,6.1213e-022,1,0.047355,0.047355,-0.025,0
-7.9641,-0.73666,0.016529,1.3712e-021,170.83,0.46088,0.00010795,0.033823,-0.0008683,6.1207e-022,1,0.04756,0.04756,-0.025,0
-7.9669,-0.73951,0.016438,-4.3172e-022,172.5,0.4639,0.00010846,0.034051,-0.00086595,6.1201e-022,1,0.047765,0.047765,-0.025,0
-7.9697,-0.74237,0.016347,-2.2352e-021,174.17,0.46693,0.00010896,0.034279,-0.0008636,6.1194e-022,1,0.04797,0.04797,-0.025,0
-7.972,-0.74517,0.016254,-2.5532e-021,175.87,0.46996,0.00010947,0.034506,-0.00086105,6.1099e-022,1,0.048175,0.048175,-0.025,0
-7.9741,-0.74795,0.01616,-2.5334e-021,177.57,0.47299,0.00010997,0.034733,-0.00085844,6.0983e-022,1,0.04838,0.04838,-0.025,0
-7.9763,-0.75074,0.016067,-2.5137e-021,179.27,0.47603,0.00011048,0.034959,-0.00085584,6.0867e-022,1,0.048585,0.048585,-0.025,0
-7.9785,-0.75352,0.015974,-2.4939e-021,180.97,0.47906,0.00011098,0.035185,-0.00085324,6.0751e-022,1,0.04879,0.04879,-0.025,0
-7.9804,-0.75628,0.015879,-2.4826e-021,182.68,0.4821,0.00011149,0.035411,-0.00085053,6.0681e-022,1,0.048995,0.048995,-0.025,0
-7.982,-0.75899,0.015784,-2.483e-021,184.41,0.48514,0.00011199,0.035636,-0.00084767,6.0675e-022,1,0.0492,0.0492,-0.025,0
-7.9835,-0.76171,0.015689,-2.4834e-021,186.14,0.48818,0.00011249,0.03586,-0.00084481,6.0668e-022,1,0.049405,0.049405,-0.025,0
-7.9851,-0.76442,0.015593,-2.4839e-021,187.86,0.49122,0.000113,0.036085,-0.00084195,6.0662e-022,1,0.04961,0.04961,-0.025,0
-7.9866,-0.76714,0.015498,-2.4843e-021,189.59,0.49426,0.0001135,0.036309,-0.0008391,6.0656e-022,1,0.049815,0.049815,-0.025,0
-7.9875,-0.76978,0.0154,-1.9373e-021,191.34,0.4973,0.00011401,0.036531,-0.00083598,4.7287e-022,1,0.05002,0.05002,-0.025,0
-7.9884,-0.77242,0.015303,-1.3813e-021,193.1,0.50035,0.00011451,0.036754,-0.00083287,3.3706e-022,1,0.050225,0.050225,-0.025,0
-7.9893,-0.77507,0.015206,-8.2509e-022,194.85,0.50339,0.00011501,0.036976,-0.00082976,2.0128e-022,1,0.05043,0.05043,-0.025,0
-7.9902,-0.77771,0.015108,-2.6868e-022,196.6,0.50644,0.00011552,0.037198,-0.00082664,6.5525e-023,1,0.050635,0.050635,-0.025,0
-7.9907,-0.78031,0.01501,0,198.37,0.50948,0.00011602,0.037419,-0.0008234,0,1,0.05084,0.05084,-0.025,0
-7.9909,-0.78288,0.01491,0,200.14,0.51253,0.00011652,0.037638,-0.00082003,0,1,0.051045,0.051045,-0.025,0
-7.9911,-0.78545,0.014811,0,201.92,0.51558,0.00011702,0.037858,-0.00081666,0,1,0.05125,0.05125,-0.025,0
-7.9913,-0.78801,0.014711,0,203.69,0.51863,0.00011753,0.038078,-0.00081329,0,1,0.051455,0.051455,-0.025,0
-7.9915,-0.79058,0.014612,3.2822e-023,205.47,0.52167,0.00011803,0.038297,-0.00080992,-2.058e-024,1,0.05166,0.05166,-0.025,0
-7.991,-0.79307,0.01451,2.1285e-021,207.27,0.52472,0.00011853,0.038514,-0.00080629,-1.3342e-022,1,0.051865,0.051865,-0.025,0
-7.9905,-0.79556,0.014409,4.2249e-021,209.07,0.52777,0.00011903,0.038731,-0.00080266,-2.6476e-022,1,0.05207,0.05207,-0.025,0
-7.9899,-0.79805,0.014307,6.3221e-021,210.87,0.53082,0.00011953,0.038948,-0.00079903,-3.9607e-022,1,0.052275,0.052275,-0.025,0
-7.9894,-0.80054,0.014206,8.4201e-021,212.66,0.53386,0.00012003,0.039164,-0.0007954,-5.2735e-022,1,0.05248,0.05248,-0.025,0
-7.9885,-0.80299,0.014103,9.5142e-021,214.47,0.53691,0.00012053,0.03938,-0.00079164,-5.957e-022,1,0.052685,0.052685,-0.025,0
-7.9872,-0.8054,0.014,9.5159e-021,216.29,0.53995,0.00012103,0.039593,-0.00078775,-5.9564e-022,1,0.05289,0.05289,-0.025,0
-7.986,-0.80781,0.013897,9.5176e-021,218.11,0.543,0.00012153,0.039807,-0.00078385,-5.9558e-022,1,0.053095,0.053095,-0.025,0
-7.9847,-0.81022,0.013793,9.5193e-021,219.93,0.54605,0.00012203,0.04002,-0.00077996,-5.9551e-022,1,0.0533,0.0533,-0.025,0
-7.9834,-0.81264,0.01369,9.521e-021,221.75,0.54909,0.00012253,0.040234,-0.00077607,-5.9545e-022,1,0.053505,0.053505,-0.025,0
-7.9814,-0.81497,0.013585,9.024e-021,223.59,0.55213,0.00012303,0.040444,-0.00077195,-4.7816e-022,1,0.05371,0.05371,-0.025,0
-7.9793,-0.8173,0.01348,8.4758e-021,225.42,0.55517,0.00012353,0.040655,-0.0007678,-3.489e-022,1,0.053915,0.053915,-0.025,0
-7.9772,-0.81963,0.013375,7.9274e-021,227.26,0.55821,0.00012403,0.040865,-0.00076366,-2.1967e-022,1,0.05412,0.05412,-0.025,0
-7.9752,-0.82196,0.013269,7.3788e-021,229.1,0.56125,0.00012453,0.041075,-0.00075952,-9.0462e-023,1,0.054325,0.054325,-0.025,0
-7.9728,-0.82427,0.013163,6.6938e-021,230.94,0.56429,0.00012502,0.041284,-0.0007553,-3.7882e-023,1,0.05453,0.05453,-0.025,0
-7.9699,-0.82651,0.013057,5.6903e-021,232.8,0.56733,0.00012552,0.04149,-0.00075091,-1.6425e-022,1,0.054735,0.054735,-0.025,0
-7.967,-0.82876,0.01295,4.6864e-021,234.65,0.57036,0.00012602,0.041696,-0.00074651,-2.906e-022,1,0.05494,0.05494,-0.025,0
-7.9641,-0.83101,0.012843,3.6822e-021,236.51,0.57339,0.00012651,0.041903,-0.00074212,-4.1691e-022,1,0.055145,0.055145,-0.025,0
-7.9612,-0.83326,0.012735,2.6777e-021,238.36,0.57643,0.00012701,0.042109,-0.00073772,-5.432e-022,1,0.05535,0.05535,-0.025,0
-7.9578,-0.83545,0.012627,1.6594e-021,240.23,0.57946,0.0001275,0.042313,-0.00073316,-6.6841e-022,1,0.055555,0.055555,-0.025,0
-7.954,-0.83761,0.012519,6.3373e-022,242.1,0.58248,0.000128,0.042515,-0.00072851,-7.9303e-022,1,0.05576,0.05576,-0.025,0
-7.9503,-0.83977,0.01241,-3.9226e-022,243.97,0.5855,0.00012849,0.042717,-0.00072386,-9.1763e-022,1,0.055965,0.055965,-0.025,0
-7.9465,-0.84193,0.012301,-1.4186e-021,245.84,0.58853,0.00012899,0.042919,-0.00071922,-1.0422e-021,1,0.05617,0.05617,-0.025,0
-7.9428,-0.8441,0.012193,-2.4454e-021,247.71,0.59155,0.00012948,0.043122,-0.00071457,-1.1667e-021,1,0.056375,0.056375,-0.025,0
-7.9382,-0.84617,0.012082,-1.5011e-021,249.59,0.59456,0.00012997,0.04332,-0.00070969,-1.048e-021,1,0.05658,0.05658,-0.025,0
-7.9335,-0.84824,0.011972,-5.1033e-022,251.48,0.59758,0.00013046,0.043517,-0.0007048,-9.2358e-022,1,0.056785,0.056785,-0.025,0
-7.9289,-0.85032,0.011862,4.808e-022,253.36,0.60059,0.00013096,0.043715,-0.00069991,-7.992e-022,1,0.05699,0.05699,-0.025,0
-7.9243,-0.8524,0.011751,1.4723e-021,255.25,0.6036,0.00013145,0.043913,-0.00069503,-6.7484e-022,1,0.057195,0.057195,-0.025,0
-7.9194,-0.85445,0.011641,2.2014e-021,257.13,0.60661,0.00013194,0.04411,-0.00069008,-5.8263e-022,1,0.0574,0.0574,-0.025,0
-7.9138,-0.85643,0.011529,2.1886e-021,259.03,0.60961,0.00013243,0.044303,-0.00068495,-5.8122e-022,1,0.057605,0.057605,-0.025,0
-7.9083,-0.85842,0.011417,2.1757e-021,260.92,0.6126,0.00013292,0.044496,-0.00067982,-5.798e-022,1,0.05781,0.05781,-0.025,0
-7.9027,-0.86041,0.011305,2.1628e-021,262.82,0.6156,0.00013341,0.044689,-0.0006747,-5.7838e-022,1,0.058015,0.058015,-0.025,0
-7.8972,-0.86239,0.011194,2.1499e-021,264.71,0.6186,0.0001339,0.044882,-0.00066957,-5.7697e-022,1,0.05822,0.05822,-0.025,0
-7.8912,-0.86433,0.011081,2.1438e-021,266.61,0.62159,0.00013439,0.045073,-0.00066433,-5.7624e-022,1,0.058425,0.058425,-0.025,0
-7.8847,-0.86623,0.010968,2.1442e-021,268.52,0.62457,0.00013487,0.045261,-0.00065897,-5.7618e-022,1,0.05863,0.05863,-0.025,0
-7.8782,-0.86812,0.010855,2.1446e-021,270.42,0.62755,0.00013536,0.045449,-0.00065361,-5.7612e-022,1,0.058835,0.058835,-0.025,0
-7.8717,-0.87002,0.010742,2.1449e-021,272.32,0.63053,0.00013584,0.045637,-0.00064825,-5.7606e-022,1,0.05904,0.05904,-0.025,0
-7.8652,-0.87191,0.010628,2.1453e-021,274.23,0.63351,0.00013633,0.045825,-0.00064289,-5.76e-022,1,0.059245,0.059245,-0.025,0
-7.8581,-0.87374,0.010514,2.4477e-021,276.14,0.63647,0.00013682,0.046009,-0.00063737,-6.5968e-022,1,0.05945,0.05945,-0.025,0
-7.8506,-0.87554,0.0104,2.8677e-021,278.05,0.63943,0.0001373,0.046192,-0.00063179,-7.7596e-022,1,0.059655,0.059655,-0.025,0
-7.8432,-0.87735,0.010286,3.288e-021,279.96,0.64239,0.00013778,0.046375,-0.00062621,-8.9222e-022,1,0.05986,0.05986,-0.025,0
-7.8357,-0.87915,0.010171,3.7083e-021,281.87,0.64536,0.00013827,0.046557,-0.00062062,-1.0085e-021,1,0.060065,0.060065,-0.025,0
-7.8283,-0.88096,0.010056,4.1289e-021,283.78,0.64832,0.00013875,0.04674,-0.00061504,-1.1247e-021,1,0.06027,0.06027,-0.025,0
-7.8199,-0.88268,0.009941,4.1745e-021,285.69,0.65126,0.00013923,0.046918,-0.00060926,-1.137e-021,1,0.060475,0.060475,-0.025,0
-7.8115,-0.88438,0.0098254,4.1752e-021,287.61,0.65419,0.00013971,0.047095,-0.00060345,-1.1369e-021,1,0.06068,0.06068,-0.025,0
-7.803,-0.88609,0.0097097,4.176e-021,289.52,0.65713,0.00014019,0.047272,-0.00059765,-1.1367e-021,1,0.060885,0.060885,-0.025,0
-7.7946,-0.8878,0.009594,4.1767e-021,291.44,0.66007,0.00014067,0.047449,-0.00059184,-1.1366e-021,1,0.06109,0.06109,-0.025,0
-7.7861,-0.88951,0.0094782,4.1768e-021,293.36,0.663,0.00014115,0.047626,-0.00058604,-1.1364e-021,1,0.061295,0.061295,-0.025,0
-7.7767,-0.89112,0.0093615,4.1537e-021,295.27,0.66592,0.00014163,0.047798,-0.00058001,-1.133e-021,1,0.0615,0.0615,-0.025,0
-7.7672,-0.89274,0.0092447,4.1307e-021,297.19,0.66883,0.0001421,0.047969,-0.00057399,-1.1297e-021,1,0.061705,0.061705,-0.025,0
-7.7578,-0.89435,0.0091279,4.1076e-021,299.11,0.67174,0.00014258,0.04814,-0.00056797,-1.1263e-021,1,0.06191,0.06191,-0.025,0
-7.7483,-0.89596,0.0090111,4.0845e-021,301.02,0.67465,0.00014306,0.048311,-0.00056195,-1.1229e-021,1,0.062115,0.062115,-0.025,0
-7.7387,-0.89757,0.0088941,4.3803e-021,302.94,0.67756,0.00014353,0.048482,-0.0005559,-1.12e-021,1,0.06232,0.06232,-0.025,0
-7.7282,-0.89908,0.0087763,6.867e-021,304.86,0.68044,0.00014401,0.048647,-0.00054967,-1.1198e-021,1,0.062525,0.062525,-0.025,0
-7.7178,-0.9006,0.0086584,9.3547e-021,306.78,0.68333,0.00014448,0.048812,-0.00054343,-1.1197e-021,1,0.06273,0.06273,-0.025,0
-7.7073,-0.90212,0.0085405,1.1843e-020,308.69,0.68621,0.00014495,0.048977,-0.00053719,-1.1196e-021,1,0.062935,0.062935,-0.025,0
-7.6968,-0.90363,0.0084226,1.4333e-020,310.61,0.68909,0.00014543,0.049142,-0.00053096,-1.1195e-021,1,0.06314,0.06314,-0.025,0
-7.6861,-0.90513,0.0083045,1.6056e-020,312.52,0.69197,0.0001459,0.049306,-0.00052468,-1.0359e-021,1,0.063345,0.063345,-0.025,0
-7.6746,-0.90655,0.0081856,1.4447e-020,314.44,0.69482,0.00014637,0.049464,-0.00051822,-5.8974e-022,1,0.06355,0.06355,-0.025,0
-7.663,-0.90797,0.0080668,1.2838e-020,316.35,0.69768,0.00014684,0.049623,-0.00051176,-1.4367e-022,1,0.063755,0.063755,-0.025,0
-7.6515,-0.90939,0.0079478,1.1228e-020,318.26,0.70053,0.00014731,0.049782,-0.00050531,3.0231e-022,1,0.06396,0.06396,-0.025,0
-7.6399,-0.91081,0.0078289,9.6174e-021,320.18,0.70338,0.00014777,0.04994,-0.00049885,7.482e-022,1,0.064165,0.064165,-0.025,0
-7.6282,-0.9122,0.0077097,7.8314e-021,322.09,0.70623,0.00014824,0.050097,-0.00049234,1.101e-021,1,0.06437,0.06437,-0.025,0
-7.6155,-0.91352,0.0075897,5.3806e-021,324,0.70904,0.00014871,0.050249,-0.00048565,1.1008e-021,1,0.064575,0.064575,-0.025,0
-7.6029,-0.91484,0.0074698,2.929e-021,325.9,0.71186,0.00014917,0.050401,-0.00047897,1.1007e-021,1,0.06478,0.06478,-0.025,0
-7.5903,-0.91616,0.0073498,4.7648e-022,327.81,0.71468,0.00014964,0.050553,-0.00047228,1.1006e-021,1,0.064985,0.064985,-0.025,0
-7.5777,-0.91748,0.0072297,-1.9769e-021,329.72,0.7175,0.0001501,0.050704,-0.00046559,1.1005e-021,1,0.06519,0.06519,-0.025,0
-7.5649,-0.91878,0.0071095,-3.8113e-021,331.62,0.72031,0.00015057,0.050855,-0.00045886,1.0587e-021,1,0.065395,0.065395,-0.025,0
-7.5512,-0.91999,0.0069884,-3.0284e-021,333.52,0.72309,0.00015103,0.051,-0.00045193,8.4098e-022,1,0.0656,0.0656,-0.025,0
-7.5375,-0.92121,0.0068673,-2.2452e-021,335.42,0.72587,0.00015149,0.051144,-0.00044501,6.2331e-022,1,0.065805,0.065805,-0.025,0
-7.5238,-0.92243,0.0067461,-1.4617e-021,337.32,0.72865,0.00015195,0.051289,-0.00043808,4.0568e-022,1,0.06601,0.06601,-0.025,0
-7.5101,-0.92365,0.0066249,-6.7793e-022,339.22,0.73143,0.00015241,0.051434,-0.00043116,1.881e-022,1,0.066215,0.066215,-0.025,0
-7.4962,-0.92485,0.0065035,0,341.11,0.7342,0.00015287,0.051577,-0.0004242,0,1,0.06642,0.06642,-0.025,0
-7.4814,-0.92596,0.0063811,0,343,0.73694,0.00015332,0.051715,-0.00041701,0,1,0.066625,0.066625,-0.025,0
-7.4666,-0.92708,0.0062587,0,344.88,0.73968,0.00015378,0.051852,-0.00040983,0,1,0.06683,0.06683,-0.025,0
-7.4518,-0.92819,0.0061362,0,346.77,0.74242,0.00015423,0.051989,-0.00040264,0,1,0.067035,0.067035,-0.025,0
-7.437,-0.92931,0.0060137,0,348.65,0.74516,0.00015469,0.052127,-0.00039546,0,1,0.06724,0.06724,-0.025,0
-7.4222,-0.93042,0.0058911,2.9095e-023,350.54,0.7479,0.00015515,0.052264,-0.00038827,-8.2139e-024,1,0.067445,0.067445,-0.025,0
-7.4063,-0.93143,0.0057672,7.5831e-022,352.41,0.75059,0.0001556,0.052393,-0.00038077,-2.1402e-022,1,0.06765,0.06765,-0.025,0
-7.3904,-0.93244,0.0056432,1.4878e-021,354.28,0.75329,0.00015605,0.052523,-0.00037328,-4.1978e-022,1,0.067855,0.067855,-0.025,0
-7.3745,-0.93345,0.0055191,2.2176e-021,356.15,0.75598,0.0001565,0.052653,-0.00036579,-6.2551e-022,1,0.06806,0.06806,-0.025,0
-7.3586,-0.93446,0.0053951,2.9476e-021,358.02,0.75868,0.00015695,0.052782,-0.0003583,-8.3118e-022,1,0.068265,0.068265,-0.025,0
-7.3426,-0.93547,0.0052709,3.6779e-021,359.89,0.76137,0.0001574,0.052912,-0.00035082,-1.0368e-021,1,0.06847,0.06847,-0.025,0
-7.3257,-0.93639,0.0051453,3.748e-021,361.74,0.76402,0.00015785,0.053034,-0.00034301,-1.0563e-021,1,0.068675,0.068675,-0.025,0
-7.3087,-0.93729,0.0050194,3.7487e-021,363.59,0.76667,0.00015829,0.053156,-0.00033517,-1.0562e-021,1,0.06888,0.06888,-0.025,0
-7.2917,-0.9382,0.0048935,3.7494e-021,365.44,0.76932,0.00015874,0.053278,-0.00032733,-1.056e-021,1,0.069085,0.069085,-0.025,0
-7.2746,-0.9391,0.0047675,3.7501e-021,367.29,0.77196,0.00015918,0.053399,-0.00031949,-1.0559e-021,1,0.06929,0.06929,-0.025,0
-7.2576,-0.94001,0.0046415,3.7507e-021,369.13,0.77461,0.00015963,0.053521,-0.00031166,-1.0558e-021,1,0.069495,0.069495,-0.025,0
-7.2398,-0.94083,0.0045139,2.7172e-021,370.97,0.77722,0.00016007,0.053636,-0.00030353,-7.6371e-022,1,0.0697,0.0697,-0.025,0
-7.2216,-0.94163,0.0043858,1.3003e-021,372.79,0.77981,0.00016051,0.05375,-0.00029529,-3.636e-022,1,0.069905,0.069905,-0.025,0
-7.2035,-0.94243,0.0042576,-1.1708e-022,374.62,0.7824,0.00016095,0.053863,-0.00028706,3.6445e-023,1,0.07011,0.07011,-0.025,0
