-0.302003  -0.886475
-0.287053  -0.733679
-0.285707  -0.809927
-0.283166  -0.953952
-0.282368  -0.665803
-0.279378  -0.835244
-0.250723  -0.792385
-0.247433  -0.97877
-0.226851  -0.478421
-0.224609  -0.605502
-0.214343  -0.520582
-0.213446  -0.571414
-0.186285  -0.443835
-0.15763  -0.400977
-0.105003  -0.383136
-0.0243197  -0.288548
0.029702  -1.01645
0.0631416  -0.244693
0.174125  -0.200439
0.220722  -0.174225
0.273348  -0.156384
0.331406  -0.113027
0.389315  -0.061198
0.459583  -0.0430579
0.511911  -0.0082727
0.57585  0.0351839
0.64552  0.0872122
0.686235  0.113326
0.750772  0.122894
0.79104  0.174424
0.861308  0.192565
0.907455  0.244194
0.942988  0.897339
0.947723  0.295724
0.947822  0.956743
0.962574  0.787501
0.96362  0.728197
0.970348  0.346955
0.982009  0.686136
0.983853  0.914981
0.992973  0.398186
1.00658  0.62723
1.0156  0.449417
1.02028  0.517293
