0.396062  0.00421941
0.748937  0.021097
0.850865  0.0295359
0.882618  0.932489
0.897907  0.0337553
0.941028  0.0379747
0.970216  0.594937
0.973658  0.7173
0.973823  0.675105
0.977414  0.759494
0.980243  0.0379747
0.981815  0.637131
0.984959  0.835443
0.985108  0.797468
0.994109  0.50211
0.996327  0.936709
0.997849  0.548523
1.00442  0.873418
1.0138  0.481013
1.02007  0.881857
1.02618  0.324895
1.02633  0.28692
1.02775  0.924051
1.02968  0.43038
1.02982  0.396624
1.02997  0.35865
1.03117  0.0506329
1.03569  0.898734
1.03829  0.236287
1.05798  0.21519
1.05859  0.0590717
1.06208  0.168776
1.07784  0.151899
1.07815  0.07173
1.08197  0.0970464
1.08579  0.122363
