"p","U:0","U:1","U:2","epsilon","k","nut","wallShearStress:0","wallShearStress:1","wallShearStress:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-6.8495,0.0048864,0.0030913,-7.0697e-020,0.67189,0.013463,1.8955e-005,-0.0004137,-7.7341e-005,1.6883e-021,1,0.003075,0.003075,-0.025,0
-6.8499,0.0041046,0.0040455,-7.1952e-020,0.72198,0.014357,1.9626e-005,-0.00039203,-0.00011618,2.1751e-021,1,0.00328,0.00328,-0.025,0
-6.8503,0.003066,0.0048462,-5.3357e-020,0.77919,0.015357,2.0268e-005,-0.00035909,-0.00014774,1.3435e-021,1,0.003485,0.003485,-0.025,0
-6.8507,0.002027,0.0056472,-3.4756e-020,0.8364,0.016356,2.0909e-005,-0.00032616,-0.00017929,5.1196e-022,1,0.00369,0.00369,-0.025,0
-6.8511,0.0008403,0.006344,-1.644e-020,0.90021,0.01746,2.1581e-005,-0.00028805,-0.00020596,-3.3983e-022,1,0.003895,0.003895,-0.025,0
-6.8515,-0.00047677,0.006949,1.6247e-021,0.96985,0.018655,2.2282e-005,-0.00024539,-0.00022834,-1.2095e-021,1,0.0041,0.0041,-0.025,0
-6.852,-0.0017943,0.0075541,1.9695e-020,1.0395,0.01985,2.2982e-005,-0.00020273,-0.00025072,-2.079e-021,1,0.004305,0.004305,-0.025,0
-6.8525,-0.0032965,0.008029,2.2144e-020,1.1208,0.021229,2.377e-005,-0.00015486,-0.00026719,-2.1494e-021,1,0.00451,0.00451,-0.025,0
-6.853,-0.0048425,0.0084735,2.0928e-020,1.2047,0.022653,2.4578e-005,-0.00010578,-0.00028229,-2.0325e-021,1,0.004715,0.004715,-0.025,0
-6.8535,-0.0064015,0.0089104,1.9796e-020,1.2897,0.024091,2.5395e-005,-5.6407e-005,-0.00029705,-1.9235e-021,1,0.00492,0.00492,-0.025,0
-6.8541,-0.008133,0.0092407,1.9799e-020,1.388,0.025741,2.6322e-005,-2.92e-006,-0.00030725,-1.9234e-021,1,0.005125,0.005125,-0.025,0
-6.8547,-0.0098651,0.009571,1.9802e-020,1.4863,0.027391,2.725e-005,5.0557e-005,-0.00031744,-1.9232e-021,1,0.00533,0.00533,-0.025,0
-6.8553,-0.011644,0.0098799,1.7642e-020,1.5885,0.029101,2.821e-005,0.00010509,-0.00032681,-1.7129e-021,1,0.005535,0.005535,-0.025,0
-6.856,-0.01353,0.010139,1.0532e-020,1.6994,0.030948,2.9244e-005,0.00016204,-0.00033429,-1.0223e-021,1,0.00574,0.00574,-0.025,0
-6.8567,-0.015416,0.010399,3.4201e-021,1.8104,0.032796,3.0278e-005,0.00021898,-0.00034178,-3.3189e-022,1,0.005945,0.005945,-0.025,0
-6.8575,-0.017372,0.010638,2.9097e-021,1.9266,0.034724,3.1356e-005,0.00027762,-0.00034865,0,1,0.00615,0.00615,-0.025,0
-6.8583,-0.019391,0.010859,8.5149e-021,2.0477,0.036726,3.2473e-005,0.00033783,-0.00035495,0,1,0.006355,0.006355,-0.025,0
-6.8591,-0.021411,0.011079,1.4122e-020,2.1688,0.038728,3.3591e-005,0.00039802,-0.00036125,0,1,0.00656,0.00656,-0.025,0
-6.86,-0.023516,0.011285,1.3467e-020,2.2951,0.040808,3.4749e-005,0.00046054,-0.00036727,2.6568e-022,1,0.006765,0.006765,-0.025,0
-6.861,-0.025655,0.011486,1.0285e-020,2.4237,0.04292,3.5924e-005,0.000524,-0.00037318,6.385e-022,1,0.00697,0.00697,-0.025,0
-6.862,-0.027795,0.011686,7.102e-021,2.5522,0.045031,3.7099e-005,0.00058744,-0.00037909,1.0112e-021,1,0.007175,0.007175,-0.025,0
-6.863,-0.030031,0.011877,-2.3632e-021,2.685,0.047203,3.8303e-005,0.00065378,-0.00038494,1.0544e-021,1,0.00738,0.00738,-0.025,0
-6.8641,-0.032281,0.012067,-1.2656e-020,2.8185,0.049382,3.9511e-005,0.00072048,-0.00039079,1.0543e-021,1,0.007585,0.007585,-0.025,0
-6.8652,-0.034535,0.012256,-2.265e-020,2.952,0.051562,4.0719e-005,0.00078728,-0.00039664,1.0419e-021,1,0.00779,0.00779,-0.025,0
-6.8665,-0.036887,0.012438,-2.3939e-020,3.0881,0.053774,4.1939e-005,0.00085721,-0.00040251,6.7486e-022,1,0.007995,0.007995,-0.025,0
-6.8677,-0.039241,0.012621,-2.5228e-020,3.2243,0.055985,4.3159e-005,0.00092713,-0.00040838,3.079e-022,1,0.0082,0.0082,-0.025,0
-6.869,-0.041611,0.012802,-2.5236e-020,3.3605,0.058196,4.4378e-005,0.00099754,-0.00041425,-4.2073e-023,1,0.008405,0.008405,-0.025,0
-6.8704,-0.044064,0.012978,-1.856e-020,3.4974,0.060409,4.5593e-005,0.0010706,-0.00042011,-3.0367e-022,1,0.00861,0.00861,-0.025,0
-6.8718,-0.046517,0.013154,-1.1881e-020,3.6343,0.062622,4.6808e-005,0.0011437,-0.00042598,-5.6522e-022,1,0.008815,0.008815,-0.025,0
-6.8733,-0.048996,0.013329,-5.8174e-021,3.7709,0.064829,4.8018e-005,0.0012176,-0.00043181,-7.5719e-022,1,0.00902,0.00902,-0.025,0
-6.8749,-0.051544,0.013498,-1.459e-021,3.9069,0.067018,4.9215e-005,0.0012937,-0.00043758,-7.5712e-022,1,0.009225,0.009225,-0.025,0
-6.8765,-0.054093,0.013667,2.9009e-021,4.0429,0.069208,5.0412e-005,0.0013699,-0.00044335,-7.5705e-022,1,0.00943,0.00943,-0.025,0
-6.8782,-0.056674,0.013834,5.0632e-021,4.178,0.071382,5.1599e-005,0.0014471,-0.00044903,-6.6731e-022,1,0.009635,0.009635,-0.025,0
-6.88,-0.059315,0.013995,3.1103e-021,4.3115,0.073528,5.2768e-005,0.0015262,-0.00045458,-4.0981e-022,1,0.00984,0.00984,-0.025,0
-6.8817,-0.061956,0.014157,1.1567e-021,4.4451,0.075674,5.3936e-005,0.0016054,-0.00046012,-1.5237e-022,1,0.010045,0.010045,-0.025,0
-6.8836,-0.064634,0.014314,0,4.5772,0.077796,5.509e-005,0.0016857,-0.00046551,0,1,0.01025,0.01025,-0.025,0
-6.8856,-0.067363,0.014466,0,4.7072,0.079884,5.6222e-005,0.0017677,-0.00047068,0,1,0.010455,0.010455,-0.025,0
-6.8876,-0.070094,0.014617,0,4.8372,0.081971,5.7355e-005,0.0018497,-0.00047585,0,1,0.01066,0.01066,-0.025,0
-6.8896,-0.072862,0.014763,-1.9941e-021,4.9651,0.084028,5.8469e-005,0.001933,-0.00048077,8.2497e-023,1,0.010865,0.010865,-0.025,0
-6.8918,-0.075677,0.014903,-6.4761e-021,5.0905,0.086045,5.9559e-005,0.0020178,-0.00048539,2.6785e-022,1,0.01107,0.01107,-0.025,0
-6.894,-0.078494,0.015042,-1.096e-020,5.216,0.088063,6.0649e-005,0.0021026,-0.00049001,4.5317e-022,1,0.011275,0.011275,-0.025,0
-6.8963,-0.081348,0.015175,-1.3387e-020,5.3391,0.090045,6.1716e-005,0.0021886,-0.00049427,5.5341e-022,1,0.01148,0.01148,-0.025,0
-6.8987,-0.084246,0.0153,-1.339e-020,5.4594,0.091986,6.2757e-005,0.002276,-0.00049813,5.5336e-022,1,0.011685,0.011685,-0.025,0
-6.9011,-0.087145,0.015424,-1.3392e-020,5.5798,0.093927,6.3799e-005,0.0023634,-0.00050198,5.533e-022,1,0.01189,0.01189,-0.025,0
-6.9037,-0.090079,0.015541,-1.0556e-020,5.6978,0.09583,6.4814e-005,0.0024519,-0.00050539,5.4402e-022,1,0.012095,0.012095,-0.025,0
-6.9063,-0.093055,0.015648,-4.2444e-021,5.8128,0.097688,6.5797e-005,0.0025418,-0.00050827,5.2343e-022,1,0.0123,0.0123,-0.025,0
-6.9089,-0.096032,0.015755,2.0696e-021,5.9279,0.099545,6.6781e-005,0.0026316,-0.00051115,5.0285e-022,1,0.012505,0.012505,-0.025,0
-6.9117,-0.099039,0.015853,5.7528e-021,6.041,0.10137,6.7734e-005,0.0027223,-0.00051356,4.9083e-022,1,0.01271,0.01271,-0.025,0
-6.9146,-0.10209,0.015941,5.7538e-021,6.1512,0.10314,6.8644e-005,0.0028142,-0.00051531,4.9079e-022,1,0.012915,0.012915,-0.025,0
-6.9174,-0.10514,0.016028,5.7548e-021,6.2614,0.10491,6.9555e-005,0.0029061,-0.00051706,4.9074e-022,1,0.01312,0.01312,-0.025,0
-6.9204,-0.10821,0.016108,5.0819e-021,6.3701,0.10664,7.0431e-005,0.0029986,-0.00051839,4.3325e-022,1,0.013325,0.013325,-0.025,0
-6.9235,-0.11133,0.016174,3.2138e-021,6.4762,0.10832,7.1244e-005,0.0030922,-0.00051897,2.7391e-022,1,0.01353,0.01353,-0.025,0
-6.9267,-0.11445,0.016241,1.3449e-021,6.5823,0.10999,7.2058e-005,0.0031857,-0.00051955,1.146e-022,1,0.013735,0.013735,-0.025,0
-6.9299,-0.11758,0.016303,-2.2661e-022,6.6877,0.11163,7.2834e-005,0.0032797,-0.00051984,3.8042e-023,1,0.01394,0.01394,-0.025,0
-6.9333,-0.12076,0.016351,-1.0345e-021,6.7911,0.1132,7.3514e-005,0.0033745,-0.00051938,1.7362e-022,1,0.014145,0.014145,-0.025,0
-6.9367,-0.12394,0.016399,-1.8427e-021,6.8946,0.11477,7.4193e-005,0.0034693,-0.00051892,3.0918e-022,1,0.01435,0.01435,-0.025,0
-6.9401,-0.12713,0.016445,-2.5085e-021,6.9979,0.11631,7.484e-005,0.0035643,-0.00051833,4.2078e-022,1,0.014555,0.014555,-0.025,0
-6.9438,-0.13036,0.016479,-2.509e-021,7.1004,0.11774,7.5332e-005,0.00366,-0.00051715,4.2074e-022,1,0.01476,0.01476,-0.025,0
-6.9475,-0.1336,0.016513,-2.5094e-021,7.2029,0.11918,7.5825e-005,0.0037557,-0.00051598,4.207e-022,1,0.014965,0.014965,-0.025,0
-6.9512,-0.13684,0.016547,-2.4378e-021,7.3055,0.12061,7.6305e-005,0.0038514,-0.00051479,4.0831e-022,1,0.01517,0.01517,-0.025,0
-6.9551,-0.14012,0.016574,-9.4968e-022,7.4091,0.12188,7.6542e-005,0.0039476,-0.00051334,1.5307e-022,1,0.015375,0.015375,-0.025,0
-6.9591,-0.14341,0.016602,5.3896e-022,7.5128,0.12315,7.678e-005,0.0040438,-0.00051189,-1.0212e-022,1,0.01558,0.01558,-0.025,0
-6.9631,-0.14669,0.016629,2.0281e-021,7.6165,0.12443,7.7017e-005,0.00414,-0.00051044,-3.5726e-022,1,0.015785,0.015785,-0.025,0
-6.9673,-0.15002,0.016658,1.3244e-022,7.7235,0.12552,7.6955e-005,0.0042361,-0.00050919,-3.8377e-022,1,0.01599,0.01599,-0.025,0
-6.9716,-0.15336,0.016686,-2.1571e-021,7.8308,0.12658,7.6859e-005,0.0043322,-0.00050796,-3.8373e-022,1,0.016195,0.016195,-0.025,0
-6.9759,-0.15669,0.016715,-4.4474e-021,7.9381,0.12765,7.6762e-005,0.0044284,-0.00050673,-3.8369e-022,1,0.0164,0.0164,-0.025,0
-6.9804,-0.16006,0.016758,-6.0099e-021,8.0505,0.12853,7.6366e-005,0.0045241,-0.00050677,-2.1836e-022,1,0.016605,0.016605,-0.025,0
-6.985,-0.16345,0.016808,-7.2881e-021,8.1649,0.12933,7.5853e-005,0.0046197,-0.00050731,1.153e-023,1,0.01681,0.01681,-0.025,0
-6.9896,-0.16683,0.016858,-8.5669e-021,8.2793,0.13014,7.534e-005,0.0047152,-0.00050785,2.4138e-022,1,0.017015,0.017015,-0.025,0
-6.9943,-0.17024,0.01693,-8.0178e-021,8.4002,0.13077,7.4574e-005,0.0048108,-0.0005102,3.5228e-022,1,0.01722,0.01722,-0.025,0
-6.9993,-0.17368,0.017022,-5.7625e-021,8.5272,0.13125,7.3573e-005,0.0049063,-0.00051424,3.5225e-022,1,0.017425,0.017425,-0.025,0
-7.0042,-0.17711,0.017115,-3.5064e-021,8.6543,0.13172,7.2571e-005,0.0050018,-0.00051828,3.5222e-022,1,0.01763,0.01763,-0.025,0
-7.0093,-0.18057,0.01722,-1.7355e-021,8.7868,0.13208,7.1421e-005,0.0050976,-0.00052341,3.2069e-022,1,0.017835,0.017835,-0.025,0
-7.0146,-0.18406,0.017358,-1.1496e-021,8.9326,0.13214,6.991e-005,0.0051942,-0.00053121,2.1236e-022,1,0.01804,0.01804,-0.025,0
-7.0199,-0.18756,0.017495,-5.6341e-022,9.0784,0.13221,6.8397e-005,0.0052907,-0.000539,1.0405e-022,1,0.018245,0.018245,-0.025,0
-7.0252,-0.19106,0.017635,0,9.2253,0.13225,6.6867e-005,0.0053872,-0.00054692,0,1,0.01845,0.01845,-0.025,0
-7.0308,-0.19462,0.017813,0,9.4,0.13181,6.4887e-005,0.005485,-0.00055818,0,1,0.018655,0.018655,-0.025,0
-7.0365,-0.19818,0.017992,0,9.5747,0.13137,6.2907e-005,0.0055826,-0.00056943,0,1,0.01886,0.01886,-0.025,0
-7.0421,-0.20175,0.01817,0,9.7495,0.13093,6.0926e-005,0.0056803,-0.00058068,0,1,0.019065,0.019065,-0.025,0
-7.048,-0.20536,0.018385,-1.5154e-021,12.768,0.13,5.6647e-005,0.0057783,-0.00059498,0,1,0.01927,0.01927,-0.025,0
-7.0539,-0.209,0.018611,-3.5041e-021,16.674,0.12893,5.165e-005,0.0058763,-0.00061023,0,1,0.019475,0.019475,-0.025,0
-7.0598,-0.21264,0.018838,-5.4936e-021,20.58,0.12785,4.665e-005,0.0059743,-0.00062548,0,1,0.01968,0.01968,-0.025,0
-7.0658,-0.21631,0.019099,-7.4692e-021,24.474,0.12731,4.2344e-005,0.0060728,-0.00064379,0,1,0.019885,0.019885,-0.025,0
-7.0719,-0.22002,0.019403,-9.4285e-021,28.355,0.1274,3.8852e-005,0.0061719,-0.00066568,0,1,0.02009,0.02009,-0.025,0
-7.0781,-0.22373,0.019707,-1.1388e-020,32.236,0.12748,3.5359e-005,0.006271,-0.00068757,0,1,0.020295,0.020295,-0.025,0
-7.0842,-0.22746,0.020018,-1.2775e-020,35.625,0.12775,3.2448e-005,0.0063707,-0.00071017,-1.2069e-023,1,0.0205,0.0205,-0.025,0
-7.0905,-0.23126,0.020381,-1.0378e-020,35.769,0.12923,3.3383e-005,0.0064741,-0.00073748,-1.0366e-022,1,0.020705,0.020705,-0.025,0
-7.0969,-0.23506,0.020743,-7.9801e-021,35.914,0.1307,3.4319e-005,0.0065774,-0.00076479,-1.9524e-022,1,0.02091,0.02091,-0.025,0
-7.1032,-0.23887,0.021106,-5.5815e-021,36.058,0.13218,3.5254e-005,0.0066807,-0.00079209,-2.8679e-022,1,0.021115,0.021115,-0.025,0
-7.1097,-0.24274,0.021464,-3.548e-021,36.106,0.13394,3.6566e-005,0.0067873,-0.00081976,-3.0711e-022,1,0.02132,0.02132,-0.025,0
-7.1162,-0.24664,0.02182,-1.6185e-021,36.126,0.13579,3.7986e-005,0.0068948,-0.00084753,-3.0708e-022,1,0.021525,0.021525,-0.025,0
-7.1228,-0.25054,0.022176,3.1182e-022,36.146,0.13763,3.9407e-005,0.0070023,-0.0008753,-3.0705e-022,1,0.02173,0.02173,-0.025,0
-7.1294,-0.25447,0.022541,9.7584e-022,36.12,0.13978,4.1079e-005,0.0071124,-0.00090435,-2.0029e-022,1,0.021935,0.021935,-0.025,0
-7.1361,-0.25845,0.022918,-2.7829e-022,36.024,0.14238,4.3134e-005,0.0072265,-0.00093535,6.8032e-023,1,0.02214,0.02214,-0.025,0
-7.1428,-0.26242,0.023296,-1.5329e-021,35.929,0.14497,4.519e-005,0.0073406,-0.00096634,3.363e-022,1,0.022345,0.022345,-0.025,0
-7.1495,-0.2664,0.023673,-2.7879e-021,35.833,0.14757,4.7246e-005,0.0074547,-0.00099733,6.0451e-022,1,0.02255,0.02255,-0.025,0
-7.1563,-0.27043,0.023933,-2.799e-021,32.085,0.15091,5.493e-005,0.007614,-0.001024,6.0674e-022,1,0.022755,0.022755,-0.025,0
-7.1632,-0.27446,0.024191,-2.7995e-021,28.305,0.15425,6.2665e-005,0.0077738,-0.0010507,6.0668e-022,1,0.02296,0.02296,-0.025,0
-7.17,-0.27849,0.024449,-2.8e-021,24.526,0.15759,7.0402e-005,0.0079334,-0.0010773,6.0662e-022,1,0.023165,0.023165,-0.025,0
-7.1769,-0.28255,0.024521,-1.9267e-021,20.817,0.1602,7.7283e-005,0.0080904,-0.0010876,4.1105e-022,1,0.02337,0.02337,-0.025,0
-7.1838,-0.28664,0.024444,-3.6273e-022,17.164,0.16222,8.3489e-005,0.0082453,-0.0010849,6.1094e-023,1,0.023575,0.023575,-0.025,0
-7.1907,-0.29072,0.024368,1.2018e-021,13.512,0.16425,8.9696e-005,0.0084002,-0.0010823,-2.8879e-022,1,0.02378,0.02378,-0.025,0
-7.1977,-0.29482,0.024311,2.6115e-021,10.229,0.16608,9.5218e-005,0.0085484,-0.0010808,-6.0389e-022,1,0.023985,0.023985,-0.025,0
-7.2049,-0.29892,0.02443,2.612e-021,10.305,0.1662,9.449e-005,0.0086358,-0.0010896,-6.0383e-022,1,0.02419,0.02419,-0.025,0
-7.2122,-0.30302,0.024549,2.6124e-021,10.38,0.16632,9.3761e-005,0.0087233,-0.0010985,-6.0377e-022,1,0.024395,0.024395,-0.025,0
-7.2194,-0.30713,0.024668,2.6129e-021,10.456,0.16643,9.3033e-005,0.0088107,-0.0011073,-6.0371e-022,1,0.0246,0.0246,-0.025,0
-7.2269,-0.3112,0.025318,2.1575e-021,10.545,0.16651,9.2338e-005,0.0089123,-0.0011623,-4.9836e-022,1,0.024805,0.024805,-0.025,0
-7.2345,-0.31525,0.026305,1.4139e-021,10.642,0.16656,9.1664e-005,0.0090228,-0.0012465,-3.2652e-022,1,0.02501,0.02501,-0.025,0
-7.2422,-0.3193,0.027291,6.7013e-022,10.74,0.1666,9.099e-005,0.0091334,-0.0013307,-1.5471e-022,1,0.025215,0.025215,-0.025,0
-7.2499,-0.32336,0.028199,-1.3472e-022,10.834,0.16663,9.0349e-005,0.0092507,-0.0014077,2.0555e-023,1,0.02542,0.02542,-0.025,0
-7.2575,-0.32746,0.028396,-1.4906e-021,10.896,0.16653,9.0014e-005,0.0094299,-0.0014201,2.2738e-022,1,0.025625,0.025625,-0.025,0
-7.2651,-0.33157,0.028592,-2.847e-021,10.958,0.16642,8.9678e-005,0.0096091,-0.0014325,4.3417e-022,1,0.02583,0.02583,-0.025,0
-7.2727,-0.33569,0.028788,-4.2039e-021,11.02,0.16632,8.9342e-005,0.0097882,-0.0014448,6.4091e-022,1,0.026035,0.026035,-0.025,0
-7.2801,-0.33984,0.027954,-4.8034e-021,13.102,0.16603,8.6369e-005,0.009949,-0.0013647,7.3212e-022,1,0.02624,0.02624,-0.025,0
-7.2874,-0.34404,0.026306,-4.8043e-021,16.779,0.16561,8.1312e-005,0.010095,-0.0012116,7.3205e-022,1,0.026445,0.026445,-0.025,0
-7.2946,-0.34823,0.024657,-4.8051e-021,20.456,0.16519,7.6252e-005,0.010241,-0.0010585,7.3198e-022,1,0.02665,0.02665,-0.025,0
-7.3019,-0.35242,0.023008,-4.8059e-021,24.132,0.16477,7.1191e-005,0.010388,-0.00090546,7.319e-022,1,0.026855,0.026855,-0.025,0
-7.3088,-0.3564,0.022031,-1.5726e-021,27.998,0.16588,6.6686e-005,0.010476,-0.0008097,7.3547e-022,1,0.02706,0.02706,-0.025,0
-7.3157,-0.36038,0.02106,1.6937e-021,31.864,0.167,6.2184e-005,0.010564,-0.00071453,7.3908e-022,1,0.027265,0.027265,-0.025,0
-7.3226,-0.36435,0.020089,4.9611e-021,35.731,0.16812,5.7681e-005,0.010652,-0.00061937,7.4268e-022,1,0.02747,0.02747,-0.025,0
-7.3295,-0.36826,0.019631,7.495e-021,38.355,0.16976,5.5175e-005,0.010756,-0.00057193,6.6469e-022,1,0.027675,0.027675,-0.025,0
-7.3363,-0.37207,0.019962,8.9004e-021,39.069,0.17218,5.5739e-005,0.010885,-0.00059779,4.6134e-022,1,0.02788,0.02788,-0.025,0
-7.3432,-0.37588,0.020294,1.0306e-020,39.782,0.17461,5.6303e-005,0.011013,-0.00062364,2.5803e-022,1,0.028085,0.028085,-0.025,0
-7.35,-0.37969,0.020625,1.1713e-020,40.496,0.17704,5.6867e-005,0.011142,-0.00064948,5.4764e-023,1,0.02829,0.02829,-0.025,0
-7.3572,-0.38354,0.020914,1.0573e-020,41.28,0.17922,5.729e-005,0.01131,-0.00067702,-1.4896e-022,1,0.028495,0.028495,-0.025,0
-7.3645,-0.38739,0.021189,8.6724e-021,42.085,0.18133,5.7672e-005,0.011491,-0.00070506,-3.5278e-022,1,0.0287,0.0287,-0.025,0
-7.3717,-0.39125,0.021465,6.7713e-021,42.89,0.18344,5.8053e-005,0.011671,-0.00073309,-5.5657e-022,1,0.028905,0.028905,-0.025,0
-7.379,-0.39512,0.021714,5.0818e-021,43.691,0.18556,5.8445e-005,0.011853,-0.00075893,-7.3571e-022,1,0.02911,0.02911,-0.025,0
-7.3866,-0.39899,0.021772,4.9792e-021,44.463,0.18779,5.8915e-005,0.012047,-0.00076834,-7.309e-022,1,0.029315,0.029315,-0.025,0
-7.3941,-0.40287,0.02183,4.8766e-021,45.234,0.19002,5.9385e-005,0.012241,-0.00077775,-7.2609e-022,1,0.02952,0.02952,-0.025,0
-7.4017,-0.40675,0.021887,4.7739e-021,46.005,0.19225,5.9855e-005,0.012435,-0.00078716,-7.2127e-022,1,0.029725,0.029725,-0.025,0
-7.4093,-0.41061,0.021907,5.2521e-021,46.813,0.19451,6.0321e-005,0.012629,-0.00079347,-8.0227e-022,1,0.02993,0.02993,-0.025,0
-7.4169,-0.41444,0.021878,6.4779e-021,47.668,0.19681,6.0784e-005,0.012823,-0.00079579,-9.9361e-022,1,0.030135,0.030135,-0.025,0
-7.4245,-0.41828,0.021849,7.704e-021,48.522,0.19911,6.1246e-005,0.013017,-0.00079812,-1.1849e-021,1,0.03034,0.03034,-0.025,0
-7.4322,-0.42212,0.02182,8.9307e-021,49.376,0.20142,6.1708e-005,0.013211,-0.00080044,-1.3762e-021,1,0.030545,0.030545,-0.025,0
-7.4399,-0.42593,0.021793,8.3459e-021,50.235,0.20372,6.2177e-005,0.013405,-0.00080361,-1.2881e-021,1,0.03075,0.03075,-0.025,0
-7.4476,-0.42972,0.021767,7.0845e-021,51.095,0.20603,6.2648e-005,0.0136,-0.0008071,-1.0959e-021,1,0.030955,0.030955,-0.025,0
-7.4553,-0.43351,0.021741,5.8227e-021,51.955,0.20833,6.3119e-005,0.013794,-0.00081058,-9.0367e-022,1,0.03116,0.03116,-0.025,0
-7.463,-0.43731,0.021715,4.5604e-021,52.815,0.21064,6.359e-005,0.013989,-0.00081406,-7.1149e-022,1,0.031365,0.031365,-0.025,0
-7.4708,-0.44106,0.021676,3.3532e-021,53.719,0.213,6.4063e-005,0.014188,-0.00081703,-5.2304e-022,1,0.03157,0.03157,-0.025,0
-7.4785,-0.44482,0.021637,2.1461e-021,54.624,0.21537,6.4535e-005,0.014387,-0.00082,-3.3465e-022,1,0.031775,0.031775,-0.025,0
-7.4863,-0.44859,0.021598,9.3853e-022,55.529,0.21773,6.5008e-005,0.014587,-0.00082296,-1.4631e-022,1,0.03198,0.03198,-0.025,0
-7.494,-0.45234,0.021557,0,56.439,0.2201,6.5482e-005,0.014787,-0.00082575,0,1,0.032185,0.032185,-0.025,0
-7.5018,-0.45606,0.021507,0,57.368,0.22248,6.5958e-005,0.014988,-0.00082791,0,1,0.03239,0.03239,-0.025,0
-7.5095,-0.45978,0.021458,0,58.296,0.22486,6.6434e-005,0.01519,-0.00083008,0,1,0.032595,0.032595,-0.025,0
-7.5173,-0.4635,0.021409,0,59.225,0.22724,6.691e-005,0.015391,-0.00083224,0,1,0.0328,0.0328,-0.025,0
-7.525,-0.4672,0.021356,0,60.168,0.22964,6.7386e-005,0.015594,-0.00083417,0,1,0.033005,0.033005,-0.025,0
-7.5327,-0.47088,0.0213,0,61.131,0.23206,6.7864e-005,0.015798,-0.0008358,0,1,0.03321,0.03321,-0.025,0
-7.5404,-0.47456,0.021243,0,62.093,0.23448,6.8341e-005,0.016002,-0.00083742,0,1,0.033415,0.033415,-0.025,0
-7.5481,-0.47824,0.021187,0,63.056,0.2369,6.8818e-005,0.016206,-0.00083904,0,1,0.03362,0.03362,-0.025,0
-7.5558,-0.48189,0.021128,0,64.036,0.23934,6.9296e-005,0.016412,-0.00084043,0,1,0.033825,0.033825,-0.025,0
-7.5635,-0.48553,0.021067,0,65.027,0.24178,6.9775e-005,0.016618,-0.00084167,0,1,0.03403,0.03403,-0.025,0
-7.5711,-0.48917,0.021006,0,66.018,0.24423,7.0253e-005,0.016824,-0.0008429,0,1,0.034235,0.034235,-0.025,0
-7.5787,-0.49281,0.020945,0,67.01,0.24667,7.0732e-005,0.01703,-0.00084413,0,1,0.03444,0.03444,-0.025,0
-7.5863,-0.49641,0.020882,-7.1518e-022,68.024,0.24914,7.121e-005,0.017237,-0.00084515,1.2857e-022,1,0.034645,0.034645,-0.025,0
-7.5939,-0.5,0.020818,-1.6754e-021,69.047,0.25161,7.1689e-005,0.017445,-0.0008461,3.0112e-022,1,0.03485,0.03485,-0.025,0
