0.0762 	-0.0254 	5.42101e-20 	6.01091 	0
0.0762 	-0.0243386 	5.42101e-20 	5.98208 	0.000234876
0.0762 	-0.0232772 	1.0842e-19 	5.91909 	0.000625749
0.0762 	-0.0222158 	1.0842e-19 	5.84112 	0.00109097
0.0762 	-0.0211544 	1.0842e-19 	5.75416 	0.00160973
0.0762 	-0.020093 	1.0842e-19 	5.66029 	0.0021675
0.0762 	-0.0190316 	1.0842e-19 	5.56174 	0.00275295
0.0762 	-0.0179701 	1.0842e-19 	5.46156 	0.00334913
0.0762 	-0.0169087 	1.0842e-19 	5.36406 	0.00392554
0.0762 	-0.0158473 	5.42101e-20 	5.27326 	0.00445244
0.0762 	-0.0147859 	5.42101e-20 	5.19108 	0.00491674
0.0762 	-0.0137245 	8.13152e-20 	5.11747 	0.0053174
0.0762 	-0.0126631 	1.35525e-19 	5.05164 	0.00565787
0.0762 	-0.0116017 	1.35525e-19 	4.99265 	0.00594246
0.0762 	-0.0105403 	1.35525e-19 	4.93958 	0.0061752
0.0762 	-0.00947888 	1.35525e-19 	4.89156 	0.00635961
0.0762 	-0.00841748 	1.35525e-19 	4.84774 	0.00649878
0.0762 	-0.00735607 	1.89735e-19 	4.80742 	0.00659539
0.0762 	-0.00629466 	1.89735e-19 	4.77089 	0.00665061
0.0762 	-0.00545097 	1.6263e-19 	4.74144 	0.00666936
0.0762 	-0.00465081 	1.6263e-19 	4.71486 	0.00666566
0.0762 	-0.00389057 	1.6263e-19 	4.68986 	0.00664414
0.0762 	-0.00316694 	1.0842e-19 	4.66605 	0.00660794
0.0762 	-0.00247689 	1.0842e-19 	4.64313 	0.0065597
0.0762 	-0.00181761 	8.13152e-20 	4.62086 	0.00650157
0.0762 	-0.00118657 	8.13152e-20 	4.59907 	0.0064353
0.0762 	-0.000581417 	5.42101e-20 	4.57763 	0.00636229
0.0762 	0 	8.13152e-20 	4.55665 	0.00628442
0.0762 	0.000530507 	5.42101e-20 	4.53628 	0.00620374
0.0762 	0.00108426 	5.42101e-20 	4.51489 	0.00611457
0.0762 	0.00166366 	8.13152e-20 	4.4918 	0.00601408
0.0762 	0.00227133 	8.13152e-20 	4.4668 	0.0059011
0.0762 	0.00291019 	8.13152e-20 	4.43962 	0.00577431
0.0762 	0.00358346 	5.42101e-20 	4.41 	0.00563216
0.0762 	0.00429466 	5.42101e-20 	4.37831 	0.00547627
0.0762 	0.00495729 	0 	4.34648 	0.0053161
0.0762 	0.00566663 	0 	4.31233 	0.00513979
0.0762 	0.00643045 	0 	4.27467 	0.00494029
0.0762 	0.00725782 	-5.42101e-20 	4.23303 	0.00471305
0.0762 	0.00815933 	-5.42101e-20 	4.1869 	0.00445229
0.0762 	0.00914732 	-5.42101e-20 	4.13582 	0.00415059
0.0762 	0.0102362 	-1.0842e-19 	4.07929 	0.00379852
0.0762 	0.0114428 	-1.0842e-19 	4.01728 	0.00338574
0.0762 	0.0127866 	-1.0842e-19 	3.95105 	0.00291744
0.0762 	0.0142906 	-1.0842e-19 	3.88375 	0.00242683
0.0762 	0.0158499 	-1.0842e-19 	3.82301 	0.00196979
0.0762 	0.0172392 	-1.0842e-19 	3.77577 	0.00159242
0.0762 	0.0184768 	-5.42101e-20 	3.73934 	0.00128086
0.0762 	0.0195795 	-8.13152e-20 	3.71104 	0.00102108
0.0762 	0.0205618 	-2.71051e-20 	3.68883 	0.000803444
0.0762 	0.021437 	2.71051e-20 	3.67142 	0.00062272
0.0762 	0.0222166 	2.71051e-20 	3.65787 	0.000481632
0.0762 	0.0229113 	2.71051e-20 	3.64708 	0.000378942
0.0762 	0.0235301 	2.71051e-20 	3.63763 	0.000298884
0.0762 	0.0240814 	2.71051e-20 	3.62861 	0.000226978
0.0762 	0.0245726 	0 	3.61897 	0.000156774
0.0762 	0.0250102 	2.71051e-20 	3.60841 	6.20805e-05
0.0762 	0.0254 	2.03288e-20 	3.60306 	0
0.0762 	0.0254 	-7.45389e-20 	3.60306 	0
