0.0762 	-0.0254 	5.42101e-20 	-6.77758 	0.33081 	3.44341e-06
0.0762 	-0.0243386 	5.42101e-20 	-6.7793 	0.590061 	0.000275427
0.0762 	-0.0232772 	1.0842e-19 	-6.78487 	1.07107 	0.000787984
0.0762 	-0.0222158 	1.0842e-19 	-6.79172 	1.46806 	0.00139209
0.0762 	-0.0211544 	1.0842e-19 	-6.80013 	1.79334 	0.00195637
0.0762 	-0.020093 	1.0842e-19 	-6.80937 	2.07768 	0.00244873
0.0762 	-0.0190316 	1.0842e-19 	-6.81921 	2.33539 	0.00286156
0.0762 	-0.0179701 	1.0842e-19 	-6.82941 	2.57402 	0.00319586
0.0762 	-0.0169087 	1.0842e-19 	-6.83966 	2.79804 	0.00345567
0.0762 	-0.0158473 	5.42101e-20 	-6.84955 	3.0104 	0.00364575
0.0762 	-0.0147859 	5.42101e-20 	-6.85859 	3.21328 	0.00377136
0.0762 	-0.0137245 	8.13152e-20 	-6.86619 	3.40847 	0.00383778
0.0762 	-0.0126631 	1.35525e-19 	-6.87163 	3.59748 	0.00385007
0.0762 	-0.0116017 	1.35525e-19 	-6.87413 	3.78167 	0.00381308
0.0762 	-0.0105403 	1.35525e-19 	-6.87276 	3.96214 	0.00373152
0.0762 	-0.00947888 	1.35525e-19 	-6.86648 	4.13947 	0.00361008
0.0762 	-0.00841748 	1.35525e-19 	-6.8542 	4.31322 	0.0034536
0.0762 	-0.00735607 	1.89735e-19 	-6.83477 	4.481 	0.00326718
0.0762 	-0.00629466 	1.89735e-19 	-6.80783 	4.63267 	0.00306177
0.0762 	-0.00545097 	1.6263e-19 	-6.77841 	4.74545 	0.00287466
0.0762 	-0.00465081 	1.6263e-19 	-6.74573 	4.828 	0.00269541
0.0762 	-0.00389057 	1.6263e-19 	-6.70957 	4.87541 	0.00252099
0.0762 	-0.00316694 	1.0842e-19 	-6.67047 	4.88035 	0.00235424
0.0762 	-0.00247689 	1.0842e-19 	-6.62911 	4.83462 	0.00219689
0.0762 	-0.00181761 	8.13152e-20 	-6.58625 	4.72903 	0.00204913
0.0762 	-0.00118657 	8.13152e-20 	-6.54247 	4.55743 	0.00191232
0.0762 	-0.000581417 	5.42101e-20 	-6.49841 	4.31593 	0.0017853
0.0762 	0 	8.13152e-20 	-6.45514 	4.00836 	0.00166704
0.0762 	0.000530507 	5.42101e-20 	-6.41363 	3.64734 	0.00155864
0.0762 	0.00108426 	5.42101e-20 	-6.37098 	3.2135 	0.00145148
0.0762 	0.00166366 	8.13152e-20 	-6.32638 	2.70435 	0.00134257
0.0762 	0.00227133 	8.13152e-20 	-6.28015 	2.14144 	0.00123126
0.0762 	0.00291019 	8.13152e-20 	-6.23282 	1.56635 	0.00111535
0.0762 	0.00358346 	5.42101e-20 	-6.18497 	1.04417 	0.000995414
0.0762 	0.00429466 	5.42101e-20 	-6.13807 	0.654302 	0.000886868
0.0762 	0.00495729 	0 	-6.09441 	0.435373 	0.00081557
0.0762 	0.00566663 	0 	-6.04976 	0.330414 	0.000782764
0.0762 	0.00643045 	0 	-6.00283 	0.288339 	0.000777585
0.0762 	0.00725782 	-5.42101e-20 	-5.95369 	0.274637 	0.000784293
0.0762 	0.00815933 	-5.42101e-20 	-5.90253 	0.271053 	0.000791445
0.0762 	0.00914732 	-5.42101e-20 	-5.84948 	0.270321 	0.000795741
0.0762 	0.0102362 	-1.0842e-19 	-5.79461 	0.270178 	0.000797631
0.0762 	0.0114428 	-1.0842e-19 	-5.73814 	0.270078 	0.000798103
0.0762 	0.0127866 	-1.0842e-19 	-5.6805 	0.269938 	0.000797736
0.0762 	0.0142906 	-1.0842e-19 	-5.62296 	0.26974 	0.000795957
0.0762 	0.0158499 	-1.0842e-19 	-5.57082 	0.269318 	0.000789466
0.0762 	0.0172392 	-1.0842e-19 	-5.53001 	0.268319 	0.000771542
0.0762 	0.0184768 	-5.42101e-20 	-5.49898 	0.266266 	0.000731796
0.0762 	0.0195795 	-8.13152e-20 	-5.47588 	0.263003 	0.000660835
0.0762 	0.0205618 	-2.71051e-20 	-5.45918 	0.260055 	0.000558403
0.0762 	0.021437 	2.71051e-20 	-5.44748 	0.261875 	0.000436942
0.0762 	0.0222166 	2.71051e-20 	-5.43942 	0.280767 	0.000321034
0.0762 	0.0229113 	2.71051e-20 	-5.43346 	0.341538 	0.000234653
0.0762 	0.0235301 	2.71051e-20 	-5.42855 	0.470029 	0.000181409
0.0762 	0.0240814 	2.71051e-20 	-5.42425 	0.66231 	0.000145354
0.0762 	0.0245726 	0 	-5.42508 	0.880371 	0.000108077
0.0762 	0.0250102 	2.71051e-20 	-5.43753 	1.13268 	6.60885e-05
0.0762 	0.0254 	2.03288e-20 	-5.44687 	1.27333 	3.50364e-07
0.0762 	0.0254 	-7.45389e-20 	-5.44687 	1.27333 	3.50364e-07
