0 	0 	0 	-6.49955 	2.10049e-07
0 	0 	0 	-6.49955 	2.10049e-07
0 	0 	1.0842e-19 	-6.49955 	2.10049e-07
0 	0.000313389 	0 	-5.11346 	0.000203
0 	0.000659034 	0 	-4.71243 	0.000510407
0 	0.00104025 	0 	-4.47354 	0.000951798
0 	0.00146071 	0 	-4.35008 	0.00150826
0 	0.00192444 	0 	-4.28458 	0.0021884
0 	0.0024359 	0 	-4.26174 	0.00299898
0 	0.003 	0 	-4.27129 	0.00387918
0 	0.00344061 	0 	-4.30043 	0.00471365
0 	0.0039546 	0 	-4.34649 	0.00562188
0 	0.00455418 	0 	-4.41152 	0.00668877
0 	0.0052536 	0 	-4.49609 	0.00792513
0 	0.0060695 	0 	-4.59975 	0.00933036
0 	0.00702128 	0 	-4.72049 	0.0108823
0 	0.00813155 	0 	-4.8544 	0.0125202
0 	0.00942671 	0 	-4.99507 	0.0141162
0 	0.0109376 	0 	-5.13278 	0.0154246
0 	0.0127 	0 	-5.25253 	0.0159857
0 	0.0144826 	0 	-5.33263 	0.015405
0 	0.0160708 	0 	-5.37471 	0.0139994
0 	0.0174856 	0 	-5.39404 	0.0122048
0 	0.0187461 	5.42101e-20 	-5.40142 	0.0102837
0 	0.0198691 	5.42101e-20 	-5.40355 	0.00839588
0 	0.0208696 	5.42101e-20 	-5.40441 	0.00663603
0 	0.0217609 	0 	-5.4061 	0.0050561
0 	0.0225549 	0 	-5.40961 	0.00368088
0 	0.0232624 	0 	-5.41355 	0.00251887
0 	0.0238926 	0 	-5.4159 	0.00157085
0 	0.0244541 	0 	-5.45142 	0.000834542
0 	0.0249543 	-5.42101e-20 	-5.42188 	0.000341528
0 	0.0254 	-5.42101e-20 	-5.35929 	3.53381e-06
0 	0.0254 	-5.42101e-20 	-5.35929 	3.53381e-06
