"p","U:0","U:1","U:2","nuTilda","nut","wallShearStress:0","wallShearStress:1","wallShearStress:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
51.719,-0.02349,-0.054455,-3.2912e-019,6.681e-005,5.8923e-005,0.0027704,0.0020325,3.6769e-020,1,0.07339,0.07339,-0.025,0
51.731,-0.01488,-0.054881,-3.9168e-019,6.6389e-005,5.8481e-005,0.0025247,0.0020619,4.1499e-020,1,0.073595,0.073595,-0.025,0
51.742,-0.0062672,-0.055306,-4.5427e-019,6.5967e-005,5.8039e-005,0.002279,0.0020914,4.6228e-020,1,0.0738,0.0738,-0.025,0
51.751,0.0024827,-0.055579,-4.8896e-019,6.5547e-005,5.759e-005,0.0020035,0.0021192,4.7603e-020,1,0.074005,0.074005,-0.025,0
51.759,0.011316,-0.05576,-5.0685e-019,6.5128e-005,5.7138e-005,0.00171,0.0021461,4.6961e-020,1,0.07421,0.07421,-0.025,0
51.767,0.020153,-0.055941,-5.2474e-019,6.4708e-005,5.6686e-005,0.0014165,0.002173,4.6319e-020,1,0.074415,0.074415,-0.025,0
51.775,0.028993,-0.056123,-5.4265e-019,6.4288e-005,5.6233e-005,0.0011231,0.0021999,4.5677e-020,1,0.07462,0.07462,-0.025,0
51.784,0.037835,-0.056304,-5.6055e-019,6.3868e-005,5.578e-005,0.00082979,0.0022268,4.5035e-020,1,0.074825,0.074825,-0.025,0
51.791,0.046666,-0.056358,-5.5901e-019,6.344e-005,5.5317e-005,0.00053044,0.0022459,4.3409e-020,1,0.07503,0.07503,-0.025,0
51.797,0.055448,-0.056021,-4.9748e-019,6.2983e-005,5.4823e-005,0.0002124,0.002241,3.8746e-020,1,0.075235,0.075235,-0.025,0
51.802,0.064234,-0.055684,-4.3592e-019,6.2527e-005,5.4329e-005,-0.00010557,0.0022361,3.4085e-020,1,0.07544,0.07544,-0.025,0
51.808,0.073023,-0.055347,-3.7434e-019,6.207e-005,5.3834e-005,-0.00042347,0.0022312,2.9425e-020,1,0.075645,0.075645,-0.025,0
51.814,0.081816,-0.05501,-3.1274e-019,6.1614e-005,5.334e-005,-0.0007413,0.0022263,2.4766e-020,1,0.07585,0.07585,-0.025,0
51.819,0.090611,-0.054672,-2.5112e-019,6.1157e-005,5.2845e-005,-0.0010591,0.0022214,2.0108e-020,1,0.076055,0.076055,-0.025,0
51.823,0.098865,-0.054025,-2.0406e-019,6.0663e-005,5.2319e-005,-0.0013552,0.0021973,1.6378e-020,1,0.07626,0.07626,-0.025,0
51.827,0.10701,-0.053311,-1.6011e-019,6.0162e-005,5.1786e-005,-0.0016468,0.002169,1.2846e-020,1,0.076465,0.076465,-0.025,0
51.83,0.11515,-0.052597,-1.1614e-019,5.966e-005,5.1253e-005,-0.0019382,0.0021408,9.3155e-021,1,0.07667,0.07667,-0.025,0
51.834,0.1233,-0.051883,-7.2148e-020,5.9158e-005,5.072e-005,-0.0022296,0.0021126,5.7855e-021,1,0.076875,0.076875,-0.025,0
51.837,0.13145,-0.051169,-2.8146e-020,5.8655e-005,5.0187e-005,-0.0025209,0.0020844,2.2563e-021,1,0.07708,0.07708,-0.025,0
51.84,0.13936,-0.050389,0,5.8143e-005,4.9646e-005,-0.0028017,0.0020539,0,1,0.077285,0.077285,-0.025,0
51.841,0.14686,-0.049492,0,5.7614e-005,4.9092e-005,-0.0030637,0.0020195,0,1,0.07749,0.07749,-0.025,0
51.843,0.15436,-0.048595,0,5.7085e-005,4.8538e-005,-0.0033256,0.001985,0,1,0.077695,0.077695,-0.025,0
51.844,0.16186,-0.047698,0,5.6555e-005,4.7983e-005,-0.0035875,0.0019506,0,1,0.0779,0.0779,-0.025,0
51.846,0.16937,-0.0468,0,5.6025e-005,4.7429e-005,-0.0038494,0.0019161,0,1,0.078105,0.078105,-0.025,0
51.847,0.17688,-0.045902,0,5.5495e-005,4.6874e-005,-0.0041112,0.0018817,0,1,0.07831,0.07831,-0.025,0
51.848,0.18373,-0.044925,0,5.4952e-005,4.6309e-005,-0.0043466,0.0018452,0,1,0.078515,0.078515,-0.025,0
51.848,0.19047,-0.043933,0,5.4406e-005,4.5743e-005,-0.0045776,0.0018083,0,1,0.07872,0.07872,-0.025,0
51.848,0.19722,-0.042941,0,5.386e-005,4.5177e-005,-0.0048084,0.0017714,0,1,0.078925,0.078925,-0.025,0
51.848,0.20396,-0.041949,0,5.3314e-005,4.461e-005,-0.0050393,0.0017345,0,1,0.07913,0.07913,-0.025,0
51.848,0.21071,-0.040957,0,5.2768e-005,4.4044e-005,-0.00527,0.0016977,0,1,0.079335,0.079335,-0.025,0
51.848,0.21718,-0.039918,0,5.2217e-005,4.3474e-005,-0.0054902,0.0016593,0,1,0.07954,0.07954,-0.025,0
51.847,0.223,-0.038776,0,5.1657e-005,4.2896e-005,-0.0056865,0.0016176,0,1,0.079745,0.079745,-0.025,0
51.846,0.22883,-0.037634,0,5.1097e-005,4.2319e-005,-0.0058827,0.0015758,0,1,0.07995,0.07995,-0.025,0
51.845,0.23466,-0.036491,0,5.0536e-005,4.1741e-005,-0.0060789,0.0015341,0,1,0.080155,0.080155,-0.025,0
51.843,0.24049,-0.035347,0,4.9976e-005,4.1163e-005,-0.0062751,0.0014924,0,1,0.08036,0.08036,-0.025,0
51.842,0.24632,-0.034204,0,4.9415e-005,4.0585e-005,-0.0064712,0.0014506,0,1,0.080565,0.080565,-0.025,0
51.841,0.25137,-0.032888,1.7718e-020,4.884e-005,3.9996e-005,-0.0066387,0.0014024,0,1,0.08077,0.08077,-0.025,0
51.839,0.2561,-0.031504,4.2524e-020,4.826e-005,3.9403e-005,-0.0067949,0.0013514,0,1,0.080975,0.080975,-0.025,0
51.837,0.26084,-0.03012,6.7338e-020,4.7679e-005,3.8811e-005,-0.006951,0.0013005,0,1,0.08118,0.08118,-0.025,0
51.835,0.26558,-0.028735,9.2161e-020,4.7098e-005,3.8218e-005,-0.007107,0.0012496,0,1,0.081385,0.081385,-0.025,0
51.833,0.27031,-0.027349,1.1699e-019,4.6517e-005,3.7624e-005,-0.0072631,0.0011988,0,1,0.08159,0.08159,-0.025,0
51.831,0.27495,-0.025941,1.4191e-019,4.5935e-005,3.7029e-005,-0.0074151,0.0011469,0,1,0.081795,0.081795,-0.025,0
51.828,0.27837,-0.024272,1.6775e-019,4.5343e-005,3.6412e-005,-0.007521,0.0010828,0,1,0.082,0.082,-0.025,0
51.825,0.28179,-0.022604,1.9359e-019,4.4752e-005,3.5794e-005,-0.0076268,0.0010188,0,1,0.082205,0.082205,-0.025,0
51.823,0.28521,-0.020934,2.1944e-019,4.416e-005,3.5177e-005,-0.0077326,0.00095472,0,1,0.08241,0.08241,-0.025,0
51.82,0.28864,-0.019264,2.453e-019,4.3568e-005,3.4559e-005,-0.0078385,0.00089071,0,1,0.082615,0.082615,-0.025,0
51.818,0.29206,-0.017594,2.7117e-019,4.2976e-005,3.3941e-005,-0.0079442,0.00082671,0,1,0.08282,0.08282,-0.025,0
51.815,0.29486,-0.015784,2.7692e-019,4.2362e-005,3.3306e-005,-0.0080223,0.0007567,0,1,0.083025,0.083025,-0.025,0
51.812,0.29672,-0.013765,2.525e-019,4.1717e-005,3.2645e-005,-0.0080588,0.00067768,0,1,0.08323,0.08323,-0.025,0
51.809,0.29858,-0.011745,2.2807e-019,4.1072e-005,3.1984e-005,-0.0080953,0.00059867,0,1,0.083435,0.083435,-0.025,0
51.807,0.30044,-0.009725,2.0364e-019,4.0426e-005,3.1323e-005,-0.0081319,0.00051969,0,1,0.08364,0.08364,-0.025,0
51.804,0.3023,-0.007704,1.7919e-019,3.978e-005,3.0661e-005,-0.0081684,0.00044072,0,1,0.083845,0.083845,-0.025,0
51.801,0.30416,-0.0056822,1.5474e-019,3.9134e-005,3e-005,-0.0082049,0.00036177,0,1,0.08405,0.08405,-0.025,0
51.799,0.30477,-0.0034009,1.3994e-019,3.8439e-005,2.9286e-005,-0.0081862,0.0002785,-1.2034e-021,1,0.084255,0.084255,-0.025,0
51.798,0.30477,-0.0009955,1.2974e-019,3.7721e-005,2.8548e-005,-0.0081413,0.00019319,-2.9801e-021,1,0.08446,0.08446,-0.025,0
51.796,0.30478,0.0014109,1.1954e-019,3.7003e-005,2.7809e-005,-0.0080964,0.00010789,-4.7565e-021,1,0.084665,0.084665,-0.025,0
51.795,0.30478,0.0038182,1.0934e-019,3.6285e-005,2.707e-005,-0.0080515,2.2613e-005,-6.5324e-021,1,0.08487,0.08487,-0.025,0
51.793,0.30479,0.0062262,9.9134e-020,3.5566e-005,2.633e-005,-0.0080066,-6.2644e-005,-8.3079e-021,1,0.085075,0.085075,-0.025,0
51.792,0.30479,0.0086353,8.8923e-020,3.4847e-005,2.5591e-005,-0.0079617,-0.00014789,-1.0083e-020,1,0.08528,0.08528,-0.025,0
51.79,0.30197,0.011409,1.0521e-019,3.4063e-005,2.4863e-005,-0.0078219,-0.00024159,-1.2067e-020,1,0.085485,0.085485,-0.025,0
51.789,0.29887,0.014219,1.2413e-019,3.3273e-005,2.4136e-005,-0.0076726,-0.00033612,-1.407e-020,1,0.08569,0.08569,-0.025,0
51.787,0.29577,0.01703,1.4306e-019,3.2483e-005,2.3409e-005,-0.0075234,-0.00043063,-1.6074e-020,1,0.085895,0.085895,-0.025,0
51.786,0.29266,0.019843,1.62e-019,3.1692e-005,2.2681e-005,-0.0073742,-0.00052512,-1.8077e-020,1,0.0861,0.0861,-0.025,0
51.784,0.28956,0.022657,1.8095e-019,3.0901e-005,2.1953e-005,-0.007225,-0.00061959,-2.0079e-020,1,0.086305,0.086305,-0.025,0
51.783,0.28612,0.025455,1.9661e-019,3.0151e-005,2.1279e-005,-0.0070604,-0.00071357,-2.1717e-020,1,0.08651,0.08651,-0.025,0
51.779,0.27958,0.028109,1.816e-019,2.9782e-005,2.1099e-005,-0.006752,-0.00080317,-1.9967e-020,1,0.086715,0.086715,-0.025,0
51.775,0.27305,0.030764,1.6659e-019,2.9413e-005,2.092e-005,-0.0064437,-0.00089276,-1.8218e-020,1,0.08692,0.08692,-0.025,0
51.772,0.26651,0.033419,1.5157e-019,2.9044e-005,2.074e-005,-0.0061355,-0.00098233,-1.6469e-020,1,0.087125,0.087125,-0.025,0
51.768,0.25997,0.036076,1.3655e-019,2.8675e-005,2.0561e-005,-0.0058274,-0.0010719,-1.472e-020,1,0.08733,0.08733,-0.025,0
51.765,0.25342,0.038733,1.2152e-019,2.8305e-005,2.0381e-005,-0.0055193,-0.0011614,-1.2972e-020,1,0.087535,0.087535,-0.025,0
51.76,0.24642,0.041029,9.8574e-020,2.8112e-005,2.034e-005,-0.0051934,-0.001255,-1.117e-020,1,0.08774,0.08774,-0.025,0
51.751,0.23798,0.042173,5.0459e-020,2.8479e-005,2.0742e-005,-0.0048109,-0.0013615,-9.1967e-021,1,0.087945,0.087945,-0.025,0
51.742,0.22954,0.043318,2.3264e-021,2.8845e-005,2.1143e-005,-0.0044285,-0.001468,-7.224e-021,1,0.08815,0.08815,-0.025,0
51.734,0.22109,0.044463,-4.5822e-020,2.9212e-005,2.1545e-005,-0.0040462,-0.0015745,-5.2517e-021,1,0.088355,0.088355,-0.025,0
51.725,0.21264,0.045609,-9.399e-020,2.958e-005,2.1947e-005,-0.0036639,-0.001681,-3.2799e-021,1,0.08856,0.08856,-0.025,0
51.716,0.20418,0.046755,-1.4218e-019,2.9947e-005,2.2349e-005,-0.0032817,-0.0017874,-1.3084e-021,1,0.088765,0.088765,-0.025,0
51.702,0.19398,0.04725,-1.7418e-019,3.0477e-005,2.2734e-005,-0.0028468,-0.001847,0,1,0.08897,0.08897,-0.025,0
51.679,0.18034,0.046458,-1.7422e-019,3.1327e-005,2.3088e-005,-0.0023076,-0.0018143,0,1,0.089175,0.089175,-0.025,0
51.656,0.16669,0.045666,-1.7425e-019,3.2179e-005,2.3441e-005,-0.0017686,-0.0017816,0,1,0.08938,0.08938,-0.025,0
51.633,0.15304,0.044874,-1.7428e-019,3.303e-005,2.3795e-005,-0.0012296,-0.0017489,0,1,0.089585,0.089585,-0.025,0
51.61,0.13938,0.044081,-1.7431e-019,3.3882e-005,2.4149e-005,-0.00069081,-0.0017162,0,1,0.08979,0.08979,-0.025,0
51.587,0.12571,0.043289,-1.7434e-019,3.4734e-005,2.4503e-005,-0.00015213,-0.0016836,0,1,0.089995,0.089995,-0.025,0
51.556,0.11907,0.047225,-1.2395e-019,3.5435e-005,2.4882e-005,2.6803e-005,-0.0019205,-2.066e-021,1,0.0902,0.0902,-0.025,0
51.514,0.12357,0.058654,6.3284e-021,3.5898e-005,2.5301e-005,-0.00036384,-0.0025844,-7.4034e-021,1,0.090405,0.090405,-0.025,0
51.472,0.12806,0.070086,1.3665e-019,3.6361e-005,2.5719e-005,-0.00075437,-0.003248,-1.2739e-020,1,0.09061,0.09061,-0.025,0
51.429,0.13256,0.081524,2.6703e-019,3.6824e-005,2.6139e-005,-0.0011448,-0.0039116,-1.8074e-020,1,0.090815,0.090815,-0.025,0
51.387,0.13705,0.092965,3.9746e-019,3.7287e-005,2.6558e-005,-0.0015352,-0.004575,-2.3408e-020,1,0.09102,0.09102,-0.025,0
51.345,0.14155,0.10441,5.2793e-019,3.775e-005,2.6977e-005,-0.0019255,-0.0052382,-2.874e-020,1,0.091225,0.091225,-0.025,0
51.288,0.13924,0.1167,6.0737e-019,3.8369e-005,2.7825e-005,-0.002166,-0.0058447,-3.1982e-020,1,0.09143,0.09143,-0.025,0
51.208,0.12633,0.1303,6.0748e-019,3.9228e-005,2.934e-005,-0.002174,-0.0063632,-3.1979e-020,1,0.091635,0.091635,-0.025,0
51.129,0.11342,0.14391,6.076e-019,4.0088e-005,3.0856e-005,-0.0021819,-0.0068815,-3.1975e-020,1,0.09184,0.09184,-0.025,0
51.049,0.1005,0.15751,6.0771e-019,4.0948e-005,3.2372e-005,-0.0021899,-0.0073997,-3.1971e-020,1,0.092045,0.092045,-0.025,0
50.97,0.087584,0.17113,6.0782e-019,4.1809e-005,3.3888e-005,-0.0021978,-0.0079178,-3.1968e-020,1,0.09225,0.09225,-0.025,0
50.89,0.074658,0.18475,6.0793e-019,4.267e-005,3.5406e-005,-0.0022058,-0.0084358,-3.1964e-020,1,0.092455,0.092455,-0.025,0
50.783,0.049023,0.19504,5.7313e-019,4.3804e-005,3.7047e-005,-0.0019081,-0.0086189,-3.0125e-020,1,0.09266,0.09266,-0.025,0
50.624,-0.00025127,0.19912,4.7336e-019,4.5446e-005,3.8919e-005,-0.001042,-0.0081793,-2.4873e-020,1,0.092865,0.092865,-0.025,0
50.465,-0.049546,0.20321,3.7355e-019,4.7089e-005,4.0792e-005,-0.0001761,-0.0077398,-1.9623e-020,1,0.09307,0.09307,-0.025,0
50.306,-0.098859,0.2073,2.737e-019,4.8732e-005,4.2666e-005,0.00068961,-0.0073004,-1.4373e-020,1,0.093275,0.093275,-0.025,0
50.148,-0.14819,0.21139,1.7382e-019,5.0376e-005,4.454e-005,0.0015551,-0.0068612,-9.1252e-021,1,0.09348,0.09348,-0.025,0
49.989,-0.19754,0.21549,7.3893e-020,5.2021e-005,4.6415e-005,0.0024204,-0.006422,-3.8782e-021,1,0.093685,0.093685,-0.025,0
49.801,-0.24723,0.22034,-2.4516e-021,5.3515e-005,4.8115e-005,0.0032243,-0.0061127,0,1,0.09389,0.09389,-0.025,0
49.532,-0.29787,0.22733,-1.1858e-020,5.4582e-005,4.9318e-005,0.0038547,-0.0061714,0,1,0.094095,0.094095,-0.025,0
49.263,-0.34853,0.23433,-2.1267e-020,5.565e-005,5.0522e-005,0.004485,-0.0062301,0,1,0.0943,0.0943,-0.025,0
48.994,-0.3992,0.24133,-3.068e-020,5.6717e-005,5.1726e-005,0.0051151,-0.0062888,0,1,0.094505,0.094505,-0.025,0
48.725,-0.4499,0.24833,-4.0097e-020,5.7786e-005,5.2931e-005,0.0057451,-0.0063474,0,1,0.09471,0.09471,-0.025,0
48.455,-0.50062,0.25534,-4.9517e-020,5.8854e-005,5.4136e-005,0.0063749,-0.0064061,0,1,0.094915,0.094915,-0.025,0
48.172,-0.552,0.26221,-5.7769e-020,6.0001e-005,5.542e-005,0.0070912,-0.0065126,0,1,0.09512,0.09512,-0.025,0
47.79,-0.60797,0.26819,-5.778e-020,6.1693e-005,5.7258e-005,0.0084168,-0.0069564,0,1,0.095325,0.095325,-0.025,0
47.408,-0.66396,0.27416,-5.7791e-020,6.3387e-005,5.9097e-005,0.009742,-0.0074001,0,1,0.09553,0.09553,-0.025,0
47.027,-0.71997,0.28014,-5.7801e-020,6.5081e-005,6.0937e-005,0.011067,-0.0078437,0,1,0.095735,0.095735,-0.025,0
46.645,-0.77601,0.28612,-5.7812e-020,6.6776e-005,6.2777e-005,0.012392,-0.0082872,0,1,0.09594,0.09594,-0.025,0
46.263,-0.83206,0.2921,-5.7823e-020,6.8471e-005,6.4618e-005,0.013716,-0.0087306,0,1,0.096145,0.096145,-0.025,0
45.881,-0.88813,0.29808,-5.7834e-020,7.0167e-005,6.6459e-005,0.01504,-0.0091739,0,1,0.09635,0.09635,-0.025,0
45.42,-0.94225,0.29871,-5.2011e-020,7.2239e-005,6.8538e-005,0.016869,-0.0094325,3.7827e-022,1,0.096555,0.096555,-0.025,0
44.954,-0.99626,0.29899,-4.5816e-020,7.4336e-005,7.0632e-005,0.018729,-0.0096794,7.804e-022,1,0.09676,0.09676,-0.025,0
44.488,-1.0503,0.29928,-3.9619e-020,7.6434e-005,7.2728e-005,0.020588,-0.0099262,1.1825e-021,1,0.096965,0.096965,-0.025,0
44.022,-1.1043,0.29957,-3.3419e-020,7.8532e-005,7.4824e-005,0.022448,-0.010173,1.5844e-021,1,0.09717,0.09717,-0.025,0
43.556,-1.1584,0.29986,-2.7218e-020,8.0631e-005,7.6921e-005,0.024306,-0.01042,1.9863e-021,1,0.097375,0.097375,-0.025,0
43.09,-1.2125,0.30014,-2.1014e-020,8.2731e-005,7.9018e-005,0.026165,-0.010666,2.3881e-021,1,0.09758,0.09758,-0.025,0
42.6,-1.2616,0.2971,-1.9206e-020,8.4652e-005,8.0994e-005,0.028567,-0.010836,2.505e-021,1,0.097785,0.097785,-0.025,0
42.1,-1.3087,0.29269,-1.921e-020,8.65e-005,8.292e-005,0.031193,-0.010973,2.5047e-021,1,0.09799,0.09799,-0.025,0
41.6,-1.3559,0.28827,-1.9214e-020,8.8349e-005,8.4846e-005,0.033819,-0.01111,2.5044e-021,1,0.098195,0.098195,-0.025,0
41.101,-1.403,0.28385,-1.9217e-020,9.0199e-005,8.6773e-005,0.036444,-0.011248,2.5041e-021,1,0.0984,0.0984,-0.025,0
40.601,-1.4501,0.27944,-1.9221e-020,9.2049e-005,8.8701e-005,0.039068,-0.011385,2.5039e-021,1,0.098605,0.098605,-0.025,0
40.101,-1.4973,0.27502,-1.9224e-020,9.39e-005,9.0629e-005,0.041692,-0.011522,2.5036e-021,1,0.09881,0.09881,-0.025,0
39.608,-1.5408,0.2696,-1.7928e-020,9.5737e-005,9.2604e-005,0.044564,-0.011617,2.3341e-021,1,0.099015,0.099015,-0.025,0
39.124,-1.5793,0.26286,-1.4893e-020,9.7555e-005,9.464e-005,0.047768,-0.011654,1.9384e-021,1,0.09922,0.09922,-0.025,0
38.641,-1.6178,0.25612,-1.1857e-020,9.9373e-005,9.6678e-005,0.050971,-0.011691,1.5427e-021,1,0.099425,0.099425,-0.025,0
38.157,-1.6564,0.24937,-8.8196e-021,0.00010119,9.8716e-005,0.054173,-0.011727,1.1472e-021,1,0.09963,0.09963,-0.025,0
37.674,-1.6949,0.24262,-5.7811e-021,0.00010301,0.00010075,0.057375,-0.011764,7.5172e-022,1,0.099835,0.099835,-0.025,0
37.191,-1.7335,0.23587,-2.7414e-021,0.00010483,0.00010279,0.060576,-0.011801,3.5636e-022,1,0.10004,0.10004,-0.025,0
36.713,-1.7713,0.22908,4.6216e-022,0.00010661,0.0001048,0.063764,-0.011822,-2.4848e-023,1,0.10024,0.10024,-0.025,0
36.285,-1.8018,0.222,5.159e-021,0.00010799,0.00010645,0.066837,-0.011694,-2.7728e-022,1,0.10045,0.10045,-0.025,0
35.857,-1.8322,0.21492,9.8574e-021,0.00010937,0.00010811,0.069909,-0.011566,-5.2965e-022,1,0.10065,0.10065,-0.025,0
35.429,-1.8627,0.20784,1.4558e-020,0.00011075,0.00010977,0.072981,-0.011438,-7.8197e-022,1,0.10086,0.10086,-0.025,0
35.001,-1.8932,0.20075,1.926e-020,0.00011213,0.00011142,0.076052,-0.011311,-1.0342e-021,1,0.10107,0.10107,-0.025,0
34.574,-1.9237,0.19366,2.3964e-020,0.00011352,0.00011308,0.079122,-0.011183,-1.2864e-021,1,0.10127,0.10127,-0.025,0
34.146,-1.9542,0.18657,2.8669e-020,0.0001149,0.00011474,0.082191,-0.011055,-1.5386e-021,1,0.10148,0.10148,-0.025,0
33.775,-1.9796,0.17976,2.9609e-020,0.00011602,0.00011586,0.084988,-0.010845,-1.4638e-021,1,0.10168,0.10168,-0.025,0
33.428,-2.003,0.17305,2.9083e-020,0.00011703,0.00011678,0.087679,-0.010604,-1.2618e-021,1,0.10188,0.10188,-0.025,0
33.08,-2.0264,0.16634,2.8557e-020,0.00011805,0.00011769,0.090368,-0.010362,-1.0599e-021,1,0.10209,0.10209,-0.025,0
32.732,-2.0498,0.15963,2.8031e-020,0.00011907,0.00011861,0.093057,-0.01012,-8.5799e-022,1,0.10229,0.10229,-0.025,0
32.384,-2.0733,0.15292,2.7505e-020,0.00012008,0.00011952,0.095746,-0.0098785,-6.5616e-022,1,0.1025,0.1025,-0.025,0
32.036,-2.0967,0.1462,2.6978e-020,0.0001211,0.00012044,0.098433,-0.0096369,-4.5437e-022,1,0.10271,0.10271,-0.025,0
31.715,-2.1184,0.13962,2.5254e-020,0.00012195,0.00012115,0.10097,-0.0093676,-2.3907e-022,1,0.10291,0.10291,-0.025,0
31.459,-2.1357,0.13336,2.0623e-020,0.00012239,0.00012137,0.10312,-0.0090308,9.1376e-024,1,0.10311,0.10311,-0.025,0
31.202,-2.1531,0.1271,1.5991e-020,0.00012283,0.0001216,0.10528,-0.0086941,2.5729e-022,1,0.10332,0.10332,-0.025,0
30.946,-2.1705,0.12084,1.1356e-020,0.00012326,0.00012183,0.10744,-0.0083575,5.0537e-022,1,0.10352,0.10352,-0.025,0
30.69,-2.1879,0.11458,6.72e-021,0.0001237,0.00012205,0.1096,-0.0080209,7.534e-022,1,0.10373,0.10373,-0.025,0
30.434,-2.2053,0.10832,2.0821e-021,0.00012414,0.00012228,0.11175,-0.0076844,1.0014e-021,1,0.10394,0.10394,-0.025,0
30.178,-2.2227,0.10205,-2.5575e-021,0.00012458,0.0001225,0.11391,-0.007348,1.2493e-021,1,0.10414,0.10414,-0.025,0
29.999,-2.2359,0.096417,-4.3904e-021,0.00012525,0.00012283,0.11559,-0.0069972,1.22e-021,1,0.10435,0.10435,-0.025,0
29.838,-2.2482,0.090932,-5.5801e-021,0.00012598,0.00012318,0.11717,-0.0066433,1.1272e-021,1,0.10455,0.10455,-0.025,0
29.678,-2.2606,0.085444,-6.7703e-021,0.00012671,0.00012352,0.11874,-0.0062893,1.0344e-021,1,0.10475,0.10475,-0.025,0
29.517,-2.2729,0.079955,-7.9609e-021,0.00012744,0.00012387,0.12031,-0.0059355,9.4167e-022,1,0.10496,0.10496,-0.025,0
29.356,-2.2852,0.074463,-9.1519e-021,0.00012817,0.00012422,0.12189,-0.0055818,8.4894e-022,1,0.10516,0.10516,-0.025,0
29.196,-2.2975,0.06897,-1.0343e-020,0.0001289,0.00012457,0.12346,-0.0052281,7.5622e-022,1,0.10537,0.10537,-0.025,0
29.062,-2.3086,0.063722,-1.1196e-020,0.00012979,0.0001248,0.12487,-0.0048826,6.8993e-022,1,0.10558,0.10558,-0.025,0
28.995,-2.3164,0.059096,-1.1198e-020,0.0001311,0.00012472,0.12586,-0.0045572,6.8985e-022,1,0.10578,0.10578,-0.025,0
28.929,-2.3242,0.054468,-1.12e-020,0.0001324,0.00012464,0.12685,-0.0042318,6.8977e-022,1,0.10599,0.10599,-0.025,0
28.862,-2.3321,0.049838,-1.1202e-020,0.00013371,0.00012456,0.12784,-0.0039066,6.8968e-022,1,0.10619,0.10619,-0.025,0
28.796,-2.3399,0.045206,-1.1205e-020,0.00013501,0.00012449,0.12884,-0.0035814,6.896e-022,1,0.10639,0.10639,-0.025,0
28.729,-2.3477,0.040573,-1.1207e-020,0.00013632,0.00012441,0.12983,-0.0032563,6.8952e-022,1,0.1066,0.1066,-0.025,0
28.663,-2.3556,0.035938,-1.1209e-020,0.00013763,0.00012433,0.13082,-0.0029313,6.8944e-022,1,0.1068,0.1068,-0.025,0
28.66,-2.3608,0.031926,-9.7854e-021,0.00013797,0.00012409,0.13144,-0.0026464,5.9443e-022,1,0.10701,0.10701,-0.025,0
28.683,-2.3648,0.028173,-7.767e-021,0.00013792,0.00012378,0.13191,-0.0023784,4.5986e-022,1,0.10722,0.10722,-0.025,0
28.707,-2.3689,0.02442,-5.7478e-021,0.00013786,0.00012347,0.13238,-0.0021104,3.2533e-022,1,0.10742,0.10742,-0.025,0
28.73,-2.373,0.020664,-3.7279e-021,0.0001378,0.00012315,0.13286,-0.0018424,1.9083e-022,1,0.10763,0.10763,-0.025,0
28.753,-2.377,0.016907,-1.7072e-021,0.00013775,0.00012284,0.13333,-0.0015746,5.6354e-023,1,0.10783,0.10783,-0.025,0
28.777,-2.3811,0.013149,3.1419e-022,0.00013769,0.00012253,0.1338,-0.0013068,-7.8081e-023,1,0.10803,0.10803,-0.025,0
28.806,-2.385,0.0094616,2.1593e-021,0.00013767,0.00012231,0.13424,-0.0010459,-2.0236e-022,1,0.10824,0.10824,-0.025,0
28.911,-2.3859,0.0066527,1.8314e-021,0.00013801,0.00012314,0.1343,-0.00086943,-2.0234e-022,1,0.10845,0.10845,-0.025,0
29.016,-2.3869,0.0038429,1.5034e-021,0.00013835,0.00012398,0.13436,-0.00069302,-2.0231e-022,1,0.10865,0.10865,-0.025,0
29.121,-2.3879,0.0010319,1.1752e-021,0.00013869,0.00012482,0.13443,-0.00051665,-2.0229e-022,1,0.10886,0.10886,-0.025,0
29.226,-2.3889,-0.0017801,8.4697e-022,0.00013903,0.00012566,0.13449,-0.00034032,-2.0227e-022,1,0.10906,0.10906,-0.025,0
29.33,-2.3898,-0.0045932,5.1857e-022,0.00013938,0.0001265,0.13455,-0.00016403,-2.0224e-022,1,0.10926,0.10926,-0.025,0
29.435,-2.3908,-0.0074073,1.9005e-022,0.00013972,0.00012733,0.13461,1.2214e-005,-2.0222e-022,1,0.10947,0.10947,-0.025,0
29.568,-2.3907,-0.0099528,-1.3705e-022,0.00013997,0.00012792,0.13456,0.00016124,-1.9038e-022,1,0.10967,0.10967,-0.025,0
29.743,-2.3888,-0.012084,-4.619e-022,0.0001401,0.00012811,0.13432,0.00026833,-1.6034e-022,1,0.10988,0.10988,-0.025,0
29.918,-2.387,-0.014215,-7.8688e-022,0.00014022,0.0001283,0.13408,0.00037539,-1.303e-022,1,0.11009,0.11009,-0.025,0
30.092,-2.3851,-0.016347,-1.112e-021,0.00014034,0.00012849,0.13384,0.00048243,-1.0027e-022,1,0.11029,0.11029,-0.025,0
30.267,-2.3833,-0.018481,-1.4372e-021,0.00014046,0.00012868,0.1336,0.00058944,-7.0244e-023,1,0.1105,0.1105,-0.025,0
30.442,-2.3814,-0.020615,-1.7625e-021,0.00014058,0.00012887,0.13336,0.00069643,-4.0228e-023,1,0.1107,0.1107,-0.025,0
30.617,-2.3795,-0.022749,-2.088e-021,0.0001407,0.00012906,0.13312,0.00080339,-1.0218e-023,1,0.1109,0.1109,-0.025,0
