"p","U:0","U:1","U:2","nuTilda","nut","wallShearStress:0","wallShearStress:1","wallShearStress:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
33.2,-1.7316,-0.031757,-1.8468e-021,0.00012921,0.00013127,0.092023,0.0016167,-2.3535e-022,1,0.035875,0.035875,-0.025,0
33.336,-1.7262,-0.032416,-2.7059e-021,0.00012923,0.00013126,0.091523,0.0016465,-2.3532e-022,1,0.03608,0.03608,-0.025,0
33.476,-1.7202,-0.033043,-3.0684e-021,0.00012923,0.00013123,0.09099,0.0016736,-1.1295e-022,1,0.036285,0.036285,-0.025,0
33.616,-1.7143,-0.033668,-3.4013e-021,0.00012922,0.00013119,0.090455,0.0017006,1.6717e-023,1,0.03649,0.03649,-0.025,0
33.757,-1.7084,-0.034293,-3.7343e-021,0.00012922,0.00013116,0.08992,0.0017275,1.4636e-022,1,0.036695,0.036695,-0.025,0
33.897,-1.7024,-0.034919,-4.0674e-021,0.00012922,0.00013112,0.089386,0.0017545,2.7597e-022,1,0.0369,0.0369,-0.025,0
34.042,-1.6961,-0.035508,-3.225e-021,0.00012919,0.00013105,0.088819,0.0017785,2.7629e-022,1,0.037105,0.037105,-0.025,0
34.186,-1.6897,-0.036098,-2.3791e-021,0.00012916,0.00013099,0.088252,0.0018025,2.7627e-022,1,0.03731,0.03731,-0.025,0
34.331,-1.6833,-0.036688,-1.5328e-021,0.00012913,0.00013092,0.087686,0.0018265,2.7624e-022,1,0.037515,0.037515,-0.025,0
34.476,-1.6769,-0.037278,-7.2272e-022,0.0001291,0.00013086,0.087119,0.0018504,2.7481e-022,1,0.03772,0.03772,-0.025,0
34.623,-1.6701,-0.037831,-1.6694e-021,0.00012904,0.00013076,0.086523,0.0018715,2.0587e-022,1,0.037925,0.037925,-0.025,0
34.771,-1.6633,-0.038384,-2.6164e-021,0.00012897,0.00013066,0.085928,0.0018925,1.3695e-022,1,0.03813,0.03813,-0.025,0
34.919,-1.6565,-0.038937,-3.5638e-021,0.00012891,0.00013056,0.085332,0.0019136,6.8042e-023,1,0.038335,0.038335,-0.025,0
35.067,-1.6497,-0.039491,-4.4819e-021,0.00012885,0.00013045,0.084737,0.0019346,-1.062e-024,1,0.03854,0.03854,-0.025,0
35.218,-1.6425,-0.040005,-3.0415e-021,0.00012875,0.00013031,0.084116,0.0019528,-8.6741e-023,1,0.038745,0.038745,-0.025,0
35.368,-1.6353,-0.04052,-1.6007e-021,0.00012865,0.00013017,0.083495,0.001971,-1.724e-022,1,0.03895,0.03895,-0.025,0
35.519,-1.6281,-0.041034,-1.5934e-022,0.00012855,0.00013003,0.082874,0.0019892,-2.5804e-022,1,0.039155,0.039155,-0.025,0
35.669,-1.6209,-0.041549,1.2825e-021,0.00012845,0.00012989,0.082254,0.0020073,-3.4367e-022,1,0.03936,0.03936,-0.025,0
35.822,-1.6133,-0.042025,2.3982e-021,0.00012833,0.00012972,0.081611,0.0020228,-3.4592e-022,1,0.039565,0.039565,-0.025,0
35.974,-1.6057,-0.042499,3.5052e-021,0.00012821,0.00012956,0.080967,0.0020381,-3.4588e-022,1,0.03977,0.03977,-0.025,0
36.127,-1.5981,-0.042974,4.6127e-021,0.00012809,0.00012939,0.080324,0.0020534,-3.4585e-022,1,0.039975,0.039975,-0.025,0
36.279,-1.5906,-0.043448,5.7205e-021,0.00012796,0.00012923,0.079681,0.0020687,-3.4581e-022,1,0.04018,0.04018,-0.025,0
36.433,-1.5827,-0.043886,4.3165e-021,0.00012783,0.00012904,0.07902,0.0020816,-1.8231e-022,1,0.040385,0.040385,-0.025,0
36.587,-1.5747,-0.044319,2.6417e-021,0.00012769,0.00012885,0.078357,0.0020942,-1.2611e-024,1,0.04059,0.04059,-0.025,0
36.741,-1.5668,-0.044753,9.6638e-022,0.00012755,0.00012867,0.077694,0.0021068,1.7975e-022,1,0.040795,0.040795,-0.025,0
36.895,-1.5588,-0.045187,-7.0958e-022,0.00012741,0.00012848,0.077032,0.0021193,3.6073e-022,1,0.041,0.041,-0.025,0
37.05,-1.5506,-0.045589,-1.0436e-021,0.00012724,0.00012827,0.076356,0.00213,3.9674e-022,1,0.041205,0.041205,-0.025,0
37.205,-1.5424,-0.045984,-1.0438e-021,0.00012708,0.00012805,0.075677,0.0021401,3.967e-022,1,0.04141,0.04141,-0.025,0
37.36,-1.5341,-0.046378,-1.044e-021,0.00012691,0.00012783,0.074999,0.0021502,3.9666e-022,1,0.041615,0.041615,-0.025,0
37.515,-1.5258,-0.046773,-1.0442e-021,0.00012675,0.00012762,0.07432,0.0021604,3.9662e-022,1,0.04182,0.04182,-0.025,0
37.67,-1.5173,-0.047142,-8.772e-022,0.00012656,0.00012738,0.073633,0.0021691,3.331e-022,1,0.042025,0.042025,-0.025,0
37.826,-1.5088,-0.0475,-6.2664e-022,0.00012637,0.00012714,0.072942,0.0021772,2.3789e-022,1,0.04223,0.04223,-0.025,0
37.981,-1.5002,-0.047857,-3.7598e-022,0.00012618,0.0001269,0.072251,0.0021852,1.4269e-022,1,0.042435,0.042435,-0.025,0
38.137,-1.4916,-0.048215,-1.2523e-022,0.00012599,0.00012665,0.071559,0.0021932,4.7516e-023,1,0.04264,0.04264,-0.025,0
38.293,-1.4829,-0.048556,9.0136e-022,0.00012579,0.0001264,0.070864,0.0022004,0,1,0.042845,0.042845,-0.025,0
38.449,-1.474,-0.04888,2.7021e-021,0.00012558,0.00012613,0.070163,0.0022067,0,1,0.04305,0.04305,-0.025,0
38.605,-1.4651,-0.049204,4.5035e-021,0.00012537,0.00012586,0.069462,0.0022129,0,1,0.043255,0.043255,-0.025,0
38.761,-1.4563,-0.049529,6.3056e-021,0.00012515,0.00012559,0.068762,0.0022192,0,1,0.04346,0.04346,-0.025,0
38.916,-1.4473,-0.049845,7.6684e-021,0.00012494,0.00012532,0.068059,0.002225,-3.6249e-023,1,0.043665,0.043665,-0.025,0
39.072,-1.4382,-0.050141,8.0156e-021,0.0001247,0.00012502,0.067353,0.0022297,-1.562e-022,1,0.04387,0.04387,-0.025,0
39.228,-1.4291,-0.050437,8.363e-021,0.00012447,0.00012473,0.066646,0.0022345,-2.7614e-022,1,0.044075,0.044075,-0.025,0
39.383,-1.42,-0.050734,8.7105e-021,0.00012423,0.00012443,0.065939,0.0022392,-3.9604e-022,1,0.04428,0.04428,-0.025,0
39.539,-1.4109,-0.051029,9.0547e-021,0.000124,0.00012414,0.065233,0.0022439,-5.0741e-022,1,0.044485,0.044485,-0.025,0
39.693,-1.4015,-0.051301,9.3542e-021,0.00012374,0.00012382,0.064523,0.0022472,-5.0736e-022,1,0.04469,0.04469,-0.025,0
39.848,-1.3922,-0.051573,9.6539e-021,0.00012349,0.0001235,0.063814,0.0022505,-5.0731e-022,1,0.044895,0.044895,-0.025,0
40.002,-1.3828,-0.051845,9.9536e-021,0.00012323,0.00012319,0.063105,0.0022538,-5.0726e-022,1,0.0451,0.0451,-0.025,0
40.157,-1.3735,-0.052117,1.0254e-020,0.00012298,0.00012287,0.062396,0.0022571,-5.0721e-022,1,0.045305,0.045305,-0.025,0
40.31,-1.3639,-0.052372,8.246e-021,0.0001227,0.00012253,0.061686,0.0022593,-4.1192e-022,1,0.04551,0.04551,-0.025,0
40.463,-1.3544,-0.052623,5.6855e-021,0.00012243,0.00012219,0.060977,0.0022611,-2.9387e-022,1,0.045715,0.045715,-0.025,0
40.616,-1.3448,-0.052873,3.1242e-021,0.00012215,0.00012184,0.060268,0.002263,-1.7585e-022,1,0.04592,0.04592,-0.025,0
40.769,-1.3353,-0.053124,5.6193e-022,0.00012188,0.0001215,0.059559,0.0022648,-5.7847e-023,1,0.046125,0.046125,-0.025,0
40.921,-1.3256,-0.053358,-1.5118e-021,0.00012159,0.00012115,0.058852,0.0022652,-7.0598e-023,1,0.04633,0.04633,-0.025,0
41.071,-1.3159,-0.053578,-3.1152e-021,0.00012129,0.00012079,0.058146,0.0022642,-2.0908e-022,1,0.046535,0.046535,-0.025,0
41.222,-1.3061,-0.053797,-4.7193e-021,0.00012099,0.00012042,0.05744,0.0022633,-3.4754e-022,1,0.04674,0.04674,-0.025,0
41.372,-1.2964,-0.054017,-6.3239e-021,0.00012069,0.00012006,0.056734,0.0022623,-4.8597e-022,1,0.046945,0.046945,-0.025,0
41.522,-1.2866,-0.054234,-7.2497e-021,0.0001204,0.0001197,0.05603,0.002261,-5.9957e-022,1,0.04715,0.04715,-0.025,0
41.67,-1.2767,-0.054437,-5.0613e-021,0.00012014,0.00011935,0.055331,0.0022587,-5.9951e-022,1,0.047355,0.047355,-0.025,0
41.817,-1.2668,-0.05464,-2.872e-021,0.00011988,0.000119,0.054632,0.0022563,-5.9945e-022,1,0.04756,0.04756,-0.025,0
41.965,-1.2569,-0.054843,-6.8194e-022,0.00011962,0.00011866,0.053933,0.002254,-5.9939e-022,1,0.047765,0.047765,-0.025,0
42.112,-1.247,-0.055046,1.5089e-021,0.00011936,0.00011831,0.053234,0.0022516,-5.9932e-022,1,0.04797,0.04797,-0.025,0
42.257,-1.237,-0.055242,1.987e-021,0.00011899,0.00011787,0.052541,0.0022489,-6.1171e-022,1,0.048175,0.048175,-0.025,0
42.401,-1.227,-0.055436,2.0758e-021,0.0001186,0.00011741,0.05185,0.002246,-6.2692e-022,1,0.04838,0.04838,-0.025,0
42.545,-1.2169,-0.055631,2.1646e-021,0.0001182,0.00011695,0.051159,0.0022432,-6.4213e-022,1,0.048585,0.048585,-0.025,0
42.688,-1.2069,-0.055825,2.2534e-021,0.0001178,0.00011649,0.050467,0.0022404,-6.5734e-022,1,0.04879,0.04879,-0.025,0
42.831,-1.1968,-0.056009,2.3054e-021,0.00011741,0.00011602,0.04978,0.0022365,-6.6618e-022,1,0.048995,0.048995,-0.025,0
42.97,-1.1866,-0.056177,2.3058e-021,0.00011702,0.00011555,0.049098,0.0022312,-6.6612e-022,1,0.0492,0.0492,-0.025,0
43.11,-1.1765,-0.056345,2.3062e-021,0.00011663,0.00011508,0.048417,0.002226,-6.6605e-022,1,0.049405,0.049405,-0.025,0
43.25,-1.1663,-0.056513,2.3066e-021,0.00011623,0.00011461,0.047735,0.0022207,-6.6598e-022,1,0.04961,0.04961,-0.025,0
43.389,-1.1561,-0.056681,2.307e-021,0.00011584,0.00011415,0.047054,0.0022154,-6.6591e-022,1,0.049815,0.049815,-0.025,0
43.525,-1.1459,-0.056831,1.7991e-021,0.00011552,0.00011374,0.046384,0.0022085,-5.1914e-022,1,0.05002,0.05002,-0.025,0
43.66,-1.1356,-0.05698,1.2827e-021,0.00011519,0.00011334,0.045714,0.0022016,-3.7004e-022,1,0.050225,0.050225,-0.025,0
43.795,-1.1253,-0.057129,7.6621e-022,0.00011487,0.00011294,0.045044,0.0021946,-2.2097e-022,1,0.05043,0.05043,-0.025,0
43.93,-1.115,-0.057278,2.495e-022,0.00011455,0.00011254,0.044375,0.0021877,-7.1936e-023,1,0.050635,0.050635,-0.025,0
44.063,-1.1047,-0.057421,0,0.00011423,0.00011212,0.043712,0.0021805,0,1,0.05084,0.05084,-0.025,0
44.193,-1.0944,-0.057559,0,0.00011391,0.00011169,0.043056,0.0021729,0,1,0.051045,0.051045,-0.025,0
44.323,-1.084,-0.057697,0,0.0001136,0.00011126,0.0424,0.0021653,0,1,0.05125,0.05125,-0.025,0
44.453,-1.0736,-0.057835,0,0.00011328,0.00011082,0.041744,0.0021577,0,1,0.051455,0.051455,-0.025,0
44.584,-1.0632,-0.057973,-6.6853e-023,0.00011296,0.00011039,0.041089,0.0021501,2.8163e-024,1,0.05166,0.05166,-0.025,0
44.709,-1.0528,-0.058102,-4.3354e-021,0.00011253,0.00010984,0.040447,0.0021424,1.8259e-022,1,0.051865,0.051865,-0.025,0
44.834,-1.0424,-0.058232,-8.6055e-021,0.0001121,0.00010929,0.039805,0.0021346,3.6232e-022,1,0.05207,0.05207,-0.025,0
44.959,-1.0319,-0.058362,-1.2877e-020,0.00011166,0.00010874,0.039164,0.0021269,5.4202e-022,1,0.052275,0.052275,-0.025,0
45.084,-1.0215,-0.058492,-1.715e-020,0.00011123,0.0001082,0.038522,0.0021191,7.2168e-022,1,0.05248,0.05248,-0.025,0
45.207,-1.011,-0.058613,-1.9379e-020,0.00011079,0.00010763,0.037888,0.002111,8.1522e-022,1,0.052685,0.052685,-0.025,0
45.327,-1.0005,-0.058725,-1.9382e-020,0.00011035,0.00010706,0.037262,0.0021023,8.1513e-022,1,0.05289,0.05289,-0.025,0
45.447,-0.98999,-0.058837,-1.9386e-020,0.0001099,0.00010649,0.036637,0.0020937,8.1505e-022,1,0.053095,0.053095,-0.025,0
45.567,-0.97948,-0.058949,-1.9389e-020,0.00010946,0.00010592,0.036011,0.0020851,8.1496e-022,1,0.0533,0.0533,-0.025,0
45.687,-0.96896,-0.05906,-1.9393e-020,0.00010901,0.00010534,0.035385,0.0020764,8.1488e-022,1,0.053505,0.053505,-0.025,0
45.802,-0.95842,-0.059154,-1.9182e-020,0.0001085,0.00010474,0.034775,0.0020671,6.5437e-022,1,0.05371,0.05371,-0.025,0
45.916,-0.94786,-0.059246,-1.8949e-020,0.00010799,0.00010413,0.034166,0.0020578,4.7747e-022,1,0.053915,0.053915,-0.025,0
46.031,-0.93731,-0.059338,-1.8716e-020,0.00010748,0.00010353,0.033558,0.0020484,3.0062e-022,1,0.05412,0.05412,-0.025,0
46.146,-0.92675,-0.05943,-1.8483e-020,0.00010696,0.00010292,0.032949,0.002039,1.238e-022,1,0.054325,0.054325,-0.025,0
46.259,-0.91618,-0.059512,-1.7369e-020,0.00010645,0.0001023,0.032349,0.0020294,6.1219e-023,1,0.05453,0.05453,-0.025,0
46.368,-0.9056,-0.059572,-1.4198e-020,0.00010595,0.00010167,0.031768,0.0020193,2.6544e-022,1,0.054735,0.054735,-0.025,0
46.478,-0.89502,-0.059632,-1.1026e-020,0.00010545,0.00010103,0.031188,0.0020092,4.6962e-022,1,0.05494,0.05494,-0.025,0
46.587,-0.88443,-0.059691,-7.8525e-021,0.00010495,0.0001004,0.030608,0.0019991,6.7375e-022,1,0.055145,0.055145,-0.025,0
46.697,-0.87384,-0.059751,-4.678e-021,0.00010445,9.976e-005,0.030028,0.001989,8.7784e-022,1,0.05535,0.05535,-0.025,0
46.803,-0.86326,-0.059778,-1.796e-021,0.00010397,9.9154e-005,0.029531,0.0019822,1.0929e-021,1,0.055555,0.055555,-0.025,0
46.907,-0.85268,-0.059788,9.3324e-022,0.0001035,9.8563e-005,0.029078,0.0019773,1.3137e-021,1,0.05576,0.05576,-0.025,0
47.011,-0.84209,-0.059797,3.6635e-021,0.00010303,9.7973e-005,0.028626,0.0019724,1.5344e-021,1,0.055965,0.055965,-0.025,0
47.115,-0.83151,-0.059807,6.3948e-021,0.00010257,9.7382e-005,0.028174,0.0019675,1.7551e-021,1,0.05617,0.05617,-0.025,0
47.22,-0.82091,-0.059817,9.127e-021,0.0001021,9.6791e-005,0.027721,0.0019625,1.9758e-021,1,0.056375,0.056375,-0.025,0
47.319,-0.81036,-0.059754,6.1322e-021,0.00010157,9.6253e-005,0.027374,0.0019603,1.7843e-021,1,0.05658,0.05658,-0.025,0
47.418,-0.79981,-0.05969,3.0023e-021,0.00010105,9.5716e-005,0.027029,0.001958,1.5833e-021,1,0.056785,0.056785,-0.025,0
47.517,-0.78925,-0.059625,-1.2884e-022,0.00010052,9.5179e-005,0.026685,0.0019558,1.3822e-021,1,0.05699,0.05699,-0.025,0
47.616,-0.77869,-0.059561,-3.261e-021,9.9993e-005,9.4641e-005,0.02634,0.0019536,1.1813e-021,1,0.057195,0.057195,-0.025,0
47.714,-0.76814,-0.059479,-5.6589e-021,9.9509e-005,9.4137e-005,0.025996,0.0019504,1.0438e-021,1,0.0574,0.0574,-0.025,0
47.808,-0.75764,-0.059349,-5.9797e-021,9.9144e-005,9.3725e-005,0.025654,0.0019442,1.0856e-021,1,0.057605,0.057605,-0.025,0
47.902,-0.74713,-0.059218,-6.3005e-021,9.8779e-005,9.3312e-005,0.025312,0.001938,1.1273e-021,1,0.05781,0.05781,-0.025,0
47.995,-0.73662,-0.059087,-6.6214e-021,9.8414e-005,9.29e-005,0.02497,0.0019318,1.1691e-021,1,0.058015,0.058015,-0.025,0
48.089,-0.7261,-0.058957,-6.9425e-021,9.8049e-005,9.2488e-005,0.024628,0.0019256,1.2109e-021,1,0.05822,0.05822,-0.025,0
48.181,-0.71563,-0.058813,-7.1008e-021,9.7674e-005,9.2077e-005,0.024288,0.001919,1.2313e-021,1,0.058425,0.058425,-0.025,0
48.27,-0.70519,-0.058658,-7.1021e-021,9.7289e-005,9.1667e-005,0.02395,0.0019119,1.2312e-021,1,0.05863,0.05863,-0.025,0
48.359,-0.69474,-0.058502,-7.1034e-021,9.6903e-005,9.1257e-005,0.023612,0.0019048,1.231e-021,1,0.058835,0.058835,-0.025,0
48.448,-0.6843,-0.058346,-7.1046e-021,9.6518e-005,9.0847e-005,0.023274,0.0018976,1.2309e-021,1,0.05904,0.05904,-0.025,0
48.537,-0.67385,-0.05819,-7.1059e-021,9.6132e-005,9.0437e-005,0.022936,0.0018905,1.2308e-021,1,0.059245,0.059245,-0.025,0
48.622,-0.66347,-0.05803,-8.7832e-021,9.5753e-005,9.0024e-005,0.022601,0.0018837,1.4902e-021,1,0.05945,0.05945,-0.025,0
48.705,-0.65313,-0.057868,-1.1114e-020,9.5376e-005,8.961e-005,0.022267,0.0018769,1.8505e-021,1,0.059655,0.059655,-0.025,0
48.788,-0.64279,-0.057706,-1.3446e-020,9.5e-005,8.9196e-005,0.021933,0.0018701,2.2109e-021,1,0.05986,0.05986,-0.025,0
48.872,-0.63244,-0.057544,-1.5778e-020,9.4623e-005,8.8782e-005,0.0216,0.0018634,2.5711e-021,1,0.060065,0.060065,-0.025,0
48.955,-0.62209,-0.057381,-1.8111e-020,9.4246e-005,8.8368e-005,0.021266,0.0018566,2.9313e-021,1,0.06027,0.06027,-0.025,0
49.033,-0.61184,-0.057212,-1.8364e-020,9.3851e-005,8.7939e-005,0.020937,0.0018506,2.9695e-021,1,0.060475,0.060475,-0.025,0
49.111,-0.60161,-0.057041,-1.8367e-020,9.3455e-005,8.7507e-005,0.020608,0.0018447,2.9692e-021,1,0.06068,0.06068,-0.025,0
49.189,-0.59137,-0.05687,-1.837e-020,9.3059e-005,8.7076e-005,0.020279,0.0018387,2.9688e-021,1,0.060885,0.060885,-0.025,0
49.266,-0.58113,-0.056699,-1.8374e-020,9.2662e-005,8.6644e-005,0.01995,0.0018328,2.9685e-021,1,0.06109,0.06109,-0.025,0
49.343,-0.57089,-0.056528,-1.8412e-020,9.2265e-005,8.6212e-005,0.019621,0.0018269,2.9722e-021,1,0.061295,0.061295,-0.025,0
49.415,-0.56077,-0.056347,-1.9623e-020,9.1858e-005,8.5767e-005,0.019297,0.0018217,3.1113e-021,1,0.0615,0.0615,-0.025,0
49.487,-0.55065,-0.056165,-2.0834e-020,9.145e-005,8.5321e-005,0.018973,0.0018165,3.2504e-021,1,0.061705,0.061705,-0.025,0
49.559,-0.54052,-0.055983,-2.2046e-020,9.1042e-005,8.4876e-005,0.018648,0.0018113,3.3895e-021,1,0.06191,0.06191,-0.025,0
49.631,-0.53039,-0.055801,-2.3258e-020,9.0634e-005,8.4431e-005,0.018324,0.0018061,3.5285e-021,1,0.062115,0.062115,-0.025,0
49.703,-0.52028,-0.055619,-2.6183e-020,9.0224e-005,8.3983e-005,0.018001,0.0018011,3.6497e-021,1,0.06232,0.06232,-0.025,0
49.769,-0.51028,-0.055441,-4.0867e-020,8.9804e-005,8.3526e-005,0.017682,0.0017974,3.6493e-021,1,0.062525,0.062525,-0.025,0
49.835,-0.50029,-0.055263,-5.5557e-020,8.9384e-005,8.3068e-005,0.017363,0.0017936,3.649e-021,1,0.06273,0.06273,-0.025,0
49.902,-0.49029,-0.055085,-7.0251e-020,8.8964e-005,8.261e-005,0.017044,0.0017899,3.6486e-021,1,0.062935,0.062935,-0.025,0
49.968,-0.48028,-0.054907,-8.4951e-020,8.8544e-005,8.2152e-005,0.016726,0.0017862,3.6482e-021,1,0.06314,0.06314,-0.025,0
50.033,-0.47031,-0.054731,-9.4748e-020,8.8122e-005,8.1692e-005,0.016408,0.0017829,3.3377e-021,1,0.063345,0.063345,-0.025,0
50.094,-0.46046,-0.05457,-8.321e-020,8.7693e-005,8.1226e-005,0.016096,0.0017811,1.6801e-021,1,0.06355,0.06355,-0.025,0
50.154,-0.4506,-0.054409,-7.1668e-020,8.7264e-005,8.076e-005,0.015783,0.0017793,2.2973e-023,1,0.063755,0.063755,-0.025,0
50.215,-0.44075,-0.054247,-6.0122e-020,8.6835e-005,8.0294e-005,0.015471,0.0017776,-1.6339e-021,1,0.06396,0.06396,-0.025,0
50.275,-0.43088,-0.054085,-4.8571e-020,8.6405e-005,7.9828e-005,0.015158,0.0017758,-3.2904e-021,1,0.064165,0.064165,-0.025,0
50.334,-0.42106,-0.053928,-3.6409e-020,8.5976e-005,7.9361e-005,0.014847,0.0017743,-4.601e-021,1,0.06437,0.06437,-0.025,0
50.388,-0.41137,-0.053785,-2.1936e-020,8.5544e-005,7.8897e-005,0.014542,0.0017737,-4.6005e-021,1,0.064575,0.064575,-0.025,0
50.442,-0.40169,-0.053643,-7.4573e-021,8.5113e-005,7.8432e-005,0.014236,0.0017732,-4.6e-021,1,0.06478,0.06478,-0.025,0
50.496,-0.392,-0.0535,7.0267e-021,8.4681e-005,7.7967e-005,0.013931,0.0017726,-4.5995e-021,1,0.064985,0.064985,-0.025,0
50.55,-0.3823,-0.053357,2.1516e-020,8.4249e-005,7.7501e-005,0.013626,0.0017721,-4.599e-021,1,0.06519,0.06519,-0.025,0
50.603,-0.37265,-0.05322,3.1977e-020,8.3818e-005,7.7037e-005,0.013322,0.0017717,-4.4244e-021,1,0.065395,0.065395,-0.025,0
50.65,-0.36317,-0.053107,2.5408e-020,8.3389e-005,7.6576e-005,0.013026,0.0017721,-3.5145e-021,1,0.0656,0.0656,-0.025,0
50.698,-0.3537,-0.052994,1.8837e-020,8.2959e-005,7.6114e-005,0.012729,0.0017726,-2.6048e-021,1,0.065805,0.065805,-0.025,0
50.745,-0.34422,-0.05288,1.2264e-020,8.253e-005,7.5653e-005,0.012432,0.001773,-1.6954e-021,1,0.06601,0.06601,-0.025,0
50.793,-0.33473,-0.052767,5.6878e-021,8.21e-005,7.5191e-005,0.012136,0.0017734,-7.8607e-022,1,0.066215,0.066215,-0.025,0
50.839,-0.32528,-0.052659,0,8.1671e-005,7.4729e-005,0.01184,0.0017741,0,1,0.06642,0.06642,-0.025,0
50.88,-0.31604,-0.05259,0,8.1241e-005,7.4267e-005,0.011552,0.0017766,0,1,0.066625,0.066625,-0.025,0
50.921,-0.3068,-0.05252,0,8.0811e-005,7.3804e-005,0.011264,0.0017792,0,1,0.06683,0.06683,-0.025,0
50.962,-0.29755,-0.052451,0,8.038e-005,7.3341e-005,0.010977,0.0017817,0,1,0.067035,0.067035,-0.025,0
51.003,-0.2883,-0.052382,0,7.995e-005,7.2878e-005,0.010689,0.0017842,0,1,0.06724,0.06724,-0.025,0
51.044,-0.27906,-0.052313,-5.5154e-022,7.9519e-005,7.2415e-005,0.010401,0.0017868,6.3669e-023,1,0.067445,0.067445,-0.025,0
51.079,-0.27002,-0.052259,-1.4375e-020,7.9084e-005,7.1948e-005,0.010121,0.0017909,1.6589e-021,1,0.06765,0.06765,-0.025,0
51.114,-0.26098,-0.052205,-2.8203e-020,7.8649e-005,7.1481e-005,0.00984,0.0017949,3.2539e-021,1,0.067855,0.067855,-0.025,0
51.149,-0.25193,-0.05215,-4.2037e-020,7.8213e-005,7.1014e-005,0.0095593,0.001799,4.8486e-021,1,0.06806,0.06806,-0.025,0
51.184,-0.24288,-0.052096,-5.5875e-020,7.7777e-005,7.0547e-005,0.0092788,0.001803,6.4428e-021,1,0.068265,0.068265,-0.025,0
51.219,-0.23383,-0.052042,-6.9719e-020,7.7342e-005,7.008e-005,0.0089983,0.0018071,8.0367e-021,1,0.06847,0.06847,-0.025,0
51.249,-0.22491,-0.051981,-7.1049e-020,7.6901e-005,6.9609e-005,0.008722,0.001811,8.1876e-021,1,0.068675,0.068675,-0.025,0
51.279,-0.21599,-0.05192,-7.1062e-020,7.646e-005,6.9138e-005,0.0084462,0.0018149,8.1867e-021,1,0.06888,0.06888,-0.025,0
51.309,-0.20707,-0.051859,-7.1074e-020,7.6019e-005,6.8666e-005,0.0081704,0.0018189,8.1859e-021,1,0.069085,0.069085,-0.025,0
51.338,-0.19815,-0.051797,-7.1087e-020,7.5578e-005,6.8194e-005,0.0078947,0.0018228,8.185e-021,1,0.06929,0.06929,-0.025,0
51.368,-0.18923,-0.051736,-7.11e-020,7.5137e-005,6.7722e-005,0.0076191,0.0018267,8.1841e-021,1,0.069495,0.069495,-0.025,0
51.394,-0.18042,-0.051684,-4.4115e-020,7.4694e-005,6.7249e-005,0.0073487,0.0018306,5.309e-021,1,0.0697,0.0697,-0.025,0
51.419,-0.17165,-0.051635,-7.1248e-021,7.425e-005,6.6775e-005,0.0070803,0.0018345,1.3707e-021,1,0.069905,0.069905,-0.025,0
51.443,-0.16287,-0.051586,2.988e-020,7.3806e-005,6.6301e-005,0.006812,0.0018384,-2.5669e-021,1,0.07011,0.07011,-0.025,0
51.468,-0.15409,-0.051537,6.6898e-020,7.3362e-005,6.5827e-005,0.0065437,0.0018423,-6.5036e-021,1,0.070315,0.070315,-0.025,0
51.492,-0.14531,-0.051488,1.0393e-019,7.2918e-005,6.5353e-005,0.0062755,0.0018462,-1.0439e-020,1,0.07052,0.07052,-0.025,0
51.514,-0.13656,-0.051491,1.2192e-019,7.2474e-005,6.4881e-005,0.0060125,0.0018509,-1.2349e-020,1,0.070725,0.070725,-0.025,0
51.534,-0.12784,-0.051543,1.2194e-019,7.2031e-005,6.4411e-005,0.0057544,0.0018563,-1.2348e-020,1,0.07093,0.07093,-0.025,0
51.554,-0.11911,-0.051595,1.2196e-019,7.1588e-005,6.3941e-005,0.0054964,0.0018618,-1.2346e-020,1,0.071135,0.071135,-0.025,0
51.573,-0.11038,-0.051647,1.2199e-019,7.1144e-005,6.3471e-005,0.0052384,0.0018672,-1.2345e-020,1,0.07134,0.07134,-0.025,0
51.593,-0.10165,-0.051699,1.2201e-019,7.07e-005,6.3001e-005,0.0049805,0.0018726,-1.2343e-020,1,0.071545,0.071545,-0.025,0
51.611,-0.092919,-0.051809,1.0904e-019,7.0258e-005,6.2534e-005,0.0047262,0.00188,-1.0627e-020,1,0.07175,0.07175,-0.025,0
51.626,-0.084203,-0.052084,5.8866e-020,6.9822e-005,6.2077e-005,0.0044824,0.001893,-3.9983e-021,1,0.071955,0.071955,-0.025,0
51.641,-0.075484,-0.05236,8.673e-021,6.9385e-005,6.162e-005,0.0042387,0.001906,2.6284e-021,1,0.07216,0.07216,-0.025,0
51.656,-0.066761,-0.052635,-4.154e-020,6.8948e-005,6.1163e-005,0.0039949,0.0019189,9.254e-021,1,0.072365,0.072365,-0.025,0
51.671,-0.058035,-0.05291,-9.1772e-020,6.8511e-005,6.0706e-005,0.0037513,0.0019319,1.5878e-020,1,0.07257,0.07257,-0.025,0
51.686,-0.049307,-0.053186,-1.4202e-019,6.8074e-005,6.0248e-005,0.0035077,0.0019448,2.25e-020,1,0.072775,0.072775,-0.025,0
51.697,-0.040701,-0.053605,-2.0405e-019,6.7652e-005,5.9806e-005,0.0032619,0.0019737,2.7305e-020,1,0.07298,0.07298,-0.025,0
51.708,-0.032097,-0.05403,-2.6657e-019,6.7231e-005,5.9365e-005,0.0030161,0.0020031,3.2037e-020,1,0.073185,0.073185,-0.025,0
